Cycles,Net Weights-1,Net Weights-2,Net Weights-3,Net Weights-4,Net Weights-5,Net Weights-6,Net Weights-7,Net Weights-8,Net Weights-9,Net Weights-10,Net Weights-11,Net Weights-12,Net Weights-13,Net Weights-14,Net Weights-15,Net Weights-16,Net Weights-17,Net Weights-18,Net Weights-19,Net Weights-20,Net Weights-21,Net Weights-22,Net Weights-23,Net Weights-24,Net Weights-25,Net Weights-26,Net Weights-27,Net Weights-28,Net Weights-29,Net Weights-30,Net Weights-31,Net Weights-32,Net Weights-33,Net Weights-34,Net Weights-35,Net Weights-36,Net Weights-37,Net Weights-38,Net Weights-39,Net Weights-40,Net Weights-41,Net Weights-42,Net Weights-43,Net Weights-44,Net Weights-45,Net Weights-46,Net Weights-47,Net Weights-48,Net Weights-49,Net Weights-50,Net Weights-51,Net Weights-52,Net Weights-53,Net Weights-54,Net Weights-55,Net Weights-56,Net Weights-57,Net Weights-58,Net Weights-59,Net Weights-60,Net Weights-61,Net Weights-62,Net Weights-63,Net Weights-64,Net Weights-65,Net Weights-66,Net Weights-67,Net Weights-68,Net Weights-69,Net Weights-70,Net Weights-71,Net Weights-72,Net Weights-73,Net Weights-74,Net Weights-75,Net Weights-76,Net Weights-77,Net Weights-78,Net Weights-79,Net Weights-80,Net Weights-81,Net Weights-82,Net Weights-83,Net Weights-84,Net Weights-85,Net Weights-86,Net Weights-87,Net Weights-88,Net Weights-89,Net Weights-90,Net Weights-91,Net Weights-92,Net Weights-93,Net Weights-94,Net Weights-95,Net Weights-96,Net Weights-97,Net Weights-98,Net Weights-99,Net Weights-100
['ZEB'],0.4796568717616893,0.915208696826092,0.1548791457068703,0.0874668118502921,0.7381443522269546,0.294647249877042,0.6216926539138925,0.3894335300870397,0.6633412118648616,0.4832321094983409,0.8270848420794155,0.6710344530542094,0.6057737184196834,0.8197311137704144,0.7150734903642264,0.5934793339498472,0.2382814334937328,0.1511341418370284,0.746386885543155,0.0398082561999735,0.9105248148652992,0.2943506059399605,0.6001123725185531,0.9758373974430536,0.9994760482972742,0.3157433129933342,0.247207378855087,0.5892067273974253,0.3132197476878953,0.0423341170384261,0.6040603081312579,0.3315592688018411,0.3460312037504665,0.4231819764357969,0.0521834712499342,0.0934924356723239,0.6678056287030067,0.3842105453120652,0.8847257822871946,0.5625361775088076,0.87782097048355,0.6549690602400584,0.9649239467810607,0.9164568392572794,0.0317004569825762,0.1468170571492277,0.9501830562217326,0.3212238214688596,0.1297198698675126,0.7588458276323629,0.4683554747741238,0.8406928494391412,0.8834467621870294,0.0728496964852087,0.4240644896717318,0.551879123690278,0.1261948208284846,0.1034839410209791,0.0694691634375226,0.1651851222230884,0.2727503036146466,0.5092164259342145,0.0033630258416279,0.277852754656128,0.5364185173042431,0.8169087950178324,0.7440372503160015,0.95948066917427,0.8972762841937447,0.2422915123031772,0.3257081908808177,0.0032836041787149,0.6559069130961892,0.2746528758884998,0.8130973410739879,0.9146634297078302,0.6769214618417234,0.0885447906334342,0.2701083323603919,0.4722299824160871,0.6001237172832914,0.7082459170596613,0.695184359777504,0.7692657223723083,0.985648189642568,0.69831933450509,0.5815769311164249,0.0181151187161958,0.6151922158032497,0.257275787065639,0.236992807180326,0.6488845565595711,0.8590829361781187,0.0724633239352519,0.5059211901195864,0.8353327883212271,0.82778091848891,0.4972171620788175,0.1029134733411636,0.8470963531859792
"['miR34', 'SNAIL']",0.024852298868497456,0.33871356840683703,0.19597801291428807,0.28765158485985287,0.12390515730742753,0.13145023510119108,0.19952177603595916,0.6914286404694017,0.17153900699092944,0.01152953940397805,0.2910508469345439,0.6031539718092698,0.13825785053416664,0.489922753638784,0.18518164517060978,0.5015142314864536,0.636046169488384,0.01784962887222698,0.15150925611975372,0.04938093526481716,0.07803278458914108,0.10039768615113606,0.009261600568666489,0.2947773067615359,0.06663098206573251,0.40937282704942946,0.35775852790278495,0.04274103510203175,0.20241791031298384,0.008700330489419832,0.000626066154604129,0.17053289916403477,0.05807870024383247,0.3351329692025157,0.1756006186422147,0.06309472761872181,0.2909252562355321,0.5130890945716194,0.058098575104000856,0.5489745621461797,0.11010759569117572,0.08935174972998813,6.090859373827529e-05,0.7205740704368117,0.02104693928232181,0.36828033815823313,0.01968211261903962,0.26985609748175143,0.018442532396258777,0.1887958198489478,0.05388736906967176,0.7172713649772245,0.04159955381592591,0.01288441954554738,0.629724298456357,0.2490381119811888,0.28103502893471766,0.27293215694152245,0.1828483363242651,0.0026529757072891185,0.5000098888336744,0.011980018198189226,0.10102521614399616,0.0590149155357826,0.350234844727227,0.1566006445626212,0.01692157847962601,0.04584543979972726,0.10951801386845217,0.24078730674194876,0.07068220056272849,0.02465955298475443,0.012338486616423984,0.22705096717348672,0.08355835192783949,0.5024642399858248,0.5330101323303773,0.003376616454984279,0.1626181969894638,0.09266671841380546,0.2523535187596621,0.2607582291352924,0.06458470858750996,0.06532559986112908,0.10105332846048475,0.01893162990739059,0.41760760825863885,0.4969884252705952,0.5609248289369541,0.005631373891444299,0.12088868800924775,0.7459697332468918,0.29761205494336407,0.05792101257888198,0.5900440745827459,0.1007661683782155,0.8173379037014996,0.05413693951527722,0.5981136136820421,0.12003117544080992
"['miR34', 'SNAIL', 'miR200', 'ZEB']",0.004110950203283282,0.01581708756335208,0.17896562345265518,0.06463407602344665,0.01252989064771128,0.04906245078914792,0.043549360360515564,0.07266790859578298,0.05526784628440681,0.017107432395601033,0.27822310337261086,0.004068077705642985,0.02198499184385699,0.00626376773106237,0.00218045194165257,0.0021153773196571,0.08048188785254247,0.0001638770805947872,0.006534502810660115,0.007036651883501702,3.3109538815736506e-05,0.11082988367401009,0.006966341720148615,0.04268041907518696,0.014346301536005513,0.011915495014629622,0.03854339492986725,0.08707925505317125,0.02028615520387297,1.9073667309715777e-05,0.00038371683792136623,0.009033037253245516,0.0002920622352371751,0.0644820990963797,0.19095508815001253,0.13821247609885537,0.08996371492743631,0.06378750015618713,0.011437933162380117,0.22798403627212716,0.013724089969287279,0.05691481009794255,3.264240594030845e-05,0.09247015693517902,0.0010919400287144744,0.09723371132921622,0.007384112292578784,0.035863757583793614,0.030071397528153,0.05203898943724629,0.010539295529897838,0.0016110663689669676,0.004022818986126642,0.15946811597302676,0.13271148826465173,0.1804237035342774,0.06106725658424219,0.0019371919283112052,0.007858752725866376,0.007220802458314122,0.08420716986643398,0.0005333972525857195,0.008432460557893075,0.16024965295782725,0.0030873062073232095,0.059093825894802984,0.01232621497802109,0.05585061038517906,0.07893751613983609,0.2516787528212445,0.03895986283584724,0.023215642900327158,0.041907202235518394,0.2019842658022127,0.002694482401725655,0.2188105083431286,0.04231531525767606,0.0042176214399008765,0.013441152583209388,0.023797941942601472,0.0033053581985342893,0.0014567806271821601,0.0003959976194692248,0.002946897059486421,0.0007411406435354791,0.01376157639149781,0.014235792232502568,0.3029294705071975,0.02580597205141919,0.0006961964160671792,0.026280772418264396,0.22505088511527374,0.15463457852451445,0.0005071608207113216,0.10084973114692929,0.22531234145025306,0.2762789016763608,0.02486081491313581,0.0011465223476204453,0.0002516430031349327
"['miR34', 'SNAIL', 'ZEB']",0.007007059968047618,0.040964486327769375,0.028207259972933704,0.031981948511428514,0.03314321846051438,0.2026844354344713,0.07278924934616134,0.4393404049101642,0.1810146994251538,0.0046700371570694305,0.3217738122141537,0.12436700041010647,0.05082258463239389,0.005572293744562562,0.03658646395784476,0.11190201527625199,0.4295313617238616,0.012921776791998005,0.02717768217846401,0.032086396141734155,0.00013158553998379488,0.0766092474520803,0.05977833099536987,0.2637606993599481,0.09179957744423822,0.09768148992309497,0.037794028210848575,0.028809151439069886,0.3937269515226078,5.242940360232649e-05,0.001037180606992102,0.0520010036845587,0.00038657785255067284,0.1308558736612664,0.06557667136912386,0.17337243428268898,0.07518570824281097,0.08714874721380034,0.005569787722986341,0.265228015267562,0.06866359838799342,0.17424062649569563,4.800983335401944e-06,0.001430127098124809,0.008229737760674856,0.1868898871924571,0.027369813736426406,0.0501322132976385,0.027924364777927087,0.22405553665535188,0.012096873433697976,0.0032417594682421008,0.032569039678912164,0.07808593619919302,0.18500568120205652,0.08100326237456115,0.06965971099871224,0.055292216346786924,0.0172429506730268,0.00428799398033447,0.22786706706408155,0.02303442591450356,0.07977552006593218,0.037968361792298615,0.028678786981966603,0.09117177697869906,0.02195009327294232,0.07435229057612647,0.040243311608960726,0.21800935140258382,0.03434712066373503,0.1837013634838172,0.0221628867722212,0.05903436854854473,0.07670080034946694,0.06916823580454065,0.06894817861203785,0.0008204507747725883,0.011614692374294758,0.00514942292947052,0.0671738329419536,0.024610265720782728,0.02237594550844444,0.021601455587469044,0.3490269445965464,0.013876255510845207,0.41547213622519247,0.2873813403731067,0.020959098894564508,0.0021889084466153908,0.042367455045075705,0.04074826281203902,0.25529222472067126,0.010327292386699478,0.18770694903589144,0.4323672464562794,0.39101036092209546,0.15072971131617813,0.014330443277607324,0.04761113466253616
"['Ecadherin', 'ZEB']",0.2935852519349275,0.39711407458101833,0.09639902757772273,0.3480554584783267,0.3531775385573381,0.11544507532647354,0.5384361367746806,0.08495977067031425,0.39979179921553293,0.7927397590180236,0.023956919815260515,0.02559076592500519,0.5296084225755135,0.5003562497179724,0.19054928465056406,0.3351713986971168,0.30878364459198715,0.3700912052998691,0.008032281712270311,0.11686166049715557,0.8748387430587189,0.9543152226506402,0.15286450730717405,0.07522826750399748,0.07487706479968406,0.007944368893884978,0.022356189602562856,0.12680110866957553,0.13123312772080167,0.4799499689138467,0.22209729892596108,0.039150331952216524,0.007924871792048366,0.08213886674661615,0.01543853133530906,0.16305673955765299,0.037718414125872485,0.1549906775307497,0.7103243129307814,0.08609215253175558,0.13097624821106532,0.1295232024741154,0.0014383166134586541,0.16986968941769612,0.058447436942428974,0.7946918770028124,0.3755438901319759,0.1569710036757436,0.05072088965634278,0.8128188114640194,0.11589143585849492,0.4984916536449578,0.45648065243615954,0.6116641326337758,0.42262760331403826,0.8374460236267592,0.0746481505078071,0.2714913940071803,0.8150171499248144,0.2937637190015445,0.0927783276259347,0.005018979136171016,0.35822528946723653,0.0074013086064930655,0.5677586959085199,0.20556977600900664,0.6813987075410243,0.25623603351720725,0.009108657317773943,0.0851330087716736,0.29814633927084283,0.9042003545090149,0.031261816640943234,0.08234369744867354,0.06818124065549765,0.07252370530024443,0.1843308627998061,0.0016804961427389655,0.04983467825931381,0.07001028279659319,0.2380680401722328,0.024255916462999436,0.3049208889224616,0.2887192667041101,0.9115689799458373,0.002479896904636433,0.4620021418144673,0.10869641684677038,0.5387968726887988,0.24127360879262919,0.015972927666445418,0.02616596980191813,0.026170424884583172,0.49316901905617777,0.2423529336152716,0.08581652337651445,0.24683387475210675,0.15158945656286205,0.058888793142382406,0.14279258609862303
"['miR200', 'ZEB']",0.25171783723665286,0.05987635920801204,0.14675985527849417,0.4922001163415499,0.18314805242756163,0.47411812909578654,0.2664316684259694,0.22637989979939233,0.15565464208178284,0.4516937195883454,0.04300869805822007,0.1377862290174484,0.34320026287539146,0.8152965067291366,0.0053189351996914365,0.0378822909942612,0.07745819717854324,0.08851562096769136,0.26020930177028057,0.13372297002134273,0.31742434923531326,0.6511559270391093,0.06207368692891,0.11388895329823848,0.1421534553178732,0.13283848898468875,0.7087083563076332,0.10295895244388378,0.1331958126576506,0.016951704776101365,0.00038068862743100674,0.026921223364175146,0.16696481163544782,0.27295640835111434,0.9431336255870434,0.4584093262532926,0.47331539862327027,0.4568387726150759,0.520415638057912,0.5768499643472764,0.004687447307835359,0.27554392864550264,0.4744086467097492,0.3799295066620717,0.01534654481966332,0.1824810572587139,0.6461477328520379,0.25902168619956134,0.9235104430734257,0.013510682664633452,0.2782823813218514,0.7600553975388322,0.0844136929360131,0.3662092951854174,0.2902821427022442,0.2894523610639697,0.1988897227791758,0.03527271811626142,0.10253329192157845,0.4635003236194612,0.5814687367140324,0.03148726645468776,0.004129038706153015,0.15838230404837347,0.24324425647675985,0.37759657660924306,0.13433889198479115,0.3610831179069982,0.19849095936716085,0.5059263170592914,0.5588020213603699,0.02888584361756795,0.13153678803633645,0.47548175250887015,0.05914149451461901,0.3776609124679515,0.04695187042410967,0.7248610456684884,0.1632694808214489,0.18109007429408172,0.06765266630628637,0.2621820708161583,0.04908191352942061,0.003798312995265014,0.0011994571176473223,0.4272732609910574,0.04350011237574724,0.2848858758083931,0.13444724143953252,0.12846255175555582,0.05081291116302499,0.3845328378959803,0.11600029439996944,0.026829320769454032,0.21382304569886942,0.336893929279918,0.03944563488728563,0.10862013320873697,0.12481061387523512,0.005724505716990677
"['miR200', 'KEAP1', 'NRF2', 'SNAIL']",0.01729226731550374,0.6771278465828765,0.04402642327211557,0.013432393510163617,9.592665874918041e-05,0.01186020040205376,0.14351775234031308,0.0340720696709247,0.026346079283613825,0.35005967303061275,0.10232819825015307,0.0021668578493589585,0.048431442001189144,0.00022409970932908983,0.0064757174045687906,0.0008145904278855207,0.011062597205727581,0.0025327638103295634,0.14476262115730462,0.0625206175111543,3.5730779293626673e-06,0.20682680486250668,0.057349341624761414,0.044434677930340456,0.0729790803883811,0.030615670673800215,0.10046597574143713,0.09467232696918734,0.0077503682382651035,0.08799948314445835,0.0004542970688964436,0.051572437534282006,0.0079527720348576,0.01563304032607956,0.019599222585874165,0.1703590323075634,0.001982934659922836,0.0552200644852734,0.11456862437005096,0.11360333580055451,0.021897409051906524,0.024147985639286815,0.05418572465334139,0.02830798730301007,0.0012698720814899118,0.19099987221643672,0.019207717657232986,0.0004447435131082334,0.040715914111997764,0.007873649722154064,0.0036114968036506188,0.05397315098498079,0.002730158177666611,0.19614205184256067,0.013534025083276472,0.017196241904558436,0.37094658969909866,0.0063362041298624635,0.1363397844460414,0.007916208057565245,0.06738506202034414,0.02222358547774291,0.06873210081304199,0.031031087139299366,0.004721945708152029,0.1333785121907593,0.2843694451974221,0.01056755984185592,0.08015348605279897,0.24531546094646725,0.27310348413876895,0.0392435960964716,0.2104230482298219,0.04032783313699581,0.0002511691294956484,0.002789977634707289,0.003520542721667147,0.004998679610425735,0.21694694592873376,0.059032147673053294,0.008222565074098867,0.002829196362767887,0.023210918740072948,0.037869263778079386,0.1465574233916819,0.21970288051330786,0.20675262852075801,0.13513578632078677,0.02720939527447717,0.006777797371818744,0.15915006004040103,0.36550387061152206,0.009469578104065677,0.0029926867512267367,0.21024846105160988,0.009654513652759615,0.011689675624828269,0.020641505068063677,0.009514770063229566,0.03828641737244457
"['miR200', 'KEAP1', 'NRF2', 'SNAIL', 'ZEB']",0.007419242226488305,0.10500429272025769,0.0010183849275172054,0.003271436488070132,4.647174935930365e-05,0.023230028918895494,0.06391119362184991,0.0466331618958395,0.013431340961739518,0.04316399549190169,0.005089898577830297,0.009127506602968743,0.03842425454725016,0.00016253811989911507,0.0005779449935015429,0.0016323963029425323,0.00457321067200642,0.0176774097558032,0.15666757527105268,0.03812274354159707,4.5075210314505735e-06,0.09309281000290158,0.03054745187971987,0.031274116442836,0.06638294789769383,0.03334017618353726,0.06981677405456033,0.0032248010643369444,0.02003587482309422,0.004100475448868646,4.67469594779386e-07,0.007992642255310696,0.0017575393204910944,0.008659459747454044,0.006347901915003656,0.0979605937418589,0.0007843807956936272,0.0344655673134426,0.029034016944544095,0.07623754651277616,0.0005135374650030762,0.020370227902996568,0.0037808157976170326,0.0001663355417094519,0.0001468783540865288,0.06699151576501808,0.0460024685814125,0.00016103001635937693,0.034916900967616085,0.0004580155361669686,0.0011535448908809053,0.08254492491209037,0.00186584331945507,0.03517215965387088,0.005476761675009678,0.0022347016995257923,0.08415830569717056,0.006379100374290934,0.030672238030004375,0.0021788932059508387,0.10602846960850056,0.030218695018031056,0.002684873930737219,0.0011644702803057234,0.010669514447573825,0.07770200548092812,0.06802856731728373,0.005079820054427704,0.008110981318479461,0.10750799464296946,0.13454207634676496,0.008969856966419377,0.01463788059283325,0.0056043612865220496,0.00042284685000321175,0.00033307442254841205,0.0002693318622744199,0.0007048472278456442,0.030607633532040726,0.002313142523448654,0.011305085107762082,0.012531072016744197,0.06437283524713674,0.0010543763658318903,0.08278485114049972,0.09465543792584427,0.26248330184631624,0.03652231782380899,0.0029711403672859392,0.002737542936122189,0.013036924061376232,0.02544800765371204,0.0018135130907170982,0.001634977257033435,0.08367446475394992,0.006241534744616405,0.000652592315104974,0.013593622295084625,0.014843178729360506,0.04146736075842931
['SNAIL'],-0.0520166258850498,-0.0328583130071946,-0.144420379673237,-0.7550749157148873,-0.2912347107894451,-0.873004890307322,-0.3576432314391833,-0.5448492232430284,-0.9210112319920344,-0.3240458112729691,-0.1181484559866348,-0.7554730003546055,-0.9009428799499468,-0.700486475887226,-0.5046659615295472,-0.1570689240435829,-0.4357789148076501,-0.0676740245278892,-0.547491416191147,-0.87846247432526,-0.125595767578946,-0.977470304028282,-0.9602872610680206,-0.9094625773421257,-0.0648088279956109,-0.4316033578526055,-0.282480348925997,-0.820183128023886,-0.273858717449301,-0.8638964857616014,-0.2066365386624788,-0.3505832261774591,-0.0572619880653444,-0.4138019409980238,-0.944193229789898,-0.2476365067534325,-0.0500371419021405,-0.0357747379471535,-0.6391094147225249,-0.6387250078303937,-0.6345284510732467,-0.6385164046661362,-0.506258365581568,-0.2750882209780085,-0.3920261380331753,-0.8690619116085505,-0.9243506308778244,-0.3608431862263246,-0.4466681997552852,-0.1118355174159544,-0.6279197934053773,-0.3018829295132916,-0.1199009943057367,-0.8905900997830771,-0.1365924011409736,-0.4670077279408215,-0.712606918323818,-0.5620677457827055,-0.6277553561234088,-0.5988973005302747,-0.1166519718916798,-0.7065434805001525,-0.2577579980800861,-0.7692247717126333,-0.4130321709377473,-0.101033763527002,-0.2682427000002838,-0.0050085526488738,-0.2746108285221298,-0.0555105401678386,-0.4645405011849741,-0.5495471571191322,-0.3612728234564804,-0.6723015257390172,-0.500046182423421,-0.5702981429871232,-0.5576160944631461,-0.3126009429212217,-0.8291119461423522,-0.2778427440553523,-0.3505630789559906,-0.7848556056907032,-0.0170452644165168,-0.4576169472532889,-0.8866799050155554,-0.4714514860087631,-0.8350275520063009,-0.6597486452460224,-0.2669534581182058,-0.9776517014281882,-0.4841354613623525,-0.7157573186422768,-0.586974757257088,-0.2145389976188809,-0.3693266505399124,-0.2299879285845822,-0.5102759092765294,-0.590177116059124,-0.9623047582796064,-0.7455227080928291
"['Ecadherin', 'NRF2', 'SNAIL', 'miR200', 'ZEB']",-0.012089093578456181,-0.004203223577584752,-0.07799711931473999,-0.02357876777439013,-0.0036076091073016046,-0.05627700906648101,-0.009041457371564594,-0.006472473246986375,-0.010507181663266807,-0.16199645206697588,-0.10312262315425344,-0.00035758094806116796,-0.0014018628166704425,-0.019204394632271686,-0.0006669094959708401,-0.001147393576108217,-0.004866279121331706,-0.0005795277413778294,-0.0002886743930448057,-0.004043641324839741,-0.0001108315644180151,-0.016864066306494292,-0.00401419383064773,-0.022180210701758327,-0.0036395468858692014,-0.009652902079800086,-0.00010263699767133128,-0.056132313985315895,-0.004432504722007368,-0.01352902275366051,-0.038621176284811674,-0.0008600382307889651,-0.00431974960662039,-0.04241102273370079,-0.035782789454269215,-0.05434889579160978,-0.03640932365046123,-0.004024513776892924,-0.1212983792130757,-0.04436734360521509,-0.0034102050643242767,-0.01245839699744225,-0.00022244958333025825,-0.005283874012430224,-0.00015951857023309876,-0.05337989091331629,-0.006969554838276408,-0.009310108430295306,-0.009992367159698203,-0.030399731405241062,-0.004062175135530673,-0.016336297742850357,-0.005383251436453053,-0.3484779377480097,-0.07807304510345053,-0.07062607165438112,-0.0005673112961972329,-0.0011018194059597246,-0.045355933618465974,-0.030883194616625153,-0.006553056418598375,-5.5155110869115886e-05,-0.0016689714361943337,-0.005169217178501062,-0.0009993486151166787,-0.073273346362647,-0.05113207117716368,-0.004164047252869967,-0.008771146553641862,-0.06754746349240258,-0.23760052474633267,-0.0019407942452912012,-0.03967382053769838,-0.004144291418088991,-0.000320387397537771,-0.0001372763076455322,-0.009128196508025519,-0.0019425892293394695,-0.056035806289885026,-0.328779499321809,-0.002881265527142769,-3.157860977080614e-05,-0.0008335153100574749,-0.0008992077496821756,-0.0005388835567068782,-0.05124113865780703,-0.0056869953576484025,-0.011883952789486183,-0.005962214182528856,-0.009192709872313212,-0.0333421908405726,-0.06324605659975488,-0.0025348282483681375,-0.0003272784169478072,-0.023407916940285548,-0.0025745390669496865,-0.05127526911685526,-0.017041509685318052,-0.018543772857736295,-0.0016189336281308695
