"Network","JSD"
"rand_1",0.53578760447123
"rand_10",0.473994117098788
"rand_100",0.605885018779222
"rand_11",0.5
"rand_12",0.474304895890703
"rand_13",0.452921769942582
"rand_14",0.5
"rand_15",0.541422426159998
"rand_16",0.506260139455251
"rand_17",0.5
"rand_18",0.51326252153345
"rand_19",0.473097842928995
"rand_2",0.398881158375364
"rand_20",0.474201872991068
"rand_21",0.474053731278438
"rand_22",0.612566743576465
"rand_23",0.504726814638063
"rand_24",0.532369603884994
"rand_25",0.47704397923014
"rand_26",0.439785580184422
"rand_27",0.474159386926926
"rand_28",0.5
"rand_29",0.443877123592297
"rand_3",0.588406429837773
"rand_30",0.607756594949421
"rand_31",0.588394940174671
"rand_32",0.472008731209534
"rand_33",0.5
"rand_34",0.43035135830774
"rand_35",0.5
"rand_36",0.473834007373122
"rand_37",0.588411614935258
"rand_38",0.442104174067921
"rand_39",0.417325070856285
"rand_4",0.545871792255981
"rand_40",0.612598693714169
"rand_41",0.439450399973989
"rand_42",0.5
"rand_43",0.514277175892262
"rand_44",0.513093082392553
"rand_45",0.61259432778484
"rand_46",0.612563666033748
"rand_47",0.5
"rand_48",0.54783862695566
"rand_49",0.457452699398127
"rand_5",0.549732675157439
"rand_50",0.406332520074167
"rand_51",0.46766921415772
"rand_52",0.451631416813083
"rand_53",0.708209061485521
"rand_54",0.5
"rand_55",0.439066542255367
"rand_56",0.473926403435934
"rand_57",0.474216248996142
"rand_58",0.612599743257514
"rand_59",0.394951572179226
"rand_6",0.5
"rand_60",0.607376960128393
"rand_61",0.437183240768029
"rand_62",0.454469822290865
"rand_63",0.469458855500562
"rand_64",0.5
"rand_65",0.5706583879043
"rand_66",0.588396610369117
"rand_67",0.564835937290976
"rand_68",0.544215685804719
"rand_69",0.563407355956823
"rand_7",0.473951468633113
"rand_70",0.473895210731459
"rand_71",0.5
"rand_72",0.473873906449252
"rand_73",0.469503421907298
"rand_74",0.450020577208287
"rand_75",0.446035141954628
"rand_76",0.555030637619991
"rand_77",0.433984241183536
"rand_78",0.5
"rand_79",0.61262160050419
"rand_8",0.445260368191869
"rand_80",0.588393595898512
"rand_81",0.549332956304128
"rand_82",0.448797280295889
"rand_83",0.472285299457893
"rand_84",0.56726994835073
"rand_85",0.5
"rand_86",0.441634983504311
"rand_87",0.472772007727152
"rand_88",0.473791166567025
"rand_89",0.55360124371014
"rand_9",0.451356348750217
"rand_90",0.5
"rand_91",0.474618685687809
"rand_92",0.396298131689088
"rand_93",0.433060657031567
"rand_94",0.474033356736637
"rand_95",0.344292285174633
"rand_96",0.244399394479285
"rand_97",0.396452420842767
"rand_98",0.485653506922437
"rand_99",0.5
