Cycles,Edge_count
SNAIL,1
"ZEB,Ecadherin,NRF2,SNAIL",4
"miR200,KEAP1,NRF2,SNAIL",4
"ZEB,miR34,SNAIL",3
"miR200,ZEB,SNAIL",3
ZEB,1
