Cycles,Edge_count
SNAIL,1
"miR200,ZEB,Ecadherin,NRF2,SNAIL",5
ZEB,1
"miR34,ZEB,Ecadherin,NRF2,SNAIL",5
"miR200,KEAP1,NRF2,SNAIL",4
