"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
4,1.08333333333333,10,5.33333333333333,5,"grhlovolnrf_1"
4,1.83333333333333,10,4.58333333333333,5,"grhlovolnrf_10"
7,2.83333333333333,7,3.58333333333333,4,"grhlovolnrf_100"
5,2.16666666666667,9,4.25,5,"grhlovolnrf_101"
5,1.41666666666667,9,5,6,"grhlovolnrf_102"
8,2.5,6,3.91666666666667,4,"grhlovolnrf_103"
7,2.16666666666667,7,4.25,5,"grhlovolnrf_104"
5,1.41666666666667,9,5,5,"grhlovolnrf_105"
1,0.25,13,6.16666666666667,5,"grhlovolnrf_106"
3,1.5,11,4.91666666666667,4,"grhlovolnrf_107"
5,1.5,9,4.91666666666667,5,"grhlovolnrf_108"
5,1.5,9,4.91666666666667,6,"grhlovolnrf_109"
3,0.833333333333333,11,5.58333333333333,6,"grhlovolnrf_11"
5,2.08333333333333,9,4.33333333333333,4,"grhlovolnrf_110"
5,1.41666666666667,9,5,6,"grhlovolnrf_111"
4,1.16666666666667,10,5.25,6,"grhlovolnrf_112"
2,0.666666666666667,12,5.75,7,"grhlovolnrf_113"
2,0.5,12,5.91666666666667,6,"grhlovolnrf_114"
3,1.5,11,4.91666666666667,5,"grhlovolnrf_115"
4,2,10,4.41666666666667,5,"grhlovolnrf_116"
6,2.5,8,3.91666666666667,5,"grhlovolnrf_117"
6,1.91666666666667,8,4.5,4,"grhlovolnrf_118"
2,1.25,12,5.16666666666667,5,"grhlovolnrf_119"
1,0.25,13,6.16666666666667,5,"grhlovolnrf_12"
6,1.75,8,4.66666666666667,6,"grhlovolnrf_120"
4,1.16666666666667,10,5.25,6,"grhlovolnrf_121"
3,1.66666666666667,11,4.75,5,"grhlovolnrf_122"
6,1.75,8,4.66666666666667,5,"grhlovolnrf_123"
3,0.916666666666667,11,5.5,6,"grhlovolnrf_124"
6,1.75,8,4.66666666666667,6,"grhlovolnrf_125"
1,0.25,13,6.16666666666667,5,"grhlovolnrf_126"
4,1.33333333333333,10,5.08333333333333,5,"grhlovolnrf_127"
6,1.83333333333333,8,4.58333333333333,5,"grhlovolnrf_128"
7,3.58333333333333,7,2.83333333333333,3,"grhlovolnrf_129"
2,0.5,12,5.91666666666667,6,"grhlovolnrf_13"
5,1.41666666666667,9,5,6,"grhlovolnrf_130"
6,1.83333333333333,8,4.58333333333333,6,"grhlovolnrf_131"
3,1.5,11,4.91666666666667,5,"grhlovolnrf_132"
5,1.41666666666667,9,5,6,"grhlovolnrf_133"
3,1.5,11,4.91666666666667,4,"grhlovolnrf_134"
7,2.16666666666667,7,4.25,5,"grhlovolnrf_135"
5,1.66666666666667,9,4.75,5,"grhlovolnrf_136"
5,1.58333333333333,9,4.83333333333333,5,"grhlovolnrf_137"
6,1.83333333333333,8,4.58333333333333,5,"grhlovolnrf_138"
3,1.5,11,4.91666666666667,5,"grhlovolnrf_139"
3,1.5,11,4.91666666666667,5,"grhlovolnrf_14"
3,1.5,11,4.91666666666667,4,"grhlovolnrf_140"
6,1.83333333333333,8,4.58333333333333,6,"grhlovolnrf_141"
4,1.91666666666667,10,4.5,5,"grhlovolnrf_142"
7,2.08333333333333,7,4.33333333333333,5,"grhlovolnrf_143"
5,1.5,9,4.91666666666667,6,"grhlovolnrf_144"
4,1.16666666666667,10,5.25,7,"grhlovolnrf_145"
5,1.5,9,4.91666666666667,6,"grhlovolnrf_146"
8,2.41666666666667,6,4,4,"grhlovolnrf_147"
4,1.25,10,5.16666666666667,6,"grhlovolnrf_148"
7,2.83333333333333,7,3.58333333333333,5,"grhlovolnrf_149"
7,2.08333333333333,7,4.33333333333333,5,"grhlovolnrf_15"
4,1.91666666666667,10,4.5,4,"grhlovolnrf_150"
7,2.08333333333333,7,4.33333333333333,5,"grhlovolnrf_151"
5,2.08333333333333,9,4.33333333333333,4,"grhlovolnrf_152"
8,2.5,6,3.91666666666667,5,"grhlovolnrf_153"
6,2.5,8,3.91666666666667,5,"grhlovolnrf_154"
7,2.08333333333333,7,4.33333333333333,6,"grhlovolnrf_155"
5,1.5,9,4.91666666666667,6,"grhlovolnrf_156"
7,2.75,7,3.66666666666667,5,"grhlovolnrf_157"
5,1.58333333333333,9,4.83333333333333,5,"grhlovolnrf_158"
8,3.08333333333333,6,3.33333333333333,4,"grhlovolnrf_159"
7,2.83333333333333,7,3.58333333333333,4,"grhlovolnrf_16"
4,1.16666666666667,10,5.25,5,"grhlovolnrf_160"
4,1.08333333333333,10,5.33333333333333,5,"grhlovolnrf_161"
5,1.5,9,4.91666666666667,5,"grhlovolnrf_162"
6,3.08333333333333,8,3.33333333333333,3,"grhlovolnrf_163"
9,3.41666666666667,5,3,3,"grhlovolnrf_164"
4,1.91666666666667,10,4.5,5,"grhlovolnrf_165"
7,2.08333333333333,7,4.33333333333333,5,"grhlovolnrf_166"
5,2.16666666666667,9,4.25,5,"grhlovolnrf_167"
5,1.5,9,4.91666666666667,6,"grhlovolnrf_168"
4,1.16666666666667,10,5.25,6,"grhlovolnrf_169"
2,2,12,4.41666666666667,4,"grhlovolnrf_17"
2,1.25,12,5.16666666666667,5,"grhlovolnrf_170"
6,2.58333333333333,8,3.83333333333333,4,"grhlovolnrf_171"
7,2.75,7,3.66666666666667,5,"grhlovolnrf_172"
3,0.916666666666667,11,5.5,5,"grhlovolnrf_173"
2,1.25,12,5.16666666666667,4,"grhlovolnrf_174"
6,1.75,8,4.66666666666667,5,"grhlovolnrf_175"
2,2,12,4.41666666666667,4,"grhlovolnrf_176"
4,2.5,10,3.91666666666667,3,"grhlovolnrf_177"
7,2.08333333333333,7,4.33333333333333,4,"grhlovolnrf_178"
1,0.25,13,6.16666666666667,5,"grhlovolnrf_179"
5,1.58333333333333,9,4.83333333333333,5,"grhlovolnrf_18"
7,2.16666666666667,7,4.25,6,"grhlovolnrf_180"
3,1.66666666666667,11,4.75,6,"grhlovolnrf_181"
3,1.5,11,4.91666666666667,4,"grhlovolnrf_182"
4,1.33333333333333,10,5.08333333333333,5,"grhlovolnrf_183"
6,1.83333333333333,8,4.58333333333333,5,"grhlovolnrf_184"
9,2.75,5,3.66666666666667,4,"grhlovolnrf_185"
5,1.5,9,4.91666666666667,6,"grhlovolnrf_186"
3,0.833333333333333,11,5.58333333333333,5,"grhlovolnrf_187"
5,2.16666666666667,9,4.25,6,"grhlovolnrf_188"
4,1.16666666666667,10,5.25,5,"grhlovolnrf_189"
7,2.08333333333333,7,4.33333333333333,6,"grhlovolnrf_19"
1,0.333333333333333,13,6.08333333333333,6,"grhlovolnrf_190"
4,2.5,10,3.91666666666667,3,"grhlovolnrf_191"
5,2.16666666666667,9,4.25,4,"grhlovolnrf_192"
4,1.16666666666667,10,5.25,6,"grhlovolnrf_193"
5,2.16666666666667,9,4.25,4,"grhlovolnrf_194"
7,2.75,7,3.66666666666667,5,"grhlovolnrf_195"
5,1.58333333333333,9,4.83333333333333,5,"grhlovolnrf_196"
5,1.58333333333333,9,4.83333333333333,5,"grhlovolnrf_197"
6,2.41666666666667,8,4,5,"grhlovolnrf_198"
2,0.666666666666667,12,5.75,6,"grhlovolnrf_199"
5,1.5,9,4.91666666666667,6,"grhlovolnrf_2"
2,0.666666666666667,12,5.75,7,"grhlovolnrf_20"
5,2.08333333333333,9,4.33333333333333,4,"grhlovolnrf_200"
3,1,11,5.41666666666667,6,"grhlovolnrf_201"
2,1.25,12,5.16666666666667,5,"grhlovolnrf_202"
7,2.75,7,3.66666666666667,5,"grhlovolnrf_203"
8,2.5,6,3.91666666666667,5,"grhlovolnrf_204"
5,2.08333333333333,9,4.33333333333333,4,"grhlovolnrf_205"
5,1.58333333333333,9,4.83333333333333,5,"grhlovolnrf_206"
3,1.5,11,4.91666666666667,4,"grhlovolnrf_207"
10,3.08333333333333,4,3.33333333333333,4,"grhlovolnrf_208"
5,1.5,9,4.91666666666667,6,"grhlovolnrf_209"
5,2.08333333333333,9,4.33333333333333,4,"grhlovolnrf_21"
6,1.75,8,4.66666666666667,6,"grhlovolnrf_210"
2,1.25,12,5.16666666666667,5,"grhlovolnrf_211"
3,1.66666666666667,11,4.75,5,"grhlovolnrf_212"
7,2.08333333333333,7,4.33333333333333,5,"grhlovolnrf_213"
4,1.16666666666667,10,5.25,6,"grhlovolnrf_214"
8,2.41666666666667,6,4,5,"grhlovolnrf_215"
6,2.41666666666667,8,4,5,"grhlovolnrf_216"
4,1.25,10,5.16666666666667,6,"grhlovolnrf_217"
1,1,13,5.41666666666667,5,"grhlovolnrf_218"
6,1.83333333333333,8,4.58333333333333,6,"grhlovolnrf_219"
6,2.5,8,3.91666666666667,4,"grhlovolnrf_22"
6,2.41666666666667,8,4,4,"grhlovolnrf_220"
4,1.75,10,4.66666666666667,4,"grhlovolnrf_221"
4,1.16666666666667,10,5.25,5,"grhlovolnrf_222"
7,2.16666666666667,7,4.25,5,"grhlovolnrf_223"
4,1.83333333333333,10,4.58333333333333,4,"grhlovolnrf_224"
4,1.83333333333333,10,4.58333333333333,4,"grhlovolnrf_225"
4,1.33333333333333,10,5.08333333333333,5,"grhlovolnrf_226"
7,2.75,7,3.66666666666667,4,"grhlovolnrf_227"
9,3.41666666666667,5,3,3,"grhlovolnrf_228"
6,1.83333333333333,8,4.58333333333333,5,"grhlovolnrf_229"
5,1.58333333333333,9,4.83333333333333,5,"grhlovolnrf_23"
3,0.916666666666667,11,5.5,6,"grhlovolnrf_230"
6,1.83333333333333,8,4.58333333333333,5,"grhlovolnrf_231"
3,1.66666666666667,11,4.75,6,"grhlovolnrf_232"
4,1.75,10,4.66666666666667,4,"grhlovolnrf_233"
8,3.08333333333333,6,3.33333333333333,5,"grhlovolnrf_234"
2,0.5,12,5.91666666666667,5,"grhlovolnrf_235"
6,1.75,8,4.66666666666667,6,"grhlovolnrf_236"
5,1.58333333333333,9,4.83333333333333,5,"grhlovolnrf_237"
5,2.16666666666667,9,4.25,4,"grhlovolnrf_238"
7,2.91666666666667,7,3.5,4,"grhlovolnrf_239"
3,1,11,5.41666666666667,6,"grhlovolnrf_24"
5,1.5,9,4.91666666666667,5,"grhlovolnrf_240"
4,1.25,10,5.16666666666667,5,"grhlovolnrf_241"
5,1.5,9,4.91666666666667,6,"grhlovolnrf_242"
6,2.41666666666667,8,4,5,"grhlovolnrf_243"
6,1.83333333333333,8,4.58333333333333,5,"grhlovolnrf_244"
4,1.33333333333333,10,5.08333333333333,5,"grhlovolnrf_245"
6,1.83333333333333,8,4.58333333333333,6,"grhlovolnrf_246"
6,3.08333333333333,8,3.33333333333333,3,"grhlovolnrf_247"
7,2.75,7,3.66666666666667,5,"grhlovolnrf_248"
4,1.25,10,5.16666666666667,6,"grhlovolnrf_249"
5,1.41666666666667,9,5,6,"grhlovolnrf_25"
4,1.25,10,5.16666666666667,5,"grhlovolnrf_250"
7,2.25,7,4.16666666666667,5,"grhlovolnrf_251"
3,1.58333333333333,11,4.83333333333333,4,"grhlovolnrf_252"
5,2.08333333333333,9,4.33333333333333,4,"grhlovolnrf_253"
6,2.5,8,3.91666666666667,5,"grhlovolnrf_254"
3,1.66666666666667,11,4.75,5,"grhlovolnrf_255"
5,1.5,9,4.91666666666667,7,"grhlovolnrf_256"
7,2.75,7,3.66666666666667,4,"grhlovolnrf_257"
3,0.916666666666667,11,5.5,7,"grhlovolnrf_258"
4,1.33333333333333,10,5.08333333333333,5,"grhlovolnrf_259"
4,1.91666666666667,10,4.5,4,"grhlovolnrf_26"
4,2.5,10,3.91666666666667,4,"grhlovolnrf_260"
1,0.25,13,6.16666666666667,6,"grhlovolnrf_261"
9,4.08333333333333,5,2.33333333333333,2,"grhlovolnrf_262"
6,3.08333333333333,8,3.33333333333333,3,"grhlovolnrf_263"
3,1.66666666666667,11,4.75,6,"grhlovolnrf_264"
6,1.75,8,4.66666666666667,5,"grhlovolnrf_265"
8,2.41666666666667,6,4,4,"grhlovolnrf_266"
4,1.16666666666667,10,5.25,6,"grhlovolnrf_267"
6,1.91666666666667,8,4.5,5,"grhlovolnrf_268"
1,0.333333333333333,13,6.08333333333333,6,"grhlovolnrf_269"
7,2.08333333333333,7,4.33333333333333,6,"grhlovolnrf_27"
5,2.75,9,3.66666666666667,3,"grhlovolnrf_270"
1,0.333333333333333,13,6.08333333333333,6,"grhlovolnrf_271"
5,1.5,9,4.91666666666667,7,"grhlovolnrf_272"
4,1.25,10,5.16666666666667,6,"grhlovolnrf_273"
2,0.583333333333333,12,5.83333333333333,5,"grhlovolnrf_274"
7,3.41666666666667,7,3,4,"grhlovolnrf_275"
3,1.66666666666667,11,4.75,5,"grhlovolnrf_276"
3,1.5,11,4.91666666666667,5,"grhlovolnrf_277"
2,0.5,12,5.91666666666667,6,"grhlovolnrf_278"
5,2.08333333333333,9,4.33333333333333,4,"grhlovolnrf_279"
