"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.599892431450638,0.555199004813482,0.348718299916309,0.560437496833651,0.332486872812097,-0.665743897014385,-0.555199004813482,-0.555199004813482,-0.665743897014385,-0.348718299916309,-0.665743897014385,0.665743897014385,0.626128902080242,0,0,-0.665743897014385,0.521749514628487,-0.549224714786542,0.626128902080242,0
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.571281209851619,0.377447748279549,0.308419105797147,0.408907717066389,0.209873027800347,-0.546480182893981,-0.377447748279549,-0.377447748279549,-0.546480182893981,-0.441716667875926,-0.546480182893981,0.546480182893981,0.517237269366891,0,0,-0.546480182893981,0.482865041737517,-0.517792044241859,0.517237269366891,0
"TGFB",0.342614336892298,0.298012562055378,0.249356539477931,0.324086084267926,0.165239382441942,-0.325772014098332,-0.298012562055378,-0.298012562055378,-0.325772014098332,-0.249356539477931,-0.325772014098332,0.325772014098332,0.306306587021052,0,0,-0.325772014098332,0.293994704580509,-0.316885502516078,0.306306587021052,0
"SNAIL1",0.356803526081487,0.3100301770745,0.257291968534856,0.341664372368135,0.0731425174147224,-0.342614336892298,-0.3100301770745,-0.3100301770745,-0.342614336892298,-0.257291968534856,-0.342614336892298,0.342614336892298,0.325772014098332,0,0,-0.342614336892298,0.309782649388062,-0.328839997107648,0.325772014098332,0
"MIR340",-0.665743897014385,-0.524346732086209,-0.327498583959751,-0.520345800450564,-0.316983532567914,0.626128902080242,0.524346732086209,0.524346732086209,0.626128902080242,0.327498583959751,0.626128902080242,-0.626128902080242,-0.578671274961598,0,0,0.626128902080242,-0.486495156748729,0.519691747753575,-0.578671274961598,0
"MIR34",-0.342614336892298,-0.298012562055378,-0.249356539477931,-0.324086084267926,-0.165239382441942,0.325772014098332,0.298012562055378,0.298012562055378,0.325772014098332,0.249356539477931,0.325772014098332,-0.325772014098332,-0.306306587021052,0,0,0.325772014098332,-0.293994704580509,0.316885502516078,-0.306306587021052,0
"MIR200",-0.554169090799107,-0.526229878797619,-0.317050605509254,-0.632992341026938,-0.289643869988507,0.523939050203708,0.526229878797619,0.526229878797619,0.523939050203708,0.317050605509254,0.523939050203708,-0.523939050203708,-0.487520233815241,0,0,0.523939050203708,-0.496039141553915,0.519126232188133,-0.487520233815241,0
"MIR190",-0.325772014098332,-0.281492522954694,-0.237662028738074,-0.405733143091456,-0.159381862653024,0.306306587021052,0.281492522954694,0.281492522954694,0.306306587021052,0.237662028738074,0.306306587021052,-0.306306587021052,-0.282700029644002,0,0,0.306306587021052,-0.278261153293219,0.301686341090501,-0.282700029644002,0
"MIR129",-0.546480182893981,-0.353638224470025,-0.391920589476672,-0.381268420878706,-0.199889394412459,0.517237269366891,0.353638224470025,0.353638224470025,0.517237269366891,0.425242936798455,0.517237269366891,-0.517237269366891,-0.482948630677024,0,0,0.517237269366891,-0.458813120128965,0.495537333390657,-0.482948630677024,0
"MIR1199",-0.665743897014385,-0.524346732086209,-0.327498583959751,-0.520345800450564,-0.316983532567914,0.626128902080242,0.524346732086209,0.524346732086209,0.626128902080242,0.327498583959751,0.626128902080242,-0.626128902080242,-0.578671274961598,0,0,0.626128902080242,-0.486495156748729,0.519691747753575,-0.578671274961598,0
"HAS2",0.626128902080242,0.488410477106129,0.303441980186166,0.47381400854305,0.297319884443723,-0.578671274961598,-0.488410477106129,-0.488410477106129,-0.578671274961598,-0.303441980186166,-0.578671274961598,0.578671274961598,0.624639016897081,0,0,-0.578671274961598,0.445105428652052,-0.484987377573627,0.524639016897081,0
"HA",0.665743897014385,0.524346732086209,0.327498583959751,0.520345800450564,0.316983532567914,-0.626128902080242,-0.524346732086209,-0.524346732086209,-0.626128902080242,-0.327498583959751,-0.626128902080242,0.626128902080242,0.578671274961598,0,0,-0.626128902080242,0.486495156748729,-0.519691747753575,0.578671274961598,0
"GRHL2",-0.781020936307123,-0.646392553271466,-0.344110717544968,-0.638790676224726,-0.336826320742356,0.739335626836578,0.646392553271466,0.646392553271466,0.739335626836578,0.344110717544968,0.739335626836578,-0.739335626836578,-0.69017244692026,0,0,0.739335626836578,-0.605870859426975,0.639794796518597,-0.69017244692026,0.1
"EXTGFB",0.342614336892298,0.298012562055378,0.249356539477931,0.324086084267926,0.165239382441942,-0.325772014098332,-0.298012562055378,-0.298012562055378,-0.325772014098332,-0.249356539477931,-0.325772014098332,0.325772014098332,0.306306587021052,0,0,-0.325772014098332,0.293994704580509,-0.316885502516078,0.306306587021052,0
"ESRP1",-0.626128902080242,-0.488410477106129,-0.303441980186166,-0.47381400854305,-0.297319884443723,0.578671274961598,0.488410477106129,0.488410477106129,0.578671274961598,0.303441980186166,0.578671274961598,-0.578671274961598,-0.524639016897081,0,0,0.578671274961598,-0.445105428652052,0.484987377573627,-0.624639016897081,0
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
