"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.41860718038959,0.379210892542792,-0.084822238946895,0.414337450645741,-0.0593579393888914,-0.501585687061689,-0.379210892542792,-0.379210892542792,-0.501585687061689,0.084822238946895,-0.501585687061689,0.501585687061689,0.4809422554263,-0.501585687061689,0,-0.501585687061689,0.344275412476479,-0.336319791169541,0.4809422554263,-0.4809422554263
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.489397625430333,0.27804870254292,0.140580001222174,0.334886003895856,0.0262005809905265,-0.476019058972434,-0.27804870254292,-0.27804870254292,-0.476019058972434,-0.265937081892983,-0.476019058972434,0.476019058972434,0.457301945467047,-0.476019058972434,0,-0.476019058972434,0.389927184190995,-0.406177087237647,0.457301945467047,-0.457301945467047
"TGFB",0.27495633418414,0.211070185670339,0.131636051703704,0.25665714580175,0.0326205958327348,-0.266555569140738,-0.211070185670339,-0.211070185670339,-0.266555569140738,-0.131636051703704,-0.266555569140738,0.266555569140738,0.255587274367816,-0.266555569140738,0,-0.266555569140738,0.215773767804545,-0.227673580234817,0.255587274367816,-0.255587274367816
"SNAIL1",0.281684966231018,0.216194003770294,0.131499294371991,0.264864524316295,-0.0676911796888896,-0.27495633418414,-0.216194003770294,-0.216194003770294,-0.27495633418414,-0.131499294371991,-0.27495633418414,0.27495633418414,0.266555569140738,-0.27495633418414,0,-0.27495633418414,0.221684045516389,-0.231874507129719,0.266555569140738,-0.266555569140738
"MIR340",-0.501585687061689,-0.365886089033379,0.0849157260145173,-0.393817125442489,0.0577623679138018,0.4809422554263,0.365886089033379,0.365886089033379,0.4809422554263,-0.0849157260145173,0.4809422554263,-0.4809422554263,-0.452310139878297,0.4809422554263,0,0.4809422554263,-0.329934884898542,0.32571973024965,-0.452310139878297,0.452310139878297
"MIR34",0.27495633418414,0.211070185670339,0.131636051703704,0.25665714580175,0.0326205958327348,-0.266555569140738,-0.211070185670339,-0.211070185670339,-0.266555569140738,-0.131636051703704,-0.266555569140738,0.266555569140738,0.255587274367816,-0.266555569140738,0,-0.266555569140738,0.215773767804545,-0.227673580234817,0.255587274367816,-0.255587274367816
"MIR200",-0.450243835796183,-0.405453454074404,-0.0882432809847592,-0.54075127649607,-0.0365819313040489,0.433568383327373,0.405453454074404,0.405453454074404,0.433568383327373,0.0882432809847592,0.433568383327373,-0.433568383327373,-0.411036737757753,0.433568383327373,0,0.433568383327373,-0.380792099700978,0.381706848272968,-0.411036737757753,0.411036737757753
"MIR190",-0.266555569140738,-0.204550154248501,-0.131944014748138,-0.346462740870503,-0.0326670210880737,0.255587274367816,0.204550154248501,0.204550154248501,0.255587274367816,0.131944014748138,0.255587274367816,-0.255587274367816,-0.24205343978135,0.255587274367816,0,0.255587274367816,-0.208352297317835,0.222268761480747,-0.24205343978135,0.24205343978135
"MIR129",-0.476019058972434,-0.26770068899195,-0.241992135113388,-0.318458841314848,-0.0252536892655368,0.457301945467047,0.26770068899195,0.26770068899195,0.457301945467047,0.267375742630624,0.457301945467047,-0.457301945467047,-0.436884657836645,0.457301945467047,0,0.457301945467047,-0.377524720125286,0.397321187570383,-0.436884657836645,0.436884657836645
"MIR1199",-0.501585687061689,-0.365886089033379,0.0849157260145173,-0.393817125442489,0.0577623679138018,0.4809422554263,0.365886089033379,0.365886089033379,0.4809422554263,-0.0849157260145173,0.4809422554263,-0.4809422554263,-0.452310139878297,0.4809422554263,0,0.4809422554263,-0.329934884898542,0.32571973024965,-0.452310139878297,0.452310139878297
"HAS2",0.4809422554263,0.350396099570786,-0.0819020273843803,0.36821326070819,-0.0594653007425624,-0.452310139878297,-0.350396099570786,-0.350396099570786,-0.452310139878297,0.0819020273843803,-0.452310139878297,0.452310139878297,0.52152133580705,-0.452310139878297,0,-0.452310139878297,0.310417496679947,-0.312339448559509,0.42152133580705,-0.42152133580705
"HA",0.501585687061689,0.365886089033379,-0.0849157260145173,0.393817125442489,-0.0577623679138018,-0.4809422554263,-0.365886089033379,-0.365886089033379,-0.4809422554263,0.0849157260145173,-0.4809422554263,0.4809422554263,0.452310139878297,-0.4809422554263,0,-0.4809422554263,0.329934884898542,-0.32571973024965,0.452310139878297,-0.452310139878297
