"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR34","MIR200","MIR129","SNAIL1","TWIST1","TGFB","ZEB1","HA","CD44s","HAS2"
"GRHL2",0.721036886924505,0.721036886924505,0.721036886924505,0.721036886924505,0.721036886924505,0.776068734058263,0.653470376964829,0.653470376964829,0.35594693772564,-0.351471867742381,-0.35594693772564,-0.639832013746821,-0.758266706068748,-0.676068734058263,-0.676068734058263,-0.721036886924505
"MIR340",0.607935619655062,0.607935619655062,0.607935619655062,0.607935619655062,0.607935619655062,0.56486000368225,0.531768714327981,0.531768714327981,0.339916199298955,-0.331709996472789,-0.339916199298955,-0.522275238357785,-0.643115840089974,-0.56486000368225,-0.56486000368225,-0.607935619655062
"MIR1199",0.607935619655062,0.607935619655062,0.607935619655062,0.607935619655062,0.607935619655062,0.56486000368225,0.531768714327981,0.531768714327981,0.339916199298955,-0.331709996472789,-0.339916199298955,-0.522275238357785,-0.643115840089974,-0.56486000368225,-0.56486000368225,-0.607935619655062
"CD24",0.607935619655062,0.607935619655062,0.607935619655062,0.607935619655062,0.607935619655062,0.56486000368225,0.531768714327981,0.531768714327981,0.339916199298955,-0.331709996472789,-0.339916199298955,-0.522275238357785,-0.643115840089974,-0.56486000368225,-0.56486000368225,-0.607935619655062
"ESRP1",0.56486000368225,0.56486000368225,0.56486000368225,0.56486000368225,0.56486000368225,0.514223871366729,0.496468398205747,0.496468398205747,0.314254098842334,-0.311274802527661,-0.314254098842334,-0.476767991980974,-0.607935619655062,-0.514223871366729,-0.614223871366729,-0.56486000368225
"MIR200",0.465506615204851,0.465506615204851,0.465506615204851,0.465506615204851,0.465506615204851,0.434164843052952,0.50612094596067,0.50612094596067,0.318460307093664,-0.290692166922482,-0.318460307093664,-0.60319387969794,-0.487840124254227,-0.434164843052952,-0.434164843052952,-0.465506615204851
"MIR34",0.16424014682635,0.16424014682635,0.16424014682635,0.16424014682635,0.16424014682635,0.160384105695245,0.201187177745769,0.201187177745769,0.224078464875795,-0.133176086952491,-0.224078464875795,-0.218237833615957,-0.172022992199309,-0.160384105695245,-0.160384105695245,-0.16424014682635
"MIR190",0.160384105695245,0.160384105695245,0.160384105695245,0.160384105695245,0.160384105695245,0.146349017975946,0.19608112904192,0.19608112904192,0.217699230383934,-0.131179800972918,-0.217699230383934,-0.307284775294478,-0.16424014682635,-0.146349017975946,-0.146349017975946,-0.160384105695245
"TWIST1",0.14361465333185,0.14361465333185,0.14361465333185,0.14361465333185,0.14361465333185,0.130359829979307,0.0860597035730396,0.0860597035730396,-0.266346846619387,0.0109119494991087,0.136008830697483,-0.0980944024754073,-0.150069072260173,-0.130359829979307,-0.130359829979307,-0.14361465333185
"MIR129",-0.130359829979307,-0.130359829979307,-0.130359829979307,-0.130359829979307,-0.130359829979307,-0.123653421633554,-0.0770975846940744,-0.0770975846940744,0.270087364537252,-0.0167991458762186,-0.239722219818822,0.0906838642956384,0.14361465333185,0.123653421633554,0.123653421633554,0.130359829979307
"TGFB",-0.16424014682635,-0.16424014682635,-0.16424014682635,-0.16424014682635,-0.16424014682635,-0.160384105695245,-0.201187177745769,-0.201187177745769,-0.224078464875795,0.133176086952491,0.224078464875795,0.218237833615957,0.172022992199309,0.160384105695245,0.160384105695245,0.16424014682635
"SNAIL1",-0.172022992199309,-0.172022992199309,-0.172022992199309,-0.172022992199309,-0.172022992199309,-0.16424014682635,-0.206725223671028,-0.206725223671028,-0.227588569723083,0.037053295362436,0.227588569723083,0.222869720500403,0.175771224165362,0.16424014682635,0.16424014682635,0.172022992199309
"ZEB1",-0.643115840089974,-0.643115840089974,-0.643115840089974,-0.643115840089974,-0.643115840089974,-0.607935619655062,-0.561251441434543,-0.561251441434543,-0.362134959037191,0.34782852463951,0.362134959037191,0.560551661122013,0.573053702980878,0.607935619655062,0.607935619655062,0.643115840089974
"HAS2",-0.56486000368225,-0.56486000368225,-0.56486000368225,-0.56486000368225,-0.56486000368225,-0.514223871366729,-0.496468398205747,-0.496468398205747,-0.314254098842334,0.311274802527661,0.314254098842334,0.476767991980974,0.607935619655062,0.614223871366729,0.514223871366729,0.56486000368225
"HA",-0.607935619655062,-0.607935619655062,-0.607935619655062,-0.607935619655062,-0.607935619655062,-0.56486000368225,-0.531768714327981,-0.531768714327981,-0.339916199298955,0.331709996472789,0.339916199298955,0.522275238357785,0.643115840089974,0.56486000368225,0.56486000368225,0.607935619655062
"CD44s",-0.607935619655062,-0.607935619655062,-0.607935619655062,-0.607935619655062,-0.607935619655062,-0.56486000368225,-0.531768714327981,-0.531768714327981,-0.339916199298955,0.331709996472789,0.339916199298955,0.522275238357785,0.643115840089974,0.56486000368225,0.56486000368225,0.607935619655062
