"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.573053702980878,0.561251441434543,0.362134959037191,0.560551661122013,0.34782852463951,-0.643115840089974,-0.561251441434543,-0.561251441434543,-0.643115840089974,-0.362134959037191,-0.643115840089974,0.643115840089974,0.607935619655062,-0.643115840089974,0,-0.643115840089974,0.530266421908987,-0.557850999313812,0.607935619655062,-0.607935619655062
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",-0.150069072260173,-0.0860597035730396,0.136008830697483,-0.0980944024754073,0.0109119494991087,0.14361465333185,0.0860597035730396,0.0860597035730396,0.14361465333185,-0.266346846619387,0.14361465333185,-0.14361465333185,-0.130359829979307,0.14361465333185,0,0.14361465333185,0.0692420592837275,-0.0877454660410577,-0.130359829979307,0.130359829979307
"TGFB",0.172022992199309,0.201187177745769,0.224078464875795,0.218237833615957,0.133176086952491,-0.16424014682635,-0.201187177745769,-0.201187177745769,-0.16424014682635,-0.224078464875795,-0.16424014682635,0.16424014682635,0.160384105695245,-0.16424014682635,0,-0.16424014682635,0.217123481311352,-0.23657347768541,0.160384105695245,-0.160384105695245
"SNAIL1",0.175771224165362,0.206725223671028,0.227588569723083,0.222869720500403,0.037053295362436,-0.172022992199309,-0.206725223671028,-0.206725223671028,-0.172022992199309,-0.227588569723083,-0.172022992199309,0.172022992199309,0.16424014682635,-0.172022992199309,0,-0.172022992199309,0.222226733150896,-0.242254446440082,0.16424014682635,-0.16424014682635
"MIR340",-0.643115840089974,-0.531768714327981,-0.339916199298955,-0.522275238357785,-0.331709996472789,0.607935619655062,0.531768714327981,0.531768714327981,0.607935619655062,0.339916199298955,0.607935619655062,-0.607935619655062,-0.56486000368225,0.607935619655062,0,0.607935619655062,-0.495302393132008,0.529005431235835,-0.56486000368225,0.56486000368225
"MIR34",-0.172022992199309,-0.201187177745769,-0.224078464875795,-0.218237833615957,-0.133176086952491,0.16424014682635,0.201187177745769,0.201187177745769,0.16424014682635,0.224078464875795,0.16424014682635,-0.16424014682635,-0.160384105695245,0.16424014682635,0,0.16424014682635,-0.217123481311352,0.23657347768541,-0.160384105695245,0.160384105695245
"MIR200",-0.487840124254227,-0.50612094596067,-0.318460307093664,-0.60319387969794,-0.290692166922482,0.465506615204851,0.50612094596067,0.50612094596067,0.465506615204851,0.318460307093664,0.465506615204851,-0.465506615204851,-0.434164843052952,0.465506615204851,0,0.465506615204851,-0.480244086877812,0.503662729104319,-0.434164843052952,0.434164843052952
"MIR190",-0.16424014682635,-0.19608112904192,-0.217699230383934,-0.307284775294478,-0.131179800972918,0.160384105695245,0.19608112904192,0.19608112904192,0.160384105695245,0.217699230383934,0.160384105695245,-0.160384105695245,-0.146349017975946,0.160384105695245,0,0.160384105695245,-0.207768976651359,0.231472544323136,-0.146349017975946,0.146349017975946
"MIR129",0.14361465333185,0.0770975846940744,-0.239722219818822,0.0906838642956384,-0.0167991458762186,-0.130359829979307,-0.0770975846940744,-0.0770975846940744,-0.130359829979307,0.270087364537252,-0.130359829979307,0.130359829979307,0.123653421633554,-0.130359829979307,0,-0.130359829979307,-0.0764699853617562,0.0963454148508862,0.123653421633554,-0.123653421633554
"MIR1199",-0.643115840089974,-0.531768714327981,-0.339916199298955,-0.522275238357785,-0.331709996472789,0.607935619655062,0.531768714327981,0.531768714327981,0.607935619655062,0.339916199298955,0.607935619655062,-0.607935619655062,-0.56486000368225,0.607935619655062,0,0.607935619655062,-0.495302393132008,0.529005431235835,-0.56486000368225,0.56486000368225
