"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR34","MIR200","MIR129","SNAIL1","TWIST1","ZEB1","TGFB","HA","CD44s","HAS2"
"GRHL2",0.491092936378794,0.491092936378794,0.491092936378794,0.491092936378794,0.491092936378794,0.569819051028475,0.475453230786792,0.475453230786792,0.29838128182966,-0.279685964429191,-0.29838128182966,-0.508119844186469,-0.461503732414168,-0.469819051028475,-0.469819051028475,-0.491092936378794
"MIR129",0.418491066346891,0.418491066346891,0.418491066346891,0.418491066346891,0.418491066346891,0.399116997792495,0.294368487538729,0.294368487538729,0.413734073809488,-0.182503893148296,-0.380446354666874,-0.433700287093571,-0.319413495252795,-0.399116997792495,-0.399116997792495,-0.418491066346891
"MIR1199",0.403196434455926,0.403196434455926,0.403196434455926,0.403196434455926,0.403196434455926,0.383230419162807,0.36931120471579,0.36931120471579,0.279849461202241,-0.257252328210659,-0.279849461202241,-0.419192859835729,-0.36285612438536,-0.383230419162807,-0.383230419162807,-0.403196434455926
"CD24",0.403196434455926,0.403196434455926,0.403196434455926,0.403196434455926,0.403196434455926,0.383230419162807,0.36931120471579,0.36931120471579,0.279849461202241,-0.257252328210659,-0.279849461202241,-0.419192859835729,-0.36285612438536,-0.383230419162807,-0.383230419162807,-0.403196434455926
"ESRP1",0.383230419162807,0.383230419162807,0.383230419162807,0.383230419162807,0.383230419162807,0.358039579468151,0.352135230005569,0.352135230005569,0.264780968051556,-0.246467086961841,-0.264780968051556,-0.403196434455926,-0.339377863515795,-0.358039579468151,-0.458039579468151,-0.383230419162807
"MIR200",0.37173078417435,0.37173078417435,0.37173078417435,0.37173078417435,0.37173078417435,0.354161163921186,0.430288180995773,0.430288180995773,0.292355973850524,-0.257601248808938,-0.292355973850524,-0.385735352791465,-0.531280111374607,-0.354161163921186,-0.354161163921186,-0.37173078417435
"MIR34",0.267228201879397,0.267228201879397,0.267228201879397,0.267228201879397,0.267228201879397,0.256088527500648,0.265312147671828,0.265312147671828,0.243246809957161,-0.156367601417815,-0.243246809957161,-0.276158612354607,-0.289309695199453,-0.256088527500648,-0.256088527500648,-0.267228201879397
"MIR190",0.256088527500648,0.256088527500648,0.256088527500648,0.256088527500648,0.256088527500648,0.24205343978135,0.254445428635431,0.254445428635431,0.23361196613842,-0.15232860420333,-0.23361196613842,-0.267228201879397,-0.377882478509079,-0.24205343978135,-0.24205343978135,-0.256088527500648
"TGFB",-0.267228201879397,-0.267228201879397,-0.267228201879397,-0.267228201879397,-0.267228201879397,-0.256088527500648,-0.265312147671828,-0.265312147671828,-0.243246809957161,0.156367601417815,0.243246809957161,0.276158612354607,0.289309695199453,0.256088527500648,0.256088527500648,0.267228201879397
"SNAIL1",-0.276158612354607,-0.276158612354607,-0.276158612354607,-0.276158612354607,-0.276158612354607,-0.267228201879397,-0.27234501574927,-0.27234501574927,-0.249218546775274,0.0619715665629102,0.249218546775274,0.283250954241857,0.300279953609985,0.267228201879397,0.267228201879397,0.276158612354607
"ZEB1",-0.419192859835729,-0.419192859835729,-0.419192859835729,-0.419192859835729,-0.419192859835729,-0.403196434455926,-0.383294023213323,-0.383294023213323,-0.292096267060764,0.265490687051427,0.292096267060764,0.331936060406168,0.381100026824384,0.403196434455926,0.403196434455926,0.419192859835729
"HAS2",-0.383230419162807,-0.383230419162807,-0.383230419162807,-0.383230419162807,-0.383230419162807,-0.358039579468151,-0.352135230005569,-0.352135230005569,-0.264780968051556,0.246467086961841,0.264780968051556,0.403196434455926,0.339377863515795,0.458039579468151,0.358039579468151,0.383230419162807
"MIR340",-0.403196434455926,-0.403196434455926,-0.403196434455926,-0.403196434455926,-0.403196434455926,-0.383230419162807,-0.36931120471579,-0.36931120471579,-0.279849461202241,0.257252328210659,0.279849461202241,0.419192859835729,0.36285612438536,0.383230419162807,0.383230419162807,0.403196434455926
"HA",-0.403196434455926,-0.403196434455926,-0.403196434455926,-0.403196434455926,-0.403196434455926,-0.383230419162807,-0.36931120471579,-0.36931120471579,-0.279849461202241,0.257252328210659,0.279849461202241,0.419192859835729,0.36285612438536,0.383230419162807,0.383230419162807,0.403196434455926
"CD44s",-0.403196434455926,-0.403196434455926,-0.403196434455926,-0.403196434455926,-0.403196434455926,-0.383230419162807,-0.36931120471579,-0.36931120471579,-0.279849461202241,0.257252328210659,0.279849461202241,0.419192859835729,0.36285612438536,0.383230419162807,0.383230419162807,0.403196434455926
"TWIST1",-0.433700287093571,-0.433700287093571,-0.433700287093571,-0.433700287093571,-0.433700287093571,-0.418491066346891,-0.308597006171313,-0.308597006171313,-0.426315815896854,0.18894001226453,0.293050957177335,0.445913230726139,0.335953365638819,0.418491066346891,0.418491066346891,0.433700287093571
