"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR34","MIR200","MIR129","TWIST1","SNAIL1","TGFB","HA","CD44s","ZEB1","HAS2"
"GRHL2",0.785337484854592,0.785337484854592,0.785337484854592,0.785337484854592,0.785337484854592,0.822786602900725,0.697228945068081,0.697228945068081,0.316597447268179,-0.346230747565503,-0.362604789214126,-0.67707083852126,-0.722786602900725,-0.722786602900725,-0.841015491562786,-0.785337484854592
"MIR340",0.675623056586624,0.675623056586624,0.675623056586624,0.675623056586624,0.675623056586624,0.614315154679267,0.578173170246604,0.578173170246604,0.298941526085157,-0.328164046192396,-0.343782774878755,-0.561647290438023,-0.614315154679267,-0.614315154679267,-0.729283974256653,-0.675623056586624
"MIR1199",0.675623056586624,0.675623056586624,0.675623056586624,0.675623056586624,0.675623056586624,0.614315154679267,0.578173170246604,0.578173170246604,0.298941526085157,-0.328164046192396,-0.343782774878755,-0.561647290438023,-0.614315154679267,-0.614315154679267,-0.729283974256653,-0.675623056586624
"CD24",0.675623056586624,0.675623056586624,0.675623056586624,0.675623056586624,0.675623056586624,0.614315154679267,0.578173170246604,0.578173170246604,0.298941526085157,-0.328164046192396,-0.343782774878755,-0.561647290438023,-0.614315154679267,-0.614315154679267,-0.729283974256653,-0.675623056586624
"ESRP1",0.614315154679267,0.614315154679267,0.614315154679267,0.614315154679267,0.614315154679267,0.548095315537176,0.529367709495751,0.529367709495751,0.268143046997704,-0.298941526085157,-0.319338330434311,-0.503978578781581,-0.548095315537176,-0.648095315537176,-0.675623056586624,-0.614315154679267
"MIR200",0.577880929526328,0.577880929526328,0.577880929526328,0.577880929526328,0.577880929526328,0.529770382431009,0.579040712452623,0.579040712452623,0.28100045464429,-0.296447609115835,-0.311888777731684,-0.677529422003318,-0.529770382431009,-0.529770382431009,-0.620812032672485,-0.577880929526328
"MIR129",0.554481081598127,0.554481081598127,0.554481081598127,0.554481081598127,0.554481081598127,0.512349101902696,0.381893919164894,0.381893919164894,0.275891438296476,-0.281414352515043,-0.208648055573186,-0.408053926104222,-0.512349101902696,-0.512349101902696,-0.594727429349488,-0.554481081598127
"MIR34",0.346821358784191,0.346821358784191,0.346821358784191,0.346821358784191,0.346821358784191,0.320808018609743,0.313824241116609,0.313824241116609,0.130141495861317,-0.154614988962261,-0.157513916415163,-0.335281591529124,-0.320808018609743,-0.320808018609743,-0.368010410805217,-0.346821358784191
"MIR190",0.320808018609743,0.320808018609743,0.320808018609743,0.320808018609743,0.320808018609743,0.294319923371648,0.289292346479986,0.289292346479986,0.135926619828259,-0.130141495861317,-0.155169250530052,-0.415983345915089,-0.294319923371648,-0.294319923371648,-0.346821358784191,-0.320808018609743
"TGFB",-0.346821358784191,-0.346821358784191,-0.346821358784191,-0.346821358784191,-0.346821358784191,-0.320808018609743,-0.313824241116609,-0.313824241116609,-0.130141495861317,0.154614988962261,0.157513916415163,0.335281591529124,0.320808018609743,0.320808018609743,0.368010410805217,0.346821358784191
"SNAIL1",-0.368010410805217,-0.368010410805217,-0.368010410805217,-0.368010410805217,-0.368010410805217,-0.346821358784191,-0.327812369686438,-0.327812369686438,-0.154614988962261,0.155949691220988,0.0716377445804045,0.36037963074481,0.346821358784191,0.346821358784191,0.388544486613608,0.368010410805217
"TWIST1",-0.594727429349488,-0.594727429349488,-0.594727429349488,-0.594727429349488,-0.594727429349488,-0.554481081598127,-0.416806637369383,-0.416806637369383,-0.281414352515043,0.209832803915372,0.218484392157746,0.441772987499272,0.554481081598127,0.554481081598127,0.628661117437904,0.594727429349488
"HAS2",-0.614315154679267,-0.614315154679267,-0.614315154679267,-0.614315154679267,-0.614315154679267,-0.548095315537176,-0.529367709495751,-0.529367709495751,-0.268143046997704,0.298941526085157,0.319338330434311,0.503978578781581,0.648095315537176,0.548095315537176,0.675623056586624,0.614315154679267
"ZEB1",-0.729283974256653,-0.729283974256653,-0.729283974256653,-0.729283974256653,-0.729283974256653,-0.675623056586624,-0.620707927449908,-0.620707927449908,-0.328164046192396,0.353384668579762,0.365711293121495,0.615267437342535,0.675623056586624,0.675623056586624,0.678104300935419,0.729283974256653
"HA",-0.675623056586624,-0.675623056586624,-0.675623056586624,-0.675623056586624,-0.675623056586624,-0.614315154679267,-0.578173170246604,-0.578173170246604,-0.298941526085157,0.328164046192396,0.343782774878755,0.561647290438023,0.614315154679267,0.614315154679267,0.729283974256653,0.675623056586624
"CD44s",-0.675623056586624,-0.675623056586624,-0.675623056586624,-0.675623056586624,-0.675623056586624,-0.614315154679267,-0.578173170246604,-0.578173170246604,-0.298941526085157,0.328164046192396,0.343782774878755,0.561647290438023,0.614315154679267,0.614315154679267,0.729283974256653,0.675623056586624
