"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR34","MIR200","MIR129","SNAIL1","TWIST1","TGFB","ZEB1","HA","CD44s","HAS2"
"GRHL2",0.761226227138539,0.761226227138539,0.761226227138539,0.761226227138539,0.761226227138539,0.80596021193767,0.661252571244473,0.661252571244473,0.347516875222291,-0.341814918403253,-0.347516875222291,-0.651924706120493,-0.808656591987499,-0.70596021193767,-0.70596021193767,-0.761226227138539
"MIR340",0.649133687217546,0.649133687217546,0.649133687217546,0.649133687217546,0.649133687217546,0.595948502032361,0.54221592403667,0.54221592403667,0.331154164361153,-0.32222136101483,-0.331154164361153,-0.536915803764661,-0.694491211230353,-0.595948502032361,-0.595948502032361,-0.649133687217546
"MIR1199",0.649133687217546,0.649133687217546,0.649133687217546,0.649133687217546,0.649133687217546,0.595948502032361,0.54221592403667,0.54221592403667,0.331154164361153,-0.32222136101483,-0.331154164361153,-0.536915803764661,-0.694491211230353,-0.595948502032361,-0.595948502032361,-0.649133687217546
"CD24",0.649133687217546,0.649133687217546,0.649133687217546,0.649133687217546,0.649133687217546,0.595948502032361,0.54221592403667,0.54221592403667,0.331154164361153,-0.32222136101483,-0.331154164361153,-0.536915803764661,-0.694491211230353,-0.595948502032361,-0.595948502032361,-0.649133687217546
"ESRP1",0.595948502032361,0.595948502032361,0.595948502032361,0.595948502032361,0.595948502032361,0.534972892276263,0.503268555615617,0.503268555615617,0.306182933060807,-0.30150524848286,-0.306182933060807,-0.485112051960909,-0.649133687217546,-0.534972892276263,-0.634972892276263,-0.595948502032361
"MIR129",0.537022753872074,0.537022753872074,0.537022753872074,0.537022753872074,0.537022753872074,0.495887180291541,0.363698117756813,0.363698117756813,0.424525092833659,-0.199796088839201,-0.391237190091803,-0.389906220015113,-0.567833564682884,-0.495887180291541,-0.495887180291541,-0.537022753872074
"MIR34",0.3044291320771,0.3044291320771,0.3044291320771,0.3044291320771,0.3044291320771,0.285894953077805,0.291650842437813,0.291650842437813,0.244638368319916,-0.159939068079869,-0.244638368319916,-0.315776074689118,-0.323337119943632,-0.285894953077805,-0.285894953077805,-0.3044291320771
"MIR200",0.285894953077805,0.285894953077805,0.285894953077805,0.285894953077805,0.285894953077805,0.258478779507785,0.27585335480934,0.27585335480934,0.233327586078901,-0.15457234178291,-0.233327586078901,-0.39527918027918,-0.3044291320771,-0.258478779507785,-0.258478779507785,-0.285894953077805
"MIR190",0.285894953077805,0.285894953077805,0.285894953077805,0.285894953077805,0.285894953077805,0.258478779507785,0.27585335480934,0.27585335480934,0.233327586078901,-0.15457234178291,-0.233327586078901,-0.39527918027918,-0.3044291320771,-0.258478779507785,-0.258478779507785,-0.285894953077805
"TGFB",-0.3044291320771,-0.3044291320771,-0.3044291320771,-0.3044291320771,-0.3044291320771,-0.285894953077805,-0.291650842437813,-0.291650842437813,-0.244638368319916,0.159939068079869,0.244638368319916,0.315776074689118,0.323337119943632,0.285894953077805,0.285894953077805,0.3044291320771
"SNAIL1",-0.323337119943632,-0.323337119943632,-0.323337119943632,-0.323337119943632,-0.323337119943632,-0.3044291320771,-0.304345780878306,-0.304345780878306,-0.252148852498337,0.0679416426346858,0.252148852498337,0.332533365840873,0.337850908042326,0.3044291320771,0.3044291320771,0.323337119943632
"TWIST1",-0.567833564682884,-0.567833564682884,-0.567833564682884,-0.567833564682884,-0.567833564682884,-0.537022753872074,-0.388207700620399,-0.388207700620399,-0.441270598983138,0.210222713020472,0.30800894292913,0.422262752371645,0.597013304709778,0.537022753872074,0.537022753872074,0.567833564682884
"ZEB1",-0.694491211230353,-0.694491211230353,-0.694491211230353,-0.694491211230353,-0.694491211230353,-0.649133687217546,-0.576363684362441,-0.576363684362441,-0.353390087090294,0.339029432558054,0.353390087090294,0.580894861356284,0.634291057265765,0.649133687217546,0.649133687217546,0.694491211230353
"HAS2",-0.595948502032361,-0.595948502032361,-0.595948502032361,-0.595948502032361,-0.595948502032361,-0.534972892276263,-0.503268555615617,-0.503268555615617,-0.306182933060807,0.30150524848286,0.306182933060807,0.485112051960909,0.649133687217546,0.634972892276263,0.534972892276263,0.595948502032361
"HA",-0.649133687217546,-0.649133687217546,-0.649133687217546,-0.649133687217546,-0.649133687217546,-0.595948502032361,-0.54221592403667,-0.54221592403667,-0.331154164361153,0.32222136101483,0.331154164361153,0.536915803764661,0.694491211230353,0.595948502032361,0.595948502032361,0.649133687217546
"CD44s",-0.649133687217546,-0.649133687217546,-0.649133687217546,-0.649133687217546,-0.649133687217546,-0.595948502032361,-0.54221592403667,-0.54221592403667,-0.331154164361153,0.32222136101483,0.331154164361153,0.536915803764661,0.694491211230353,0.595948502032361,0.595948502032361,0.649133687217546
