"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR34","MIR200","TWIST1","MIR129","SNAIL1","TGFB","ZEB1","HA","CD44s","HAS2"
"GRHL2",0.723103115623608,0.723103115623608,0.723103115623608,0.723103115623608,0.723103115623608,0.777115854477111,0.637800861157245,0.637800861157245,0.186016542212967,0.186016542212967,-0.297159236439913,-0.63181329507349,-0.76081815752921,-0.677115854477111,-0.677115854477111,-0.723103115623608
"MIR340",0.610316569830018,0.610316569830018,0.610316569830018,0.610316569830018,0.610316569830018,0.56571164204752,0.516475246164926,0.516475246164926,0.167212247542949,0.167212247542949,-0.275223266300976,-0.514299286665457,-0.645615944271483,-0.56571164204752,-0.56571164204752,-0.610316569830018
"MIR1199",0.610316569830018,0.610316569830018,0.610316569830018,0.610316569830018,0.610316569830018,0.56571164204752,0.516475246164926,0.516475246164926,0.167212247542949,0.167212247542949,-0.275223266300976,-0.514299286665457,-0.645615944271483,-0.56571164204752,-0.56571164204752,-0.610316569830018
"CD24",0.610316569830018,0.610316569830018,0.610316569830018,0.610316569830018,0.610316569830018,0.56571164204752,0.516475246164926,0.516475246164926,0.167212247542949,0.167212247542949,-0.275223266300976,-0.514299286665457,-0.645615944271483,-0.56571164204752,-0.56571164204752,-0.610316569830018
"ESRP1",0.56571164204752,0.56571164204752,0.56571164204752,0.56571164204752,0.56571164204752,0.515584415584416,0.482650167134367,0.482650167134367,0.161093526081761,0.161093526081761,-0.261789018429642,-0.470724407438403,-0.610316569830018,-0.515584415584416,-0.615584415584416,-0.56571164204752
"MIR200",0.468489986479308,0.468489986479308,0.468489986479308,0.468489986479308,0.468489986479308,0.438160872555258,0.48250078112552,0.48250078112552,0.134427563512057,0.134427563512057,-0.228954701530629,-0.590668642936656,-0.492580655957432,-0.438160872555258,-0.438160872555258,-0.468489986479308
"MIR129",0.451610080832207,0.451610080832207,0.451610080832207,0.451610080832207,0.451610080832207,0.426721854304636,0.298595288227931,0.298595288227931,-0.139592854402981,0.257077275725384,-0.131559110062184,-0.330055419403073,-0.472832832022385,-0.426721854304636,-0.426721854304636,-0.451610080832207
"MIR34",0.17157983443569,0.17157983443569,0.17157983443569,0.17157983443569,0.17157983443569,0.163610682764739,0.17480789950968,0.17480789950968,0.0594648378281221,0.0594648378281221,-0.0677551024031532,-0.200662771874979,-0.178009141482917,-0.163610682764739,-0.163610682764739,-0.17157983443569
"MIR190",0.163610682764739,0.163610682764739,0.163610682764739,0.163610682764739,0.163610682764739,0.154337499807346,0.167816540515179,0.167816540515179,0.0570451281932783,0.0570451281932783,-0.0671051488284086,-0.293123653809545,-0.17157983443569,-0.154337499807346,-0.154337499807346,-0.163610682764739
"TGFB",-0.17157983443569,-0.17157983443569,-0.17157983443569,-0.17157983443569,-0.17157983443569,-0.163610682764739,-0.17480789950968,-0.17480789950968,-0.0594648378281221,-0.0594648378281221,0.0677551024031532,0.200662771874979,0.178009141482917,0.163610682764739,0.163610682764739,0.17157983443569
"SNAIL1",-0.178009141482917,-0.178009141482917,-0.178009141482917,-0.178009141482917,-0.178009141482917,-0.17157983443569,-0.17899520252634,-0.17899520252634,-0.0590545658329846,-0.0590545658329846,-0.0295028718553806,0.208025034186047,0.183161697554851,0.17157983443569,0.17157983443569,0.178009141482917
"TWIST1",-0.472832832022385,-0.472832832022385,-0.472832832022385,-0.472832832022385,-0.472832832022385,-0.451610080832207,-0.314948845357589,-0.314948845357589,0.0365070803444036,-0.260190014412279,0.13711695279582,0.351498079307271,0.48984744580109,0.451610080832207,0.451610080832207,0.472832832022385
"ZEB1",-0.645615944271483,-0.645615944271483,-0.645615944271483,-0.645615944271483,-0.645615944271483,-0.610316569830018,-0.543325913319011,-0.543325913319011,-0.173974478767629,-0.173974478767629,0.287304021755225,0.552250506177652,0.576429838536534,0.610316569830018,0.610316569830018,0.645615944271483
"HAS2",-0.56571164204752,-0.56571164204752,-0.56571164204752,-0.56571164204752,-0.56571164204752,-0.515584415584416,-0.482650167134367,-0.482650167134367,-0.161093526081761,-0.161093526081761,0.261789018429642,0.470724407438403,0.610316569830018,0.615584415584416,0.515584415584416,0.56571164204752
"HA",-0.610316569830018,-0.610316569830018,-0.610316569830018,-0.610316569830018,-0.610316569830018,-0.56571164204752,-0.516475246164926,-0.516475246164926,-0.167212247542949,-0.167212247542949,0.275223266300976,0.514299286665457,0.645615944271483,0.56571164204752,0.56571164204752,0.610316569830018
"CD44s",-0.610316569830018,-0.610316569830018,-0.610316569830018,-0.610316569830018,-0.610316569830018,-0.56571164204752,-0.516475246164926,-0.516475246164926,-0.167212247542949,-0.167212247542949,0.275223266300976,0.514299286665457,0.645615944271483,0.56571164204752,0.56571164204752,0.610316569830018
