"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.576429838536534,0.543325913319011,-0.173974478767629,0.552250506177652,0.287304021755225,-0.645615944271483,-0.543325913319011,-0.543325913319011,-0.645615944271483,-0.173974478767629,-0.645615944271483,0.645615944271483,0.610316569830018,-0.645615944271483,0,-0.645615944271483,0.480488166918167,-0.470976718507766,0.610316569830018,-0.610316569830018
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.48984744580109,0.314948845357589,0.0365070803444036,0.351498079307271,0.13711695279582,-0.472832832022385,-0.314948845357589,-0.314948845357589,-0.472832832022385,-0.260190014412279,-0.472832832022385,0.472832832022385,0.451610080832207,-0.472832832022385,0,-0.472832832022385,0.379721740819727,-0.377321969724027,0.451610080832207,-0.451610080832207
"TGFB",0.178009141482917,0.17480789950968,-0.0594648378281221,0.200662771874979,0.0677551024031532,-0.17157983443569,-0.17480789950968,-0.17480789950968,-0.17157983443569,-0.0594648378281221,-0.17157983443569,0.17157983443569,0.163610682764739,-0.17157983443569,0,-0.17157983443569,0.147852953814406,-0.139224867275965,0.163610682764739,-0.163610682764739
"SNAIL1",0.183161697554851,0.17899520252634,-0.0590545658329846,0.208025034186047,-0.0295028718553806,-0.178009141482917,-0.17899520252634,-0.17899520252634,-0.178009141482917,-0.0590545658329846,-0.178009141482917,0.178009141482917,0.17157983443569,-0.178009141482917,0,-0.178009141482917,0.153881911801589,-0.142289600419932,0.17157983443569,-0.17157983443569
"MIR340",-0.645615944271483,-0.516475246164926,0.167212247542949,-0.514299286665457,-0.275223266300976,0.610316569830018,0.516475246164926,0.516475246164926,0.610316569830018,0.167212247542949,0.610316569830018,-0.610316569830018,-0.56571164204752,0.610316569830018,0,0.610316569830018,-0.450895840779078,0.449624296942125,-0.56571164204752,0.56571164204752
"MIR34",-0.178009141482917,-0.17480789950968,0.0594648378281221,-0.200662771874979,-0.0677551024031532,0.17157983443569,0.17480789950968,0.17480789950968,0.17157983443569,0.0594648378281221,0.17157983443569,-0.17157983443569,-0.163610682764739,0.17157983443569,0,0.17157983443569,-0.147852953814406,0.139224867275965,-0.163610682764739,0.163610682764739
"MIR200",-0.492580655957432,-0.48250078112552,0.134427563512057,-0.590668642936656,-0.228954701530629,0.468489986479308,0.48250078112552,0.48250078112552,0.468489986479308,0.134427563512057,0.468489986479308,-0.468489986479308,-0.438160872555258,0.468489986479308,0,0.468489986479308,-0.429356072124705,0.421374666059704,-0.438160872555258,0.438160872555258
"MIR190",-0.17157983443569,-0.167816540515179,0.0570451281932783,-0.293123653809545,-0.0671051488284086,0.163610682764739,0.167816540515179,0.167816540515179,0.163610682764739,0.0570451281932783,0.163610682764739,-0.163610682764739,-0.154337499807346,0.163610682764739,0,0.163610682764739,-0.141467037349097,0.133993697317206,-0.154337499807346,0.154337499807346
"MIR129",-0.472832832022385,-0.298595288227931,-0.139592854402981,-0.330055419403073,-0.131559110062184,0.451610080832207,0.298595288227931,0.298595288227931,0.451610080832207,0.257077275725384,0.451610080832207,-0.451610080832207,-0.426721854304636,0.451610080832207,0,0.451610080832207,-0.362103671004531,0.364959543309899,-0.426721854304636,0.426721854304636
