"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.596809852158635,0.567704233144964,0.348266862951388,0.456776230961282,0.332769411420598,-0.662980780140707,-0.567704233144964,-0.367941542157531,-0.662980780140707,-0.348266862951388,-0.662980780140707,0.662980780140707,0.622498206414166,-0.662980780140707,0,-0.662980780140707,0.533141370825183,-0.561361574591243,0.622498206414166,-0.622498206414166
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.526997961184757,0.34240676298967,0.282723954949027,0.309922635302355,0.177032695421836,-0.50050178860299,-0.34240676298967,-0.214548034748365,-0.50050178860299,-0.416639974263591,-0.50050178860299,0.50050178860299,0.483538621476956,-0.50050178860299,0,-0.50050178860299,0.454586314390313,-0.484787618411008,0.483538621476956,-0.483538621476956
"TGFB",0.220966640474527,0.218088883107536,0.209318196828569,0.0443957991018608,0.115000283144481,-0.204032699029772,-0.218088883107536,-0.00702599352379629,-0.204032699029772,-0.209318196828569,-0.204032699029772,0.204032699029772,0.202404592774416,-0.204032699029772,0,-0.204032699029772,0.228843625328889,-0.246792139773379,0.202404592774416,-0.202404592774416
"SNAIL1",0.224462296162545,0.227246920027842,0.21094408955004,0.041746684848651,0.0241696811778974,-0.220966640474527,-0.227246920027842,-0.018597357774134,-0.220966640474527,-0.21094408955004,-0.220966640474527,0.220966640474527,0.204032699029772,-0.220966640474527,0,-0.220966640474527,0.235442248637695,-0.256195638054138,0.204032699029772,-0.204032699029772
"MIR340",-0.662980780140707,-0.535881897191756,-0.328167143412591,-0.426629889497867,-0.317074198135023,0.622498206414166,0.535881897191756,0.350083746507742,0.622498206414166,0.328167143412591,0.622498206414166,-0.622498206414166,-0.576363966821982,0.622498206414166,0,0.622498206414166,-0.496978301280818,0.5308407095288,-0.576363966821982,0.576363966821982
"MIR34",-0.220966640474527,-0.218088883107536,-0.209318196828569,-0.0443957991018608,-0.115000283144481,0.204032699029772,0.218088883107536,0.00702599352379629,0.204032699029772,0.209318196828569,0.204032699029772,-0.204032699029772,-0.202404592774416,0.204032699029772,0,0.204032699029772,-0.228843625328889,0.246792139773379,-0.202404592774416,0.202404592774416
"MIR200",-0.513568832221772,-0.51460900169314,-0.302696782710644,-0.332471714759916,-0.275485675710223,0.489021301032174,0.51460900169314,0.181142303423935,0.489021301032174,0.302696782710644,0.489021301032174,-0.489021301032174,-0.450185857994199,0.489021301032174,0,0.489021301032174,-0.484185906116989,0.508543198557448,-0.450185857994199,0.450185857994199
"MIR190",-0.204032699029772,-0.210835675461555,-0.19871546915589,-0.120924959841548,-0.118110775252188,0.202404592774416,0.210835675461555,0.0122891514185331,0.202404592774416,0.19871546915589,0.202404592774416,-0.202404592774416,-0.17433441733582,0.202404592774416,0,0.202404592774416,-0.214932682974729,0.240736138036891,-0.17433441733582,0.17433441733582
"MIR129",-0.50050178860299,-0.324297739275472,-0.366510565827688,-0.279857828314471,-0.173560759096873,0.483538621476956,0.324297739275472,0.211807043063733,0.483538621476956,0.400448501598145,0.483538621476956,-0.483538621476956,-0.443598233995585,0.483538621476956,0,0.483538621476956,-0.429986725067931,0.468202002849196,-0.443598233995585,0.443598233995585
"MIR1199",-0.662980780140707,-0.535881897191756,-0.328167143412591,-0.426629889497867,-0.317074198135023,0.622498206414166,0.535881897191756,0.350083746507742,0.622498206414166,0.328167143412591,0.622498206414166,-0.622498206414166,-0.576363966821982,0.622498206414166,0,0.622498206414166,-0.496978301280818,0.5308407095288,-0.576363966821982,0.576363966821982
"HAS2",0.622498206414166,0.498895595821893,0.304148878572408,0.389818295294969,0.299004188674285,-0.576363966821982,-0.498895595821893,-0.329851923536193,-0.576363966821982,-0.304148878572408,-0.576363966821982,0.576363966821982,0.62012987012987,-0.576363966821982,0,-0.576363966821982,0.45389810255832,-0.495365357416124,0.52012987012987,-0.52012987012987
"HA",0.662980780140707,0.535881897191756,0.328167143412591,0.426629889497867,0.317074198135023,-0.622498206414166,-0.535881897191756,-0.350083746507742,-0.622498206414166,-0.328167143412591,-0.622498206414166,0.622498206414166,0.576363966821982,-0.622498206414166,0,-0.622498206414166,0.496978301280818,-0.5308407095288,0.576363966821982,-0.576363966821982
"GRHL2",-0.776296476076952,-0.657160133067507,-0.344530599061956,-0.539503424287785,-0.33725429128976,0.734346762799492,0.657160133067507,0.462941204160498,0.734346762799492,0.344530599061956,0.734346762799492,-0.734346762799492,-0.685684342417327,0.734346762799492,0,0.734346762799492,-0.615627671097553,0.650500553650346,-0.685684342417327,0.785684342417327
"EXTGFB",0.220966640474527,0.218088883107536,0.209318196828569,0.0443957991018608,0.115000283144481,-0.204032699029772,-0.218088883107536,-0.00702599352379629,-0.204032699029772,-0.209318196828569,-0.204032699029772,0.204032699029772,0.202404592774416,-0.204032699029772,0,-0.204032699029772,0.228843625328889,-0.246792139773379,0.202404592774416,-0.202404592774416
"ESRP1",-0.622498206414166,-0.498895595821893,-0.304148878572408,-0.389818295294969,-0.299004188674285,0.576363966821982,0.498895595821893,0.329851923536193,0.576363966821982,0.304148878572408,0.576363966821982,-0.576363966821982,-0.52012987012987,0.576363966821982,0,0.576363966821982,-0.45389810255832,0.495365357416124,-0.62012987012987,0.52012987012987
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.662980780140707,0.535881897191756,0.328167143412591,0.426629889497867,0.317074198135023,-0.622498206414166,-0.535881897191756,-0.350083746507742,-0.622498206414166,-0.328167143412591,-0.622498206414166,0.622498206414166,0.576363966821982,-0.622498206414166,0,-0.622498206414166,0.496978301280818,-0.5308407095288,0.576363966821982,-0.576363966821982
"CD24",-0.662980780140707,-0.535881897191756,-0.328167143412591,-0.426629889497867,-0.317074198135023,0.622498206414166,0.535881897191756,0.350083746507742,0.622498206414166,0.328167143412591,0.622498206414166,-0.622498206414166,-0.576363966821982,0.622498206414166,0,0.622498206414166,-0.496978301280818,0.5308407095288,-0.576363966821982,0.576363966821982
