"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR200","MIR34","MIR129","SNAIL1","TWIST1","TGFB","ZEB1","HA","CD44s","HAS2"
"GRHL2",0.767740257625408,0.767740257625408,0.767740257625408,0.767740257625408,0.767740257625408,0.811434525141331,0.669399610080968,0.493204073244342,0.31881819789628,-0.309765878576013,-0.31881819789628,-0.659905848418909,-0.816703645362505,-0.711434525141331,-0.711434525141331,-0.767740257625408
"MIR340",0.656152622606113,0.656152622606113,0.656152622606113,0.656152622606113,0.656152622606113,0.601352282759044,0.549329333681501,0.380238319418739,0.301869061371076,-0.288856581791447,-0.301869061371076,-0.543612714416136,-0.703069512686542,-0.601352282759044,-0.601352282759044,-0.656152622606113
"MIR1199",0.656152622606113,0.656152622606113,0.656152622606113,0.656152622606113,0.656152622606113,0.601352282759044,0.549329333681501,0.380238319418739,0.301869061371076,-0.288856581791447,-0.301869061371076,-0.543612714416136,-0.703069512686542,-0.601352282759044,-0.601352282759044,-0.656152622606113
"CD24",0.656152622606113,0.656152622606113,0.656152622606113,0.656152622606113,0.656152622606113,0.601352282759044,0.549329333681501,0.380238319418739,0.301869061371076,-0.288856581791447,-0.301869061371076,-0.543612714416136,-0.703069512686542,-0.601352282759044,-0.601352282759044,-0.656152622606113
"ESRP1",0.601352282759044,0.601352282759044,0.601352282759044,0.601352282759044,0.601352282759044,0.540538033395176,0.507917321036612,0.353684051768581,0.280225225754638,-0.271543431365713,-0.280225225754638,-0.491535419730146,-0.656152622606113,-0.540538033395176,-0.640538033395176,-0.601352282759044
"MIR200",0.547341806559241,0.547341806559241,0.547341806559241,0.547341806559241,0.547341806559241,0.506379781242786,0.534872103298827,0.226812560409598,0.277556880171712,-0.248043514872782,-0.277556880171712,-0.643697477540067,-0.582326870695597,-0.506379781242786,-0.506379781242786,-0.547341806559241
"MIR129",0.518143215621638,0.518143215621638,0.518143215621638,0.518143215621638,0.518143215621638,0.483120860927152,0.347177481571112,0.236198590480666,0.377296492137593,-0.152127626621734,-0.348468019877081,-0.377327179435374,-0.549989870595329,-0.483120860927152,-0.483120860927152,-0.518143215621638
"MIR34",0.297821142817053,0.297821142817053,0.297821142817053,0.297821142817053,0.297821142817053,0.279997663811054,0.255168424558074,0.0718042472295221,0.187504102872067,-0.0990304491647558,-0.187504102872067,-0.289171005375021,-0.313283846951229,-0.279997663811054,-0.279997663811054,-0.297821142817053
"MIR190",0.279997663811054,0.279997663811054,0.279997663811054,0.279997663811054,0.279997663811054,0.259446285364939,0.241630849276587,0.0635560147079196,0.18042095285007,-0.0934594185240872,-0.18042095285007,-0.372053888257904,-0.297821142817053,-0.259446285364939,-0.259446285364939,-0.279997663811054
"TGFB",-0.297821142817053,-0.297821142817053,-0.297821142817053,-0.297821142817053,-0.297821142817053,-0.279997663811054,-0.255168424558074,-0.0718042472295221,-0.187504102872067,0.0990304491647558,0.187504102872067,0.289171005375021,0.313283846951229,0.279997663811054,0.279997663811054,0.297821142817053
"SNAIL1",-0.313283846951229,-0.313283846951229,-0.313283846951229,-0.313283846951229,-0.313283846951229,-0.297821142817053,-0.266793818524756,-0.0791072638886846,-0.193597401762813,0.00380301291885283,0.193597401762813,0.304334340333578,0.326710801891621,0.297821142817053,0.297821142817053,0.313283846951229
"TWIST1",-0.549989870595329,-0.549989870595329,-0.549989870595329,-0.549989870595329,-0.549989870595329,-0.518143215621638,-0.37110726290773,-0.251412634213343,-0.389616659545388,0.162021958994453,0.26081111611139,0.407053863008211,0.576920977067145,0.518143215621638,0.518143215621638,0.549989870595329
"ZEB1",-0.703069512686542,-0.703069512686542,-0.703069512686542,-0.703069512686542,-0.703069512686542,-0.656152622606113,-0.584807308457594,-0.402336656103075,-0.320659961963161,0.303737727997894,0.320659961963161,0.59014929978199,0.644232800860118,0.656152622606113,0.656152622606113,0.703069512686542
"HAS2",-0.601352282759044,-0.601352282759044,-0.601352282759044,-0.601352282759044,-0.601352282759044,-0.540538033395176,-0.507917321036612,-0.353684051768581,-0.280225225754638,0.271543431365713,0.280225225754638,0.491535419730146,0.656152622606113,0.640538033395176,0.540538033395176,0.601352282759044
"HA",-0.656152622606113,-0.656152622606113,-0.656152622606113,-0.656152622606113,-0.656152622606113,-0.601352282759044,-0.549329333681501,-0.380238319418739,-0.301869061371076,0.288856581791447,0.301869061371076,0.543612714416136,0.703069512686542,0.601352282759044,0.601352282759044,0.656152622606113
"CD44s",-0.656152622606113,-0.656152622606113,-0.656152622606113,-0.656152622606113,-0.656152622606113,-0.601352282759044,-0.549329333681501,-0.380238319418739,-0.301869061371076,0.288856581791447,0.301869061371076,0.543612714416136,0.703069512686542,0.601352282759044,0.601352282759044,0.656152622606113
