"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.520584653632082,0.419608561845037,0.095056446739329,0.466929907100508,0.0777314939310812,-0.599855306581048,-0.419608561845037,-0.419608561845037,-0.599855306581048,-0.095056446739329,-0.599855306581048,0.599855306581048,0.569858285431212,-0.599855306581048,0,-0.599855306581048,0.398037714115414,-0.403028983247945,0.569858285431212,-0.569858285431212
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.555358233943013,0.330398945494446,0.20580908440362,0.381182388361876,0.0821711988405044,-0.534933738466326,-0.330398945494446,-0.330398945494446,-0.534933738466326,-0.340842707717245,-0.534933738466326,0.534933738466326,0.513109634231798,-0.534933738466326,0,-0.534933738466326,0.438663906808749,-0.465344648639679,0.513109634231798,-0.513109634231798
"TGFB",-0.32826106290777,-0.267393916394467,-0.185318189110171,-0.305911337718655,-0.0865789431576851,0.314887515754614,0.267393916394467,0.267393916394467,0.314887515754614,0.185318189110171,0.314887515754614,-0.314887515754614,-0.300063179850587,0.314887515754614,0,0.314887515754614,-0.265900621155162,0.281849681284565,-0.300063179850587,0.300063179850587
"SNAIL1",0.338081228597808,0.274030566552053,0.18423932571555,0.31912440451534,-0.00983164122156179,-0.32826106290777,-0.274030566552053,-0.274030566552053,-0.32826106290777,-0.18423932571555,-0.32826106290777,0.32826106290777,0.314887515754614,-0.32826106290777,0,-0.32826106290777,0.276747998321077,-0.28811369683248,0.314887515754614,-0.314887515754614
"MIR340",-0.599855306581048,-0.406941773323743,-0.100634508440794,-0.437043728238719,-0.0661717414074733,0.569858285431212,0.406941773323743,0.406941773323743,0.569858285431212,0.100634508440794,0.569858285431212,-0.569858285431212,-0.538677316867066,0.569858285431212,0,0.569858285431212,-0.372761934738916,0.390418565946696,-0.538677316867066,0.538677316867066
"MIR34",-0.32826106290777,-0.267393916394467,-0.185318189110171,-0.305911337718655,-0.0865789431576851,0.314887515754614,0.267393916394467,0.267393916394467,0.314887515754614,0.185318189110171,0.314887515754614,-0.314887515754614,-0.300063179850587,0.314887515754614,0,0.314887515754614,-0.265900621155162,0.281849681284565,-0.300063179850587,0.300063179850587
"MIR200",-0.318845972333984,-0.128860456696399,0.105549629391857,-0.243615416214154,0.0602269379693239,0.307231141899966,0.128860456696399,0.128860456696399,0.307231141899966,-0.105549629391857,0.307231141899966,-0.307231141899966,-0.297256458355662,0.307231141899966,0,0.307231141899966,-0.101191009654341,0.097759465488811,-0.297256458355662,0.297256458355662
"MIR190",0.314887515754614,0.255165584370377,0.180874722326185,0.192113329183805,0.0905715151168309,-0.300063179850587,-0.255165584370377,-0.255165584370377,-0.300063179850587,-0.180874722326185,-0.300063179850587,0.300063179850587,0.278759921705223,-0.300063179850587,0,-0.300063179850587,0.256546116495169,-0.272147054846536,0.278759921705223,-0.278759921705223
"MIR129",-0.534933738466326,-0.310688443492598,-0.2974408835668,-0.361712115045448,-0.09121470096758,0.513109634231798,0.310688443492598,0.310688443492598,0.513109634231798,0.332498475438929,0.513109634231798,-0.513109634231798,-0.480918874172185,0.513109634231798,0,0.513109634231798,-0.426302510504847,0.450115572622274,-0.480918874172185,0.480918874172185
