"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.663238115475915,0.611126501810381,0.310177397545476,0.608371057901937,0.35674099820832,-0.718754057209643,-0.611126501810381,-0.611126501810381,-0.718754057209643,-0.175734898764498,-0.718754057209643,0.718754057209643,0.668679585955547,-0.718754057209643,0,-0.718754057209643,0.563091843397968,-0.592446970784377,0.668679585955547,-0.668679585955547
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.499441234263774,0.320102131376715,0.097923535468617,0.352600820023254,0.149343976708025,-0.477120427026474,-0.320102131376715,-0.320102131376715,-0.477120427026474,-0.029291691971057,-0.477120427026474,0.477120427026474,0.451988881048022,-0.477120427026474,0,-0.477120427026474,0.3898591712663,-0.399270096793793,0.451988881048022,-0.451988881048022
"TGFB",0.34940147122805,0.301502877793022,0.176377682403302,0.328504970761299,0.157301329420499,-0.330554921279543,-0.301502877793022,-0.301502877793022,-0.330554921279543,-0.0673348158193965,-0.330554921279543,0.330554921279543,0.310160748186141,-0.330554921279543,0,-0.330554921279543,0.289521589308977,-0.305938731876605,0.310160748186141,-0.310160748186141
"SNAIL1",0.365364291999923,0.315919807104143,0.182653324402998,0.34649619455457,0.0647279822304757,-0.34940147122805,-0.315919807104143,-0.315919807104143,-0.34940147122805,-0.0696292999403508,-0.34940147122805,0.34940147122805,0.330554921279543,-0.34940147122805,0,-0.34940147122805,0.30523485776376,-0.31916940910788,0.330554921279543,-0.330554921279543
"MIR340",-0.718754057209643,-0.571444542387972,-0.292259042917867,-0.558387318064538,-0.337724391239906,0.668679585955547,0.571444542387972,0.571444542387972,0.668679585955547,0.167289900322616,0.668679585955547,-0.668679585955547,-0.610820622489107,0.668679585955547,0,0.668679585955547,-0.519878414141373,0.55604733630372,-0.610820622489107,0.610820622489107
"MIR34",-0.34940147122805,-0.301502877793022,-0.176377682403302,-0.328504970761299,-0.157301329420499,0.330554921279543,0.301502877793022,0.301502877793022,0.330554921279543,0.0673348158193965,0.330554921279543,-0.330554921279543,-0.310160748186141,0.330554921279543,0,0.330554921279543,-0.289521589308977,0.305938731876605,-0.310160748186141,0.310160748186141
"MIR200",-0.60296679408086,-0.568137516542109,-0.266288563535114,-0.667907307307532,-0.302052872225567,0.565064843632784,0.568137516542109,0.568137516542109,0.565064843632784,0.136660597419214,0.565064843632784,-0.565064843632784,-0.520254717050506,0.565064843632784,0,0.565064843632784,-0.52357648491609,0.546758519320397,-0.520254717050506,0.520254717050506
"MIR190",-0.330554921279543,-0.284980227884669,-0.168942574616236,-0.407215259997904,-0.149873288566274,0.310160748186141,0.284980227884669,0.284980227884669,0.310160748186141,0.0632433068004788,0.310160748186141,-0.310160748186141,-0.284596838411705,0.310160748186141,0,0.310160748186141,-0.271675541673492,0.290896404982747,-0.284596838411705,0.284596838411705
"MIR129",-0.477120427026474,-0.300299236396733,-0.189136924589956,-0.327326094748529,-0.139669213430956,0.451988881048022,0.300299236396733,0.300299236396733,0.451988881048022,0.0253419143095346,0.451988881048022,-0.451988881048022,-0.422480684326711,0.451988881048022,0,0.451988881048022,-0.368216460794021,0.381123181001625,-0.422480684326711,0.422480684326711
