"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.331936060406168,0.383294023213323,0.292096267060764,0.381100026824384,0.265490687051427,0.419192859835729,-0.383294023213323,-0.383294023213323,-0.419192859835729,-0.292096267060764,-0.419192859835729,0.419192859835729,0.403196434455926,-0.419192859835729,0,-0.419192859835729,0.373135686819823,-0.39062450860213,0.403196434455926,-0.403196434455926
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.445913230726139,0.308597006171313,0.293050957177335,0.335953365638819,0.18894001226453,0.433700287093571,-0.308597006171313,-0.308597006171313,-0.433700287093571,-0.426315815896854,-0.433700287093571,0.433700287093571,0.418491066346891,-0.433700287093571,0,-0.433700287093571,0.428706190520194,-0.459547272144938,0.418491066346891,-0.418491066346891
"TGFB",0.276158612354607,0.265312147671828,0.243246809957161,0.289309695199453,0.156367601417815,0.267228201879397,-0.265312147671828,-0.265312147671828,-0.267228201879397,-0.243246809957161,-0.267228201879397,0.267228201879397,0.256088527500648,-0.267228201879397,0,-0.267228201879397,0.269538211894201,-0.289731978831209,0.256088527500648,-0.256088527500648
"SNAIL1",0.283250954241857,0.27234501574927,0.249218546775274,0.300279953609985,0.0619715665629102,0.276158612354607,-0.27234501574927,-0.27234501574927,-0.276158612354607,-0.249218546775274,-0.276158612354607,0.276158612354607,0.267228201879397,-0.276158612354607,0,-0.276158612354607,0.280148228509439,-0.297206937718935,0.267228201879397,-0.267228201879397
"MIR340",-0.419192859835729,-0.36931120471579,-0.279849461202241,-0.36285612438536,-0.257252328210659,-0.403196434455926,0.36931120471579,0.36931120471579,0.403196434455926,0.279849461202241,0.403196434455926,-0.403196434455926,-0.383230419162807,0.403196434455926,0,0.403196434455926,-0.355725614877377,0.376460634097104,-0.383230419162807,0.383230419162807
"MIR34",-0.276158612354607,-0.265312147671828,-0.243246809957161,-0.289309695199453,-0.156367601417815,-0.267228201879397,0.265312147671828,0.265312147671828,0.267228201879397,0.243246809957161,0.267228201879397,-0.267228201879397,-0.256088527500648,0.267228201879397,0,0.267228201879397,-0.269538211894201,0.289731978831209,-0.256088527500648,0.256088527500648
"MIR200",-0.385735352791465,-0.430288180995773,-0.292355973850524,-0.531280111374607,-0.257601248808938,-0.37173078417435,0.430288180995773,0.430288180995773,0.37173078417435,0.292355973850524,0.37173078417435,-0.37173078417435,-0.354161163921186,0.37173078417435,0,0.37173078417435,-0.418204468310498,0.435146060218668,-0.354161163921186,0.354161163921186
"MIR190",-0.267228201879397,-0.254445428635431,-0.23361196613842,-0.377882478509079,-0.15232860420333,-0.256088527500648,0.254445428635431,0.254445428635431,0.256088527500648,0.23361196613842,0.256088527500648,-0.256088527500648,-0.24205343978135,0.256088527500648,0,0.256088527500648,-0.259010079343286,0.279334757211934,-0.24205343978135,0.24205343978135
"MIR129",-0.433700287093571,-0.294368487538729,-0.380446354666874,-0.319413495252795,-0.182503893148296,-0.418491066346891,0.294368487538729,0.294368487538729,0.418491066346891,0.413734073809488,0.418491066346891,-0.418491066346891,-0.399116997792495,0.418491066346891,0,0.418491066346891,-0.413264712080769,0.445623545500454,-0.399116997792495,0.399116997792495
