"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR200","MIR129","MIR34","SNAIL1","TWIST1","TGFB","HA","CD44s","ZEB1","HAS2"
"GRHL2",0.840735217044548,0.840735217044548,0.840735217044548,0.840735217044548,0.840735217044548,0.863401883711215,0.777081856167412,0.298718415676577,0.257096714654854,-0.290706673161078,-0.298718415676577,-0.736732616991463,-0.763401883711215,-0.763401883711215,-0.909644535891184,-0.840735217044548
"MIR340",0.732592028433613,0.732592028433613,0.732592028433613,0.732592028433613,0.732592028433613,0.654814250655835,0.667639709835224,0.261547751765143,0.140418118466899,-0.186379121252414,-0.261547751765143,-0.631319195415386,-0.654814250655835,-0.654814250655835,-0.798081316215894,-0.732592028433613
"MIR1199",0.732592028433613,0.732592028433613,0.732592028433613,0.732592028433613,0.732592028433613,0.654814250655835,0.667639709835224,0.261547751765143,0.140418118466899,-0.186379121252414,-0.261547751765143,-0.631319195415386,-0.654814250655835,-0.654814250655835,-0.798081316215894,-0.732592028433613
"CD24",0.732592028433613,0.732592028433613,0.732592028433613,0.732592028433613,0.732592028433613,0.654814250655835,0.667639709835224,0.261547751765143,0.140418118466899,-0.186379121252414,-0.261547751765143,-0.631319195415386,-0.654814250655835,-0.654814250655835,-0.798081316215894,-0.732592028433613
"ESRP1",0.654814250655835,0.654814250655835,0.654814250655835,0.654814250655835,0.654814250655835,0.578745874587459,0.611499358958031,0.243599033816425,0.142857142857143,-0.140418118466899,-0.243599033816425,-0.556054177747542,-0.578745874587459,-0.678745874587459,-0.732592028433613,-0.654814250655835
"MIR200",0.585417253197748,0.585417253197748,0.585417253197748,0.585417253197748,0.585417253197748,0.532178236071911,0.594954685497859,0.272282975878374,0.143330300293771,-0.173742998706469,-0.272282975878374,-0.692044659880334,-0.532178236071911,-0.532178236071911,-0.629195030975526,-0.585417253197748
"MIR129",0.552863551343217,0.552863551343217,0.552863551343217,0.552863551343217,0.552863551343217,0.510116193033899,0.38570197672565,0.406265531313454,0.171888145307416,-0.18630820800334,-0.373548375660024,-0.407777032049478,-0.510116193033899,-0.510116193033899,-0.592319333656142,-0.552863551343217
"MIR34",0.347747716925331,0.347747716925331,0.347747716925331,0.347747716925331,0.347747716925331,0.323989041004349,0.31518754585272,0.233508444342,0.139222007549027,-0.141000749414537,-0.233508444342,-0.340017004529161,-0.323989041004349,-0.323989041004349,-0.370333386707263,-0.347747716925331
"MIR190",0.323989041004349,0.323989041004349,0.323989041004349,0.323989041004349,0.323989041004349,0.294890074977761,0.293429304094478,0.220781171614728,0.121835776510521,-0.139222007549027,-0.220781171614728,-0.417270735872444,-0.294890074977761,-0.294890074977761,-0.347747716925331,-0.323989041004349
"TGFB",-0.347747716925331,-0.347747716925331,-0.347747716925331,-0.347747716925331,-0.347747716925331,-0.323989041004349,-0.31518754585272,-0.233508444342,-0.139222007549027,0.141000749414537,0.233508444342,0.340017004529161,0.323989041004349,0.323989041004349,0.370333386707263,0.347747716925331
"SNAIL1",-0.370333386707263,-0.370333386707263,-0.370333386707263,-0.370333386707263,-0.370333386707263,-0.347747716925331,-0.331327849575338,-0.239378009559392,-0.141000749414537,0.0516897384679818,0.239378009559392,0.362589240027749,0.347747716925331,0.347747716925331,0.389792846166722,0.370333386707263
"TWIST1",-0.592319333656142,-0.592319333656142,-0.592319333656142,-0.592319333656142,-0.592319333656142,-0.552863551343217,-0.417580534600412,-0.421109281313454,-0.18630820800334,0.198608891374639,0.288433685567296,0.444766530299186,0.552863551343217,0.552863551343217,0.626934718271526,0.592319333656142
"HAS2",-0.654814250655835,-0.654814250655835,-0.654814250655835,-0.654814250655835,-0.654814250655835,-0.578745874587459,-0.611499358958031,-0.243599033816425,-0.142857142857143,0.140418118466899,0.243599033816425,0.556054177747542,0.678745874587459,0.578745874587459,0.732592028433613,0.654814250655835
"ZEB1",-0.798081316215894,-0.798081316215894,-0.798081316215894,-0.798081316215894,-0.798081316215894,-0.732592028433613,-0.727394311062218,-0.297648834797634,-0.186379121252414,0.194712454585748,0.297648834797634,0.696591692246818,0.732592028433613,0.732592028433613,0.761640638249792,0.798081316215894
"HA",-0.732592028433613,-0.732592028433613,-0.732592028433613,-0.732592028433613,-0.732592028433613,-0.654814250655835,-0.667639709835224,-0.261547751765143,-0.140418118466899,0.186379121252414,0.261547751765143,0.631319195415386,0.654814250655835,0.654814250655835,0.798081316215894,0.732592028433613
"CD44s",-0.732592028433613,-0.732592028433613,-0.732592028433613,-0.732592028433613,-0.732592028433613,-0.654814250655835,-0.667639709835224,-0.261547751765143,-0.140418118466899,0.186379121252414,0.261547751765143,0.631319195415386,0.654814250655835,0.654814250655835,0.798081316215894,0.732592028433613
