"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.65311032120935,0.597212992973255,0.367273770423447,0.596467333369775,0.357390210256826,-0.709222592144168,-0.597212992973255,-0.597212992973255,-0.709222592144168,-0.367273770423447,-0.709222592144168,0.709222592144168,0.661264114635518,-0.709222592144168,0,-0.709222592144168,0.555684520519251,-0.588728460785062,0.661264114635518,-0.661264114635518
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.610868739986574,0.405142053686822,0.316934846943465,0.433836700015206,0.222210811249382,-0.58012839147401,-0.405142053686822,-0.405142053686822,-0.58012839147401,-0.450255097217412,-0.58012839147401,0.58012839147401,0.544524174117968,-0.58012839147401,0,-0.58012839147401,0.50425821215156,-0.543137508304587,0.544524174117968,-0.544524174117968
"TGFB",0.365930614758479,0.315335827466755,0.253447384864693,0.340086147383723,0.171950798250046,-0.344929179580676,-0.315335827466755,-0.315335827466755,-0.344929179580676,-0.253447384864693,-0.344929179580676,0.344929179580676,0.322369326910326,-0.344929179580676,0,-0.344929179580676,0.30727094539556,-0.331405112052114,0.322369326910326,-0.322369326910326
"SNAIL1",0.383591989834534,0.330981435800884,0.262903061381023,0.360444706252884,0.0812134328813629,-0.365930614758479,-0.330981435800884,-0.330981435800884,-0.365930614758479,-0.262903061381023,-0.365930614758479,0.365930614758479,0.344929179580676,-0.365930614758479,0,-0.365930614758479,0.325544362487239,-0.346561398958656,0.344929179580676,-0.344929179580676
"MIR340",-0.709222592144168,-0.559334517175109,-0.342565534344754,-0.546627191273861,-0.337871540994748,0.661264114635518,0.559334517175109,0.559334517175109,0.661264114635518,0.342565534344754,0.661264114635518,-0.661264114635518,-0.603733712390429,0.661264114635518,0,0.661264114635518,-0.511751031301273,0.55261027433575,-0.603733712390429,0.603733712390429
"MIR34",-0.365930614758479,-0.315335827466755,-0.253447384864693,-0.340086147383723,-0.171950798250046,0.344929179580676,0.315335827466755,0.315335827466755,0.344929179580676,0.253447384864693,0.344929179580676,-0.344929179580676,-0.322369326910326,0.344929179580676,0,0.344929179580676,-0.30727094539556,0.331405112052114,-0.322369326910326,0.322369326910326
"MIR200",-0.594862680063875,-0.564514237041447,-0.329315382440408,-0.662497321928698,-0.307587746859475,0.55780222964902,0.564514237041447,0.564514237041447,0.55780222964902,0.329315382440408,0.55780222964902,-0.55780222964902,-0.512387622290426,0.55780222964902,0,0.55780222964902,-0.524073420021866,0.552382607598195,-0.512387622290426,0.512387622290426
"MIR190",-0.344929179580676,-0.296294769324016,-0.240578752156919,-0.417261681943644,-0.164317210463786,0.322369326910326,0.296294769324016,0.296294769324016,0.322369326910326,0.240578752156919,0.322369326910326,-0.322369326910326,-0.294177837548624,0.322369326910326,0,0.322369326910326,-0.287715071470059,0.313763388696105,-0.294177837548624,0.294177837548624
"MIR129",-0.58012839147401,-0.376085573112222,-0.398213385756251,-0.400685350303347,-0.209557283685829,0.544524174117968,0.376085573112222,0.376085573112222,0.544524174117968,0.431555473359271,0.544524174117968,-0.544524174117968,-0.504556800545374,0.544524174117968,0,0.544524174117968,-0.475366420294386,0.51601178400867,-0.504556800545374,0.504556800545374
"MIR1199",-0.709222592144168,-0.559334517175109,-0.342565534344754,-0.546627191273861,-0.337871540994748,0.661264114635518,0.559334517175109,0.559334517175109,0.661264114635518,0.342565534344754,0.661264114635518,-0.661264114635518,-0.603733712390429,0.661264114635518,0,0.661264114635518,-0.511751031301273,0.55261027433575,-0.603733712390429,0.603733712390429
"HAS2",0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
"HA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRHL2",-0.823123063431967,-0.682744708106079,-0.358101991817407,-0.666615908747341,-0.357048108157664,0.77257999700105,0.682744708106079,0.682744708106079,0.77257999700105,0.358101991817407,0.77257999700105,-0.77257999700105,-0.714175438596491,0.77257999700105,0,0.77257999700105,-0.632860379175747,0.673273223049369,-0.714175438596491,0.814175438596491
"EXTGFB",0.365930614758479,0.315335827466755,0.253447384864693,0.340086147383723,0.171950798250046,-0.344929179580676,-0.315335827466755,-0.315335827466755,-0.344929179580676,-0.253447384864693,-0.344929179580676,0.344929179580676,0.322369326910326,-0.344929179580676,0,-0.344929179580676,0.30727094539556,-0.331405112052114,0.322369326910326,-0.322369326910326
"ESRP1",-0.661264114635518,-0.514202787507297,-0.31471253627899,-0.493647058823529,-0.314818105880244,0.603733712390429,0.514202787507297,0.514202787507297,0.603733712390429,0.31471253627899,0.603733712390429,-0.603733712390429,-0.542539682539683,0.603733712390429,0,0.603733712390429,-0.464640975877678,0.509671615277262,-0.642539682539683,0.542539682539683
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.709222592144168,0.559334517175109,0.342565534344754,0.546627191273861,0.337871540994748,-0.661264114635518,-0.559334517175109,-0.559334517175109,-0.661264114635518,-0.342565534344754,-0.661264114635518,0.661264114635518,0.603733712390429,-0.661264114635518,0,-0.661264114635518,0.511751031301273,-0.55261027433575,0.603733712390429,-0.603733712390429
"CD24",-0.709222592144168,-0.559334517175109,-0.342565534344754,-0.546627191273861,-0.337871540994748,0.661264114635518,0.559334517175109,0.559334517175109,0.661264114635518,0.342565534344754,0.661264114635518,-0.661264114635518,-0.603733712390429,0.661264114635518,0,0.661264114635518,-0.511751031301273,0.55261027433575,-0.603733712390429,0.603733712390429
