"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR34","MIR200","MIR129","SNAIL1","TWIST1","TGFB","HA","CD44s","ZEB1","HAS2"
"GRHL2",0.792316935300012,0.792316935300012,0.792316935300012,0.792316935300012,0.792316935300012,0.828256784924072,0.708145609101901,0.708145609101901,0.350072819724518,-0.346211950750476,-0.350072819724518,-0.728256784924072,-0.728256784924072,-0.728256784924072,-0.850344952541392,-0.792316935300012
"MIR340",0.683193205753477,0.683193205753477,0.683193205753477,0.683193205753477,0.683193205753477,0.621211405955702,0.586152703139805,0.586152703139805,0.331681445540063,-0.311714193167975,-0.331681445540063,-0.621211405955702,-0.621211405955702,-0.621211405955702,-0.739785199877605,-0.683193205753477
"MIR200",0.683193205753477,0.683193205753477,0.683193205753477,0.683193205753477,0.683193205753477,0.621211405955702,0.586152703139805,0.586152703139805,0.331681445540063,-0.311714193167975,-0.331681445540063,-0.621211405955702,-0.621211405955702,-0.621211405955702,-0.739785199877605,-0.683193205753477
"MIR1199",0.683193205753477,0.683193205753477,0.683193205753477,0.683193205753477,0.683193205753477,0.621211405955702,0.586152703139805,0.586152703139805,0.331681445540063,-0.311714193167975,-0.331681445540063,-0.621211405955702,-0.621211405955702,-0.621211405955702,-0.739785199877605,-0.683193205753477
"CD24",0.683193205753477,0.683193205753477,0.683193205753477,0.683193205753477,0.683193205753477,0.621211405955702,0.586152703139805,0.586152703139805,0.331681445540063,-0.311714193167975,-0.331681445540063,-0.621211405955702,-0.621211405955702,-0.621211405955702,-0.739785199877605,-0.683193205753477
"ESRP1",0.621211405955702,0.621211405955702,0.621211405955702,0.621211405955702,0.621211405955702,0.551123429416112,0.533619369806472,0.533619369806472,0.299706923247069,-0.292633413223686,-0.299706923247069,-0.551123429416112,-0.551123429416112,-0.651123429416112,-0.683193205753477,-0.621211405955702
"MIR129",0.555017760493237,0.555017760493237,0.555017760493237,0.555017760493237,0.555017760493237,0.510536155142067,0.382463522311369,0.382463522311369,0.419440676138703,-0.190317548675221,-0.38494259975749,-0.510536155142067,-0.510536155142067,-0.510536155142067,-0.592930803971498,-0.555017760493237
"MIR34",0.349913913803244,0.349913913803244,0.349913913803244,0.349913913803244,0.349913913803244,0.32575549796166,0.318772571091189,0.318772571091189,0.244531029940036,-0.155233746860508,-0.244531029940036,-0.32575549796166,-0.32575549796166,-0.32575549796166,-0.372988137351235,-0.349913913803244
"MIR190",0.32575549796166,0.32575549796166,0.32575549796166,0.32575549796166,0.32575549796166,0.295980217062783,0.296511086992249,0.296511086992249,0.229826870596158,-0.151215452185566,-0.229826870596158,-0.395980217062783,-0.295980217062783,-0.295980217062783,-0.349913913803244,-0.32575549796166
"TGFB",-0.349913913803244,-0.349913913803244,-0.349913913803244,-0.349913913803244,-0.349913913803244,-0.32575549796166,-0.318772571091189,-0.318772571091189,-0.244531029940036,0.155233746860508,0.244531029940036,0.32575549796166,0.32575549796166,0.32575549796166,0.372988137351235,0.349913913803244
"SNAIL1",-0.372988137351235,-0.372988137351235,-0.372988137351235,-0.372988137351235,-0.372988137351235,-0.349913913803244,-0.335188096205344,-0.335188096205344,-0.25237498967158,0.0672551596383509,0.25237498967158,0.349913913803244,0.349913913803244,0.349913913803244,0.392687086160092,0.372988137351235
"TWIST1",-0.592930803971498,-0.592930803971498,-0.592930803971498,-0.592930803971498,-0.592930803971498,-0.555017760493237,-0.416237856085703,-0.416237856085703,-0.440979137677165,0.198476056833729,0.306508485811317,0.555017760493237,0.555017760493237,0.555017760493237,0.62815642260323,0.592930803971498
"HAS2",-0.621211405955702,-0.621211405955702,-0.621211405955702,-0.621211405955702,-0.621211405955702,-0.551123429416112,-0.533619369806472,-0.533619369806472,-0.299706923247069,0.292633413223686,0.299706923247069,0.551123429416112,0.651123429416112,0.551123429416112,0.683193205753477,0.621211405955702
"ZEB1",-0.739785199877605,-0.739785199877605,-0.739785199877605,-0.739785199877605,-0.739785199877605,-0.683193205753477,-0.629793001288399,-0.629793001288399,-0.355319446440558,0.336431081400373,0.355319446440558,0.683193205753477,0.683193205753477,0.683193205753477,0.689960274446403,0.739785199877605
"HA",-0.683193205753477,-0.683193205753477,-0.683193205753477,-0.683193205753477,-0.683193205753477,-0.621211405955702,-0.586152703139805,-0.586152703139805,-0.331681445540063,0.311714193167975,0.331681445540063,0.621211405955702,0.621211405955702,0.621211405955702,0.739785199877605,0.683193205753477
"CD44s",-0.683193205753477,-0.683193205753477,-0.683193205753477,-0.683193205753477,-0.683193205753477,-0.621211405955702,-0.586152703139805,-0.586152703139805,-0.331681445540063,0.311714193167975,0.331681445540063,0.621211405955702,0.621211405955702,0.621211405955702,0.739785199877605,0.683193205753477
