"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.428534718697509,0.471623382681821,0.339152950016802,0.465532384473453,0.31805282195029,-0.509312960522914,-0.471623382681821,-0.471623382681821,-0.509312960522914,-0.339152950016802,-0.509312960522914,0.509312960522914,0.487060949799054,-0.509312960522914,0,-0.509312960522914,0.45561790688804,-0.47855690628952,0.487060949799054,-0.487060949799054
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.172498976271313,0.164797476435198,0.264613629313327,0.147099762322821,0.155604819423542,-0.1706026645107,-0.164797476435198,-0.164797476435198,-0.1706026645107,-0.398460014876743,-0.1706026645107,0.1706026645107,0.14797675621704,-0.1706026645107,0,-0.1706026645107,0.319833368208854,-0.374364692211524,0.14797675621704,-0.14797675621704
"TGFB",-0.0402540223010583,0.0769863385878106,0.184472443290025,0.0612399986626045,0.0870745450504758,0.0332067955833887,-0.0769863385878106,-0.0769863385878106,0.0332067955833887,-0.184472443290025,0.0332067955833887,-0.0332067955833887,-0.0471742334582816,0.0332067955833887,0,0.0332067955833887,0.10564215492216,-0.141393217839475,-0.0471742334582816,0.0471742334582816
"SNAIL1",-0.0345154892640811,0.0718265006769596,0.184274904921995,0.0733804179702593,-0.0108229687395953,0.0402540223010583,-0.0718265006769596,-0.0718265006769596,0.0402540223010583,-0.184274904921995,0.0402540223010583,-0.0402540223010583,-0.0332067955833887,0.0402540223010583,0,0.0402540223010583,0.115468881720166,-0.137715538066713,-0.0332067955833887,0.0332067955833887
"MIR340",-0.509312960522914,-0.452010880397047,-0.321857842506674,-0.437142140571014,-0.306525632109847,0.487060949799054,0.452010880397047,0.452010880397047,0.487060949799054,0.321857842506674,0.487060949799054,-0.487060949799054,-0.455540134166088,0.487060949799054,0,0.487060949799054,-0.429191048374851,0.458727481982484,-0.455540134166088,0.455540134166088
"MIR34",0.0402540223010583,-0.0769863385878106,-0.184472443290025,-0.0612399986626045,-0.0870745450504758,-0.0332067955833887,0.0769863385878106,0.0769863385878106,-0.0332067955833887,0.184472443290025,-0.0332067955833887,0.0332067955833887,0.0471742334582816,-0.0332067955833887,0,-0.0332067955833887,-0.10564215492216,0.141393217839475,0.0471742334582816,-0.0471742334582816
"MIR200",-0.387590122153199,-0.427375583872102,-0.291327911345554,-0.533314497944224,-0.257224268547182,0.368735790752742,0.427375583872102,0.427375583872102,0.368735790752742,0.291327911345554,0.368735790752742,-0.368735790752742,-0.357343385689451,0.368735790752742,0,0.368735790752742,-0.419395165126927,0.432602310542655,-0.357343385689451,0.357343385689451
"MIR190",0.0332067955833887,-0.0659625103605259,-0.180908870918709,-0.177029472346815,-0.0892565320514043,-0.0471742334582816,0.0659625103605259,0.0659625103605259,-0.0471742334582816,0.180908870918709,-0.0471742334582816,0.0471742334582816,0.0288784941099107,-0.0471742334582816,0,-0.0471742334582816,-0.117620063103037,0.132558835378003,0.0288784941099107,-0.0288784941099107
"MIR129",-0.1706026645107,-0.146226487830332,-0.354153378267302,-0.149720218789431,-0.152325006057273,0.14797675621704,0.146226487830332,0.146226487830332,0.14797675621704,0.38802318516186,0.14797675621704,-0.14797675621704,-0.151702538631347,0.14797675621704,0,0.14797675621704,-0.31975123268524,0.357702291392481,-0.151702538631347,0.151702538631347
"MIR1199",-0.509312960522914,-0.452010880397047,-0.321857842506674,-0.437142140571014,-0.306525632109847,0.487060949799054,0.452010880397047,0.452010880397047,0.487060949799054,0.321857842506674,0.487060949799054,-0.487060949799054,-0.455540134166088,0.487060949799054,0,0.487060949799054,-0.429191048374851,0.458727481982484,-0.455540134166088,0.455540134166088
