"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.6349510707675,0.573279179919069,0.303214569388151,0.582639596222263,0.28238496374589,-0.696049165908582,-0.573279179919069,-0.573279179919069,-0.696049165908582,-0.303214569388151,-0.696049165908582,0.696049165908582,0.651396201952669,-0.696049165908582,0,-0.696049165908582,0.534041841428371,-0.559554327674504,0.651396201952669,-0.651396201952669
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.109530157971057,0.0692539781258544,0.0229633617798969,0.0756084279993466,0.0132930554224873,-0.103110533753938,-0.0692539781258544,-0.0692539781258544,-0.103110533753938,-0.045426191211091,-0.103110533753938,0.103110533753938,0.0947667602635847,-0.103110533753938,0,-0.103110533753938,0.159426328109234,-0.161596372669583,0.0947667602635847,-0.0947667602635847
"TGFB",0.292288021633419,0.232154734545894,0.161374267784087,0.270330127664222,0.0697007282515424,-0.279532394150706,-0.232154734545894,-0.232154734545894,-0.279532394150706,-0.161374267784087,-0.279532394150706,0.279532394150706,0.264450988837938,-0.279532394150706,0,-0.279532394150706,0.232446824228953,-0.249248484298529,0.264450988837938,-0.264450988837938
"SNAIL1",0.30332055345803,0.241528890331576,0.165796088176125,0.282925609542981,-0.0268217755457236,-0.292288021633419,-0.241528890331576,-0.241528890331576,-0.292288021633419,-0.165796088176125,-0.292288021633419,0.292288021633419,0.279532394150706,-0.292288021633419,0,-0.292288021633419,0.243033104789123,-0.257904486690516,0.279532394150706,-0.279532394150706
"MIR340",-0.696049165908582,-0.540140813989623,-0.287228280824735,-0.538379433620637,-0.270271645608475,0.651396201952669,0.540140813989623,0.540140813989623,0.651396201952669,0.287228280824735,0.651396201952669,-0.651396201952669,-0.598465020984105,0.651396201952669,0,0.651396201952669,-0.496631769485925,0.528911622831372,-0.598465020984105,0.598465020984105
"MIR34",-0.292288021633419,-0.232154734545894,-0.161374267784087,-0.270330127664222,-0.0697007282515424,0.279532394150706,0.232154734545894,0.232154734545894,0.279532394150706,0.161374267784087,0.279532394150706,-0.279532394150706,-0.264450988837938,0.279532394150706,0,0.279532394150706,-0.232446824228953,0.249248484298529,-0.264450988837938,0.264450988837938
"MIR200",-0.570693757112082,-0.521459223275144,-0.257820351462844,-0.634427169945886,-0.224458969967948,0.538168717575973,0.521459223275144,0.521459223275144,0.538168717575973,0.257820351462844,0.538168717575973,-0.538168717575973,-0.499637072006353,0.538168717575973,0,0.538168717575973,-0.486550160931856,0.507104252686206,-0.499637072006353,0.499637072006353
"MIR190",-0.279532394150706,-0.221078536588314,-0.156226885469965,-0.355963129086697,-0.0656617310370577,0.264450988837938,0.221078536588314,0.221078536588314,0.264450988837938,0.156226885469965,0.264450988837938,-0.264450988837938,-0.247157755755231,0.264450988837938,0,0.264450988837938,-0.220399879113316,0.239068323673393,-0.247157755755231,0.247157755755231
"MIR129",-0.103110533753938,-0.063371625184678,-0.120452901528851,-0.0687050749421473,-0.010918964575774,0.0947667602635847,0.063371625184678,0.063371625184678,0.0947667602635847,0.0429412317551663,0.0947667602635847,-0.0947667602635847,-0.0868681015452539,0.0947667602635847,0,0.0947667602635847,-0.153430434885415,0.156119024320466,-0.0868681015452539,0.0868681015452539
