"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.673586948394169,0.618481420707182,0.373150449255108,0.613526608956928,0.365735076136451,-0.726352559069528,-0.618481420707182,-0.618481420707182,-0.726352559069528,-0.373150449255108,-0.726352559069528,0.726352559069528,0.673775853677809,-0.726352559069528,-0.726352559069528,0.571747010745773,-0.607304819443006,0.673775853677809,-0.673775853677809
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.625105025722931,0.416255851857437,0.319336709287941,0.443680075214253,0.226230410682729,-0.591649910900384,-0.416255851857437,-0.416255851857437,-0.591649910900384,-0.452652125834382,-0.591649910900384,0.591649910900384,0.553839838236891,-0.591649910900384,-0.591649910900384,0.51253583170648,-0.552318147197946,0.553839838236891,-0.553839838236891
"TGFB",0.373880879274332,0.320525591891966,0.254485532728086,0.344261658083387,0.173776805989133,-0.351679908257707,-0.320525591891966,-0.320525591891966,-0.351679908257707,-0.254485532728086,-0.351679908257707,0.351679908257707,0.327172624624459,-0.351679908257707,-0.351679908257707,0.31069329642413,-0.335956074145164,0.327172624624459,-0.327172624624459
"SNAIL1",0.393309046580858,0.337283808911327,0.26443842742494,0.366315940547226,0.0836337090189513,-0.373880879274332,-0.337283808911327,-0.337283808911327,-0.373880879274332,-0.26443842742494,-0.373880879274332,0.373880879274332,0.351679908257707,-0.373880879274332,-0.373880879274332,0.330394222130278,-0.352131885178204,0.351679908257707,-0.351679908257707
"MIR340",-0.726352559069528,-0.576642634379271,-0.346942907964987,-0.561331487005709,-0.344764708178131,0.673775853677809,0.576642634379271,0.576642634379271,0.673775853677809,0.346942907964987,0.673775853677809,-0.673775853677809,-0.613707884264046,0.673775853677809,0.673775853677809,-0.525655883647452,0.567615510883761,-0.613707884264046,0.613707884264046
"MIR34",-0.373880879274332,-0.320525591891966,-0.254485532728086,-0.344261658083387,-0.173776805989133,0.351679908257707,0.320525591891966,0.320525591891966,0.351679908257707,0.254485532728086,0.351679908257707,-0.351679908257707,-0.327172624624459,0.351679908257707,0.351679908257707,-0.31069329642413,0.335956074145164,-0.327172624624459,0.327172624624459
"MIR200",-0.616105904082044,-0.577458881642396,-0.332641922163691,-0.675246417178047,-0.312781842332719,0.575041064862223,0.577458881642396,0.577458881642396,0.575041064862223,0.332641922163691,0.575041064862223,-0.575041064862223,-0.52759802688754,0.575041064862223,0.575041064862223,-0.534696918730826,0.564319758297866,-0.52759802688754,0.52759802688754
"MIR190",-0.351679908257707,-0.29997047275083,-0.241155132376128,-0.420695987149295,-0.165605961049486,0.327172624624459,0.29997047275083,0.29997047275083,0.327172624624459,0.241155132376128,0.327172624624459,-0.327172624624459,-0.298350569486614,0.327172624624459,0.327172624624459,-0.290430956072042,0.316963237157971,-0.298350569486614,0.298350569486614
"MIR129",-0.591649910900384,-0.385396597160794,-0.399880642342335,-0.407923524073087,-0.212493619136139,0.553839838236891,0.385396597160794,0.385396597160794,0.553839838236891,0.433217127142255,0.553839838236891,-0.553839838236891,-0.511216887417219,0.553839838236891,0.553839838236891,-0.481365400494981,0.523498080650723,-0.511216887417219,0.511216887417219
