Cycles,Edge_count
"ZEB1,CDH1,EMT,VIM",4
"SNAIL1,TWIST1,CDH1",3
"ZEB1,TWIST1,CDH1",3
"SNAIL1,MIR-129,TWIST1",3
SNAIL1,1
"ZEB1,SNAIL1,CDH1",3
"MIR-200,TGFB,SNAIL1",3
"ZEB1,MIR-190,TGFB,SNAIL1",4
"ZEB1,MIR-200,SNAIL1",3
"ZEB1,MIR-34,SNAIL1",3
"ESRP1,CD44s,ZEB1",3
"HAS2,HA,ZEB1",3
"GRHL2,CD24,ZEB1",3
