"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.693076875655207,-0.823709131414156,1,-0.0567945943594579,1,-1,-1,1,0.671840658150939,1,0.822097892928092,0.724130253862624,1,-0.671840658150939,-0.843333350595898,-0.568464253150299,-0.865374765749559,-1
"CD44s",-1,1,-0.693076875655207,0.823709131414156,-1,0.0567945943594579,-1,1,1,-1,-0.671840658150939,-1,-0.822097892928092,-0.724130253862624,-1,0.671840658150939,0.843333350595898,0.5684642531503,0.865374765749559,1
"CDH1",0.693076875655207,-0.693076875655207,1,-0.855366685553739,0.693076875655207,-0.287987830287763,0.693076875655207,-0.693076875655207,-0.693076875655207,0.693076875655207,0.978763743287648,0.693076875655207,0.82850725098047,0.926474735312812,0.693076875655207,-0.978763743287648,-0.807270809177447,-0.875387183577495,-0.806877399139106,-0.693076875655207
"EMT",-0.823709131414156,0.823709131414156,-0.855366685553739,1,-0.823709131414156,0.191028216400071,-0.823709131414156,0.823709131414156,0.823709131414156,-0.823709131414156,-0.848154375716529,-0.823709131414156,-0.839345675776189,-0.845955839226585,-0.823709131414156,0.848154375716529,0.832529676852047,0.730755852910429,0.951518692530098,0.823709131414156
"ESRP1",1,-1,0.693076875655207,-0.823709131414156,1,-0.0567945943594579,1,-1,-1,1,0.671840658150939,1,0.822097892928092,0.724130253862624,1,-0.671840658150939,-0.843333350595898,-0.568464253150299,-0.865374765749559,-1
"EX-TGFB",-0.0567945943594579,0.0567945943594579,-0.287987830287763,0.191028216400071,-0.0567945943594579,1,-0.0567945943594579,0.0567945943594579,0.0567945943594579,-0.0567945943594579,-0.309224022221658,-0.0567945943594579,-0.158967254374575,-0.256934629366776,-0.0567945943594579,0.309224022221658,0.137731474096462,0.16337520741217,0.159772767035121,0.0567945943594579
"GRHL2",1,-1,0.693076875655207,-0.823709131414156,1,-0.0567945943594579,1,-1,-1,1,0.671840658150939,1,0.822097892928092,0.724130253862624,1,-0.671840658150939,-0.843333350595898,-0.568464253150299,-0.865374765749559,-1
"HA",-1,1,-0.693076875655207,0.823709131414156,-1,0.0567945943594579,-1,1,1,-1,-0.671840658150939,-1,-0.822097892928092,-0.724130253862624,-1,0.671840658150939,0.843333350595898,0.5684642531503,0.865374765749559,1
"HAS2",-1,1,-0.693076875655207,0.823709131414156,-1,0.0567945943594579,-1,1,1,-1,-0.671840658150939,-1,-0.822097892928092,-0.724130253862624,-1,0.671840658150939,0.843333350595898,0.5684642531503,0.865374765749559,1
"MIR-1199",1,-1,0.693076875655207,-0.823709131414156,1,-0.0567945943594579,1,-1,-1,1,0.671840658150939,1,0.822097892928092,0.724130253862624,1,-0.671840658150939,-0.843333350595898,-0.568464253150299,-0.865374765749559,-1
"MIR-129",0.671840658150939,-0.671840658150939,0.978763743287648,-0.848154375716529,0.671840658150939,-0.309224022221658,0.671840658150939,-0.671840658150939,-0.671840658150939,0.671840658150939,1,0.671840658150939,0.849743592076174,0.947711060213653,0.671840658150939,-1,-0.82850709060805,-0.854150902146892,-0.806476716352838,-0.671840658150939
"MIR-190",1,-1,0.693076875655207,-0.823709131414156,1,-0.0567945943594579,1,-1,-1,1,0.671840658150939,1,0.822097892928092,0.724130253862624,1,-0.671840658150939,-0.843333350595898,-0.568464253150299,-0.865374765749559,-1
"MIR-200",0.822097892928092,-0.822097892928092,0.82850725098047,-0.839345675776189,0.822097892928092,-0.158967254374575,0.822097892928092,-0.822097892928092,-0.822097892928092,0.822097892928092,0.849743592076174,0.822097892928092,1,0.797452757931078,0.822097892928092,-0.849743592076174,-0.978763955284672,-0.703893258144277,-0.838535754891505,-0.822097892928092
"MIR-34",0.724130253862624,-0.724130253862624,0.926474735312812,-0.845955839226585,0.724130253862624,-0.256934629366776,0.724130253862624,-0.724130253862624,-0.724130253862624,0.724130253862624,0.947711060213653,0.724130253862624,0.797452757931078,1,0.724130253862624,-0.947711060213653,-0.77621713793272,-0.801861031812475,-0.821105177639635,-0.724130253862624
"MIR-340",1,-1,0.693076875655207,-0.823709131414156,1,-0.0567945943594579,1,-1,-1,1,0.671840658150939,1,0.822097892928092,0.724130253862624,1,-0.671840658150939,-0.843333350595898,-0.568464253150299,-0.865374765749559,-1
"SNAIL1",-0.671840658150939,0.671840658150939,-0.978763743287648,0.848154375716529,-0.671840658150939,0.309224022221658,-0.671840658150939,0.671840658150939,0.671840658150939,-0.671840658150939,-1,-0.671840658150939,-0.849743592076174,-0.947711060213653,-0.671840658150939,1,0.82850709060805,0.854150902146892,0.806476716352838,0.671840658150939
"TGFB",-0.843333350595898,0.843333350595898,-0.807270809177447,0.832529676852047,-0.843333350595898,0.137731474096462,-0.843333350595898,0.843333350595898,0.843333350595898,-0.843333350595898,-0.82850709060805,-0.843333350595898,-0.978763955284672,-0.77621713793272,-0.843333350595898,0.82850709060805,1,0.682657462831779,0.838933359756716,0.843333350595898
"TWIST1",-0.568464253150299,0.5684642531503,-0.875387183577495,0.730755852910429,-0.568464253150299,0.16337520741217,-0.568464253150299,0.5684642531503,0.5684642531503,-0.568464253150299,-0.854150902146892,-0.568464253150299,-0.703893258144277,-0.801861031812475,-0.568464253150299,0.854150902146892,0.682657462831779,1,0.682266207971332,0.5684642531503
"VIM",-0.865374765749559,0.865374765749559,-0.806877399139106,0.951518692530098,-0.865374765749559,0.159772767035121,-0.865374765749559,0.865374765749559,0.865374765749559,-0.865374765749559,-0.806476716352838,-0.865374765749559,-0.838535754891505,-0.821105177639635,-0.865374765749559,0.806476716352838,0.838933359756716,0.682266207971332,1,0.865374765749559
"ZEB1",-1,1,-0.693076875655207,0.823709131414156,-1,0.0567945943594579,-1,1,1,-1,-0.671840658150939,-1,-0.822097892928092,-0.724130253862624,-1,0.671840658150939,0.843333350595898,0.5684642531503,0.865374765749559,1
