"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.314808664351709,-0.582937956556487,1,-0.0373875441685665,1,-1,-1,1,0.257471043636149,1,0.834161559757058,0.761361160513128,1,-0.626807769732328,-0.855224289823055,-0.257471043636149,-0.86804668223857,-1
"CD44s",-1,1,-0.314808664351709,0.582937956556487,-1,0.0373875441685665,-1,1,1,-1,-0.257471043636149,-1,-0.834161559757058,-0.761361160513128,-1,0.626807769732328,0.855224289823055,0.257471043636149,0.86804668223857,1
"CDH1",0.314808664351709,-0.314808664351709,1,-0.72550175192333,0.314808664351709,-0.17513877393136,0.314808664351709,-0.314808664351709,-0.314808664351709,0.314808664351709,0.918591274135658,0.314808664351709,0.449366946756151,0.522149426861567,0.314808664351709,-0.656706616562861,-0.428320289381542,-0.918591274135658,-0.432313178685656,-0.314808664351709
"EMT",-0.582937956556487,0.582937956556487,-0.72550175192333,1,-0.582937956556487,0.111576769734873,-0.582937956556487,0.582937956556487,0.582937956556487,-0.582937956556487,-0.648906358203753,-0.582937956556487,-0.620433459620103,-0.642726055902741,-0.582937956556487,0.656127095735938,0.613414590026115,0.648906358203753,0.70686456432462,0.582937956556487
"ESRP1",1,-1,0.314808664351709,-0.582937956556487,1,-0.0373875441685665,1,-1,-1,1,0.257471043636149,1,0.834161559757058,0.761361160513128,1,-0.626807769732328,-0.855224289823055,-0.257471043636149,-0.86804668223857,-1
"EX-TGFB",-0.0373875441685665,0.0373875441685665,-0.17513877393136,0.111576769734873,-0.0373875441685665,1,-0.0373875441685665,0.0373875441685665,0.0373875441685665,-0.0373875441685665,-0.0937317407889615,-0.0373875441685665,-0.137444686908905,-0.210254164942813,-0.0373875441685665,0.344779549178756,0.11638968518672,0.0937317407889615,0.136444848867467,0.0373875441685665
"GRHL2",1,-1,0.314808664351709,-0.582937956556487,1,-0.0373875441685665,1,-1,-1,1,0.257471043636149,1,0.834161559757058,0.761361160513128,1,-0.626807769732328,-0.855224289823055,-0.257471043636149,-0.86804668223857,-1
"HA",-1,1,-0.314808664351709,0.582937956556487,-1,0.0373875441685665,-1,1,1,-1,-0.257471043636149,-1,-0.834161559757058,-0.761361160513128,-1,0.626807769732328,0.855224289823055,0.257471043636149,0.86804668223857,1
"HAS2",-1,1,-0.314808664351709,0.582937956556487,-1,0.0373875441685665,-1,1,1,-1,-0.257471043636149,-1,-0.834161559757058,-0.761361160513128,-1,0.626807769732328,0.855224289823055,0.257471043636149,0.86804668223857,1
"MIR-1199",1,-1,0.314808664351709,-0.582937956556487,1,-0.0373875441685665,1,-1,-1,1,0.257471043636149,1,0.834161559757058,0.761361160513128,1,-0.626807769732328,-0.855224289823055,-0.257471043636149,-0.86804668223857,-1
"MIR-129",0.257471043636149,-0.257471043636149,0.918591274135658,-0.648906358203753,0.257471043636149,-0.0937317407889615,0.257471043636149,-0.257471043636149,-0.257471043636149,0.257471043636149,1,0.257471043636149,0.36796473814457,0.440745726746513,0.257471043636149,-0.575302468341019,-0.346917686549925,-1,-0.361338991921307,-0.257471043636149
"MIR-190",1,-1,0.314808664351709,-0.582937956556487,1,-0.0373875441685665,1,-1,-1,1,0.257471043636149,1,0.834161559757058,0.761361160513128,1,-0.626807769732328,-0.855224289823055,-0.257471043636149,-0.86804668223857,-1
"MIR-200",0.834161559757058,-0.834161559757058,0.449366946756151,-0.620433459620103,0.834161559757058,-0.137444686908905,0.834161559757058,-0.834161559757058,-0.834161559757058,0.834161559757058,0.36796473814457,0.834161559757058,1,0.845007938212032,0.834161559757058,-0.792652482714133,-0.978946602160612,-0.36796473814457,-0.862637187267715,-0.834161559757058
"MIR-34",0.761361160513128,-0.761361160513128,0.522149426861567,-0.642726055902741,0.761361160513128,-0.210254164942813,0.761361160513128,-0.761361160513128,-0.761361160513128,0.761361160513128,0.440745726746513,0.761361160513128,0.845007938212032,1,0.761361160513128,-0.865456695369896,-0.823970200914327,-0.440745726746513,-0.857217950739922,-0.761361160513128
"MIR-340",1,-1,0.314808664351709,-0.582937956556487,1,-0.0373875441685665,1,-1,-1,1,0.257471043636149,1,0.834161559757058,0.761361160513128,1,-0.626807769732328,-0.855224289823055,-0.257471043636149,-0.86804668223857,-1
"SNAIL1",-0.626807769732328,0.626807769732328,-0.656706616562861,0.656127095735938,-0.626807769732328,0.344779549178756,-0.626807769732328,0.626807769732328,0.626807769732328,-0.626807769732328,-0.575302468341019,-0.626807769732328,-0.792652482714133,-0.865456695369896,-0.626807769732328,1,0.771604307460055,0.575302468341019,0.758756179154098,0.626807769732328
"TGFB",-0.855224289823055,0.855224289823055,-0.428320289381542,0.613414590026115,-0.855224289823055,0.11638968518672,-0.855224289823055,0.855224289823055,0.855224289823055,-0.855224289823055,-0.346917686549925,-0.855224289823055,-0.978946602160612,-0.823970200914327,-0.855224289823055,0.771604307460055,1,0.346917686549925,0.862846685722841,0.855224289823055
"TWIST1",-0.257471043636149,0.257471043636149,-0.918591274135658,0.648906358203753,-0.257471043636149,0.0937317407889615,-0.257471043636149,0.257471043636149,0.257471043636149,-0.257471043636149,-1,-0.257471043636149,-0.36796473814457,-0.440745726746513,-0.257471043636149,0.575302468341019,0.346917686549925,1,0.361338991921307,0.257471043636149
"VIM",-0.86804668223857,0.86804668223857,-0.432313178685656,0.70686456432462,-0.86804668223857,0.136444848867467,-0.86804668223857,0.86804668223857,0.86804668223857,-0.86804668223857,-0.361338991921307,-0.86804668223857,-0.862637187267715,-0.857217950739922,-0.86804668223857,0.758756179154098,0.862846685722841,0.361338991921307,1,0.86804668223857
"ZEB1",-1,1,-0.314808664351709,0.582937956556487,-1,0.0373875441685665,-1,1,1,-1,-0.257471043636149,-1,-0.834161559757058,-0.761361160513128,-1,0.626807769732328,0.855224289823055,0.257471043636149,0.86804668223857,1
