"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.721245633870832,-0.77198360109897,1,-0.0574555131777802,1,-1,-1,1,0.238133967806842,1,0.734884703910548,0.612551834804274,1,-0.528325015379609,-0.775592822339634,-0.238133967806842,-0.788026465111466,-1
"CD44s",-1,1,-0.721245633870832,0.77198360109897,-1,0.0574555131777802,-1,1,1,-1,-0.238133967806842,-1,-0.734884703910548,-0.612551834804274,-1,0.528325015379609,0.775592822339634,0.238133967806842,0.788026465111466,1
"CDH1",0.721245633870832,-0.721245633870832,1,-0.843778640928323,0.721245633870832,-0.2579985328037,0.721245633870832,-0.721245633870832,-0.721245633870832,0.721245633870832,0.516887004373445,0.721245633870832,0.763363500622208,0.801061839509752,0.721245633870832,-0.807079718205263,-0.754736013760308,-0.516887004373445,-0.772383826539106,-0.721245633870832
"EMT",-0.77198360109897,0.77198360109897,-0.843778640928323,1,-0.77198360109897,0.218891495750948,-0.77198360109897,0.77198360109897,0.77198360109897,-0.77198360109897,-0.360670663795558,-0.77198360109897,-0.76356171732851,-0.769577093659619,-0.77198360109897,0.756341514245015,0.763360309331432,0.360670663795558,0.928607233249189,0.77198360109897
"ESRP1",1,-1,0.721245633870832,-0.77198360109897,1,-0.0574555131777802,1,-1,-1,1,0.238133967806842,1,0.734884703910548,0.612551834804274,1,-0.528325015379609,-0.775592822339634,-0.238133967806842,-0.788026465111466,-1
"EX-TGFB",-0.0574555131777802,0.0574555131777802,-0.2579985328037,0.218891495750948,-0.0574555131777802,1,-0.0574555131777802,0.0574555131777802,0.0574555131777802,-0.0574555131777802,-0.117820926757875,-0.0574555131777802,-0.190213694847772,-0.312544932427718,-0.0574555131777802,0.396771884059365,0.149504381723812,0.117820926757875,0.206057251963443,0.0574555131777802
"GRHL2",1,-1,0.721245633870832,-0.77198360109897,1,-0.0574555131777802,1,-1,-1,1,0.238133967806842,1,0.734884703910548,0.612551834804274,1,-0.528325015379609,-0.775592822339634,-0.238133967806842,-0.788026465111466,-1
"HA",-1,1,-0.721245633870832,0.77198360109897,-1,0.0574555131777802,-1,1,1,-1,-0.238133967806842,-1,-0.734884703910548,-0.612551834804274,-1,0.528325015379609,0.775592822339634,0.238133967806842,0.788026465111466,1
"HAS2",-1,1,-0.721245633870832,0.77198360109897,-1,0.0574555131777802,-1,1,1,-1,-0.238133967806842,-1,-0.734884703910548,-0.612551834804274,-1,0.528325015379609,0.775592822339634,0.238133967806842,0.788026465111466,1
"MIR-1199",1,-1,0.721245633870832,-0.77198360109897,1,-0.0574555131777802,1,-1,-1,1,0.238133967806842,1,0.734884703910548,0.612551834804274,1,-0.528325015379609,-0.775592822339634,-0.238133967806842,-0.788026465111466,-1
"MIR-129",0.238133967806842,-0.238133967806842,0.516887004373445,-0.360670663795558,0.238133967806842,-0.117820926757875,0.238133967806842,-0.238133967806842,-0.238133967806842,0.238133967806842,1,0.238133967806842,0.280257711468568,0.317951174984032,0.238133967806842,-0.323971958838661,-0.271624011947974,-1,-0.289272046172526,-0.238133967806842
