"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.516501065351313,-0.655022759396743,1,-0.0460052782081693,1,-1,-1,1,0.261468095407318,1,0.751202217483147,0.575489899600293,1,-0.398798514627456,-0.807429040029544,-0.261468095407318,-0.712248754169041,-1
"CD44s",-1,1,-0.516501065351313,0.655022759396743,-1,0.0460052782081693,-1,1,1,-1,-0.261468095407318,-1,-0.751202217483147,-0.575489899600293,-1,0.398798514627456,0.807429040029544,0.261468095407318,0.712248754169041,1
"CDH1",0.516501065351313,-0.516501065351313,1,-0.787967173544022,0.516501065351313,-0.220665487614514,0.516501065351313,-0.516501065351313,-0.516501065351313,0.516501065351313,0.744975575927027,0.516501065351313,0.638836693474576,0.728978133663022,0.516501065351313,-0.882341461210667,-0.599874523980452,-0.744975575927027,-0.690582423553165,-0.516501065351313
"EMT",-0.655022759396743,0.655022759396743,-0.787967173544022,1,-0.655022759396743,0.174905828684986,-0.655022759396743,0.655022759396743,0.655022759396743,-0.655022759396743,-0.532939704910659,-0.655022759396743,-0.694599021933548,-0.71045261520141,-0.655022759396743,0.743775288667961,0.681343368240603,0.532939704910659,0.902610700359444,0.655022759396743
"ESRP1",1,-1,0.516501065351313,-0.655022759396743,1,-0.0460052782081693,1,-1,-1,1,0.261468095407318,1,0.751202217483147,0.575489899600293,1,-0.398798514627456,-0.807429040029544,-0.261468095407318,-0.712248754169041,-1
"EX-TGFB",-0.0460052782081693,0.0460052782081693,-0.220665487614514,0.174905828684986,-0.0460052782081693,1,-0.0460052782081693,0.0460052782081693,0.0460052782081693,-0.0460052782081693,-0.0885388706504573,-0.0460052782081693,-0.125750208745003,-0.170518850858453,-0.0460052782081693,0.309040053490119,0.0972325306202855,0.0885388706504573,0.165874277649246,0.0460052782081693
"GRHL2",1,-1,0.516501065351313,-0.655022759396743,1,-0.0460052782081693,1,-1,-1,1,0.261468095407318,1,0.751202217483147,0.575489899600293,1,-0.398798514627456,-0.807429040029544,-0.261468095407318,-0.712248754169041,-1
"HA",-1,1,-0.516501065351313,0.655022759396743,-1,0.0460052782081693,-1,1,1,-1,-0.261468095407318,-1,-0.751202217483147,-0.575489899600293,-1,0.398798514627456,0.807429040029544,0.261468095407318,0.712248754169041,1
"HAS2",-1,1,-0.516501065351313,0.655022759396743,-1,0.0460052782081693,-1,1,1,-1,-0.261468095407318,-1,-0.751202217483147,-0.575489899600293,-1,0.398798514627456,0.807429040029544,0.261468095407318,0.712248754169041,1
"MIR-1199",1,-1,0.516501065351313,-0.655022759396743,1,-0.0460052782081693,1,-1,-1,1,0.261468095407318,1,0.751202217483147,0.575489899600293,1,-0.398798514627456,-0.807429040029544,-0.261468095407318,-0.712248754169041,-1
"MIR-129",0.261468095407318,-0.261468095407318,0.744975575927027,-0.532939704910659,0.261468095407318,-0.0885388706504573,0.261468095407318,-0.261468095407318,-0.261468095407318,0.261468095407318,1,0.261468095407318,0.383789347311532,0.473937550775835,0.261468095407318,-0.627314581391792,-0.34482879470421,-1,-0.435553877974485,-0.261468095407318
"MIR-190",1,-1,0.516501065351313,-0.655022759396743,1,-0.0460052782081693,1,-1,-1,1,0.261468095407318,1,0.751202217483147,0.575489899600293,1,-0.398798514627456,-0.807429040029544,-0.261468095407318,-0.712248754169041,-1
"MIR-200",0.751202217483147,-0.751202217483147,0.638836693474576,-0.694599021933548,0.751202217483147,-0.125750208745003,0.751202217483147,-0.751202217483147,-0.751202217483147,0.751202217483147,0.383789347311532,0.751202217483147,1,0.656404998595863,0.751202217483147,-0.64761614797723,-0.943770587545544,-0.383789347311532,-0.711659833457297,-0.751202217483147
"MIR-34",0.575489899600293,-0.575489899600293,0.728978133663022,-0.71045261520141,0.575489899600293,-0.170518850858453,0.575489899600293,-0.575489899600293,-0.575489899600293,0.575489899600293,0.473937550775835,0.575489899600293,0.656404998595863,1,0.575489899600293,-0.823312111761973,-0.625078141384624,-0.473937550775835,-0.701008629807952,-0.575489899600293
