"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.704878393007521,-0.879930423825812,1,-0.0359830591352556,1,-1,-1,1,0.175341461282395,1,0.857245794191168,0.801109835584979,1,-0.648334435627489,-0.869876960623234,-0.107175694509486,-0.899564600701622,-1
"CD44s",-1,1,-0.704878393007521,0.879930423825812,-1,0.0359830591352556,-1,1,1,-1,-0.175341461282395,-1,-0.857245794191168,-0.801109835584979,-1,0.648334435627489,0.869876960623234,0.107175694509486,0.899564600701622,1
"CDH1",0.704878393007521,-0.704878393007521,1,-0.788865480010265,0.704878393007521,-0.287868723302398,0.704878393007521,-0.704878393007521,-0.704878393007521,0.704878393007521,0.470471830911196,0.704878393007521,0.7325353659997,0.788670697574618,0.704878393007521,-0.857239450595894,-0.719904489711618,-0.402288261755975,-0.751171851337765,-0.704878393007521
"EMT",-0.879930423825812,0.879930423825812,-0.788865480010265,1,-0.879930423825812,0.128077201898729,-0.879930423825812,0.879930423825812,0.879930423825812,-0.879930423825812,-0.272973684725031,-0.879930423825812,-0.876304393053566,-0.890331437460704,-0.879930423825812,0.768414824311802,0.874902063668773,0.191146446513223,0.962307285744255,0.879930423825812
"ESRP1",1,-1,0.704878393007521,-0.879930423825812,1,-0.0359830591352556,1,-1,-1,1,0.175341461282395,1,0.857245794191168,0.801109835584979,1,-0.648334435627489,-0.869876960623234,-0.107175694509486,-0.899564600701622,-1
"EX-TGFB",-0.0359830591352556,0.0359830591352556,-0.287868723302398,0.128077201898729,-0.0359830591352556,1,-0.0359830591352556,0.0359830591352556,0.0359830591352556,-0.0359830591352556,-0.0526494645647239,-0.0359830591352556,-0.135451419073859,-0.191605304142016,-0.0359830591352556,0.344408746658244,0.122818052621567,-0.0560031242103845,0.115626722425451,0.0359830591352556
"GRHL2",1,-1,0.704878393007521,-0.879930423825812,1,-0.0359830591352556,1,-1,-1,1,0.175341461282395,1,0.857245794191168,0.801109835584979,1,-0.648334435627489,-0.869876960623234,-0.107175694509486,-0.899564600701622,-1
"HA",-1,1,-0.704878393007521,0.879930423825812,-1,0.0359830591352556,-1,1,1,-1,-0.175341461282395,-1,-0.857245794191168,-0.801109835584979,-1,0.648334435627489,0.869876960623234,0.107175694509486,0.899564600701622,1
"HAS2",-1,1,-0.704878393007521,0.879930423825812,-1,0.0359830591352556,-1,1,1,-1,-0.175341461282395,-1,-0.857245794191168,-0.801109835584979,-1,0.648334435627489,0.869876960623234,0.107175694509486,0.899564600701622,1
"MIR-1199",1,-1,0.704878393007521,-0.879930423825812,1,-0.0359830591352556,1,-1,-1,1,0.175341461282395,1,0.857245794191168,0.801109835584979,1,-0.648334435627489,-0.869876960623234,-0.107175694509486,-0.899564600701622,-1
