"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.634591805985805,-0.82501264525137,1,-0.0314522374660264,1,-1,-1,1,0.214444733905768,1,0.826419582950943,0.752253630094832,1,-0.611939060881604,-0.848473560022734,-0.214444733905768,-0.862896660055072,-1
"CD44s",-1,1,-0.634591805985805,0.82501264525137,-1,0.0314522374660264,-1,1,1,-1,-0.214444733905768,-1,-0.826419582950943,-0.752253630094832,-1,0.611939060881604,0.848473560022734,0.214444733905768,0.862896660055072,1
"CDH1",0.634591805985805,-0.634591805985805,1,-0.793950908269507,0.634591805985805,-0.3270952016701,0.634591805985805,-0.634591805985805,-0.634591805985805,0.634591805985805,0.579836782908057,0.634591805985805,0.757684706137854,0.831818848915996,0.634591805985805,-0.912403360989228,-0.735648753561758,-0.579836782908057,-0.747236210612155,-0.634591805985805
"EMT",-0.82501264525137,0.82501264525137,-0.793950908269507,1,-0.82501264525137,0.161140668079876,-0.82501264525137,0.82501264525137,0.82501264525137,-0.82501264525137,-0.373807687839992,-0.82501264525137,-0.85628517826454,-0.869516951550569,-0.82501264525137,0.786930424356797,0.850276869704122,0.373807687839992,0.953297893253556,0.82501264525137
"ESRP1",1,-1,0.634591805985805,-0.82501264525137,1,-0.0314522374660264,1,-1,-1,1,0.214444733905768,1,0.826419582950943,0.752253630094832,1,-0.611939060881604,-0.848473560022734,-0.214444733905768,-0.862896660055072,-1
"EX-TGFB",-0.0314522374660264,0.0314522374660264,-0.3270952016701,0.161140668079876,-0.0314522374660264,1,-0.0314522374660264,0.0314522374660264,0.0314522374660264,-0.0314522374660264,-0.0941638732879759,-0.0314522374660264,-0.135292757305736,-0.209433400113651,-0.0314522374660264,0.349749474144369,0.113251277956713,0.0941638732879759,0.134875231685207,0.0314522374660264
"GRHL2",1,-1,0.634591805985805,-0.82501264525137,1,-0.0314522374660264,1,-1,-1,1,0.214444733905768,1,0.826419582950943,0.752253630094832,1,-0.611939060881604,-0.848473560022734,-0.214444733905768,-0.862896660055072,-1
"HA",-1,1,-0.634591805985805,0.82501264525137,-1,0.0314522374660264,-1,1,1,-1,-0.214444733905768,-1,-0.826419582950943,-0.752253630094832,-1,0.611939060881604,0.848473560022734,0.214444733905768,0.862896660055072,1
"HAS2",-1,1,-0.634591805985805,0.82501264525137,-1,0.0314522374660264,-1,1,1,-1,-0.214444733905768,-1,-0.826419582950943,-0.752253630094832,-1,0.611939060881604,0.848473560022734,0.214444733905768,0.862896660055072,1
"MIR-1199",1,-1,0.634591805985805,-0.82501264525137,1,-0.0314522374660264,1,-1,-1,1,0.214444733905768,1,0.826419582950943,0.752253630094832,1,-0.611939060881604,-0.848473560022734,-0.214444733905768,-0.862896660055072,-1
