"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.720211276168614,-0.861909824301173,1,-0.0716471005044382,1,-1,-1,-1,0.351859365837921,1,0.873739203949259,0.795369445262912,1,-0.692352588638426,-0.887767777506329,-0.351859365837921,-0.887363168165498,-1
"CD44s",-1,1,-0.720211276168614,0.861909824301173,-1,0.0716471005044382,-1,1,1,1,-0.351859365837921,-1,-0.873739203949259,-0.795369445262912,-1,0.692352588638426,0.887767777506329,0.351859365837921,0.887363168165498,1
"CDH1",0.720211276168614,-0.720211276168614,1,-0.835855222950948,0.720211276168614,-0.304135661945706,0.720211276168614,-0.720211276168614,-0.720211276168614,-0.720211276168614,0.631656506304758,0.720211276168614,0.783947573409208,0.862310075057041,0.720211276168614,-0.916023252759446,-0.769917145923089,-0.631656506304758,-0.799577930515074,-0.720211276168614
"EMT",-0.861909824301173,0.861909824301173,-0.835855222950948,1,-0.861909824301173,0.178472791612743,-0.861909824301173,0.861909824301173,0.861909824301173,0.861909824301173,-0.467500511554054,-0.861909824301173,-0.881157367211676,-0.904600001986704,-0.861909824301173,0.830444357791822,0.876345845320189,0.467500511554054,0.963724640592252,0.861909824301173
"ESRP1",1,-1,0.720211276168614,-0.861909824301173,1,-0.0716471005044382,1,-1,-1,-1,0.351859365837921,1,0.873739203949259,0.795369445262912,1,-0.692352588638426,-0.887767777506329,-0.351859365837921,-0.887363168165498,-1
"EX-TGFB",-0.0716471005044382,0.0716471005044382,-0.304135661945706,0.178472791612743,-0.0716471005044382,1,-0.0716471005044382,0.0716471005044382,0.0716471005044382,0.0716471005044382,-0.0969181310925411,-0.0716471005044382,-0.150608360745224,-0.228977223406665,-0.0716471005044382,0.331993664582068,0.136579132789299,0.0969181310925411,0.160232221974074,0.0716471005044382
"GRHL2",1,-1,0.720211276168614,-0.861909824301173,1,-0.0716471005044382,1,-1,-1,-1,0.351859365837921,1,0.873739203949259,0.795369445262912,1,-0.692352588638426,-0.887767777506329,-0.351859365837921,-0.887363168165498,-1
"HA",-1,1,-0.720211276168614,0.861909824301173,-1,0.0716471005044382,-1,1,1,1,-0.351859365837921,-1,-0.873739203949259,-0.795369445262912,-1,0.692352588638426,0.887767777506329,0.351859365837921,0.887363168165498,1
"HAS2",-1,1,-0.720211276168614,0.861909824301173,-1,0.0716471005044382,-1,1,1,1,-0.351859365837921,-1,-0.873739203949259,-0.795369445262912,-1,0.692352588638426,0.887767777506329,0.351859365837921,0.887363168165498,1
"MIR-1199",-1,1,-0.720211276168614,0.861909824301173,-1,0.0716471005044382,-1,1,1,1,-0.351859365837921,-1,-0.873739203949259,-0.795369445262912,-1,0.692352588638426,0.887767777506329,0.351859365837921,0.887363168165498,1
"MIR-129",0.351859365837921,-0.351859365837921,0.631656506304758,-0.467500511554054,0.351859365837921,-0.0969181310925411,0.351859365837921,-0.351859365837921,-0.351859365837921,-0.351859365837921,1,0.351859365837921,0.415623733146391,0.493965615945151,0.351859365837921,-0.596987717482293,-0.401590294513806,-1,-0.431233882293638,-0.351859365837921
"MIR-190",1,-1,0.720211276168614,-0.861909824301173,1,-0.0716471005044382,1,-1,-1,-1,0.351859365837921,1,0.873739203949259,0.795369445262912,1,-0.692352588638426,-0.887767777506329,-0.351859365837921,-0.887363168165498,-1
