"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.369412954784831,-0.77242327017709,1,-0.0370103580941503,1,-1,-1,1,0.212216722566291,1,0.791672032032142,0.966315688097545,1,-0.0698751964821831,-0.818540376491218,-0.212216722566291,-0.839995135561059,-1
"CD44s",-1,1,-0.369412954784831,0.77242327017709,-1,0.0370103580941503,-1,1,1,-1,-0.212216722566291,-1,-0.791672032032142,-0.966315688097545,-1,0.0698751964821831,0.818540376491218,0.212216722566291,0.839995135561059,1
"CDH1",0.369412954784831,-0.369412954784831,1,-0.572926998375121,0.369412954784831,-0.242118038665532,0.369412954784831,-0.369412954784831,-0.369412954784831,0.369412954784831,0.842805297102089,0.369412954784831,0.475479815192255,0.403099459459661,0.369412954784831,-0.593787381888367,-0.44861181128696,-0.842805297102089,-0.493325290895874,-0.369412954784831
"EMT",-0.77242327017709,0.77242327017709,-0.572926998375121,1,-0.77242327017709,0.207249210544723,-0.77242327017709,0.77242327017709,0.77242327017709,-0.77242327017709,-0.415728472091944,-0.77242327017709,-0.7750258303844,-0.784458537578615,-0.77242327017709,0.297451698996057,0.772618795827174,0.415728472091944,0.920399853165688,0.77242327017709
"ESRP1",1,-1,0.369412954784831,-0.77242327017709,1,-0.0370103580941503,1,-1,-1,1,0.212216722566291,1,0.791672032032142,0.966315688097545,1,-0.0698751964821831,-0.818540376491218,-0.212216722566291,-0.839995135561059,-1
"EX-TGFB",-0.0370103580941503,0.0370103580941503,-0.242118038665532,0.207249210544723,-0.0370103580941503,1,-0.0370103580941503,0.0370103580941503,0.0370103580941503,-0.0370103580941503,-0.0849234368781558,-0.0370103580941503,-0.146692381978164,-0.070691086825304,-0.0370103580941503,0.544063092015524,0.119826029793641,0.0849234368781558,0.157313519655647,0.0370103580941503
"GRHL2",1,-1,0.369412954784831,-0.77242327017709,1,-0.0370103580941503,1,-1,-1,1,0.212216722566291,1,0.791672032032142,0.966315688097545,1,-0.0698751964821831,-0.818540376491218,-0.212216722566291,-0.839995135561059,-1
"HA",-1,1,-0.369412954784831,0.77242327017709,-1,0.0370103580941503,-1,1,1,-1,-0.212216722566291,-1,-0.791672032032142,-0.966315688097545,-1,0.0698751964821831,0.818540376491218,0.212216722566291,0.839995135561059,1
"HAS2",-1,1,-0.369412954784831,0.77242327017709,-1,0.0370103580941503,-1,1,1,-1,-0.212216722566291,-1,-0.791672032032142,-0.966315688097545,-1,0.0698751964821831,0.818540376491218,0.212216722566291,0.839995135561059,1
"MIR-1199",1,-1,0.369412954784831,-0.77242327017709,1,-0.0370103580941503,1,-1,-1,1,0.212216722566291,1,0.791672032032142,0.966315688097545,1,-0.0698751964821831,-0.818540376491218,-0.212216722566291,-0.839995135561059,-1
