states,flag,Avg0,SD0,frust0,Avg1,SD1,frust1,Avg2,SD2,frust2
'10101110011111100000',1,0.11696666666666666,0.001732692189115606,0.05128205128205128,0.11786666666666668,0.001922382780706166,0.05128205128205128,,,
'01010101100000011111',1,0.18303333333333335,0.000659966329107437,0.02564102564102564,0.2815666666666667,0.00429676881181919,0.02564102564102564,,,
'10011110010110110110',1,0.012533333333333334,0.0004988876515698588,0.20512820512820512,0.008100000000000001,0.0011775681155103796,0.20512820512820512,,,
'10101010011111100000',1,0.17800000000000002,0.005263712251507174,0.02564102564102564,0.2803333333333333,0.0022095751225568697,0.02564102564102564,,,
'01110001101010000011',1,0.0044666666666666665,0.0007133644853010899,0.2564102564102564,0.010333333333333333,0.0005249338582674546,0.2564102564102564,,,
'01010001100000011111',1,0.11820000000000001,0.0033296646477786124,0.05128205128205128,0.11626666666666667,0.0012498888839501748,0.05128205128205128,,,
'01110001101001001011',1,0.009566666666666666,0.0007408703590297621,0.23076923076923078,0.0112,0.0004546060565661953,0.23076923076923078,,,
'01100101101010000001',1,0.004233333333333333,0.0005436502143433365,0.2564102564102564,0.0029,0.00035590260840104364,0.2564102564102564,,,
'01100001101000001001',1,0.013566666666666666,0.0007408703590297621,0.20512820512820512,0.010233333333333332,0.0008219218670625302,0.20512820512820512,,,
'01110001101000001011',1,0.020766666666666666,0.0011897712198383164,0.23076923076923078,0.021333333333333333,0.0008806563209081942,0.23076923076923078,,,
'10001110010111110100',1,0.022566666666666665,0.0008730533902472542,0.23076923076923078,0.020833333333333332,0.0013274871834493243,0.23076923076923078,,,
'10011110010101111110',1,0.005033333333333333,0.0006847546194724713,0.23076923076923078,0.006466666666666667,0.0004109609335312651,0.23076923076923078,,,
'10001110010101111100',1,0.0057,0.0004320493798938574,0.2564102564102564,0.010666666666666666,0.0002494438257849293,0.2564102564102564,,,
'01100001101001001001',1,0.013533333333333333,0.0006128258770283408,0.20512820512820512,0.010533333333333334,0.00038586123009300735,0.20512820512820512,,,
'10011110010100110110',1,0.0021666666666666666,0.00024944382578492944,0.2564102564102564,0.0017666666666666666,0.00012472191289246467,0.2564102564102564,,,
'10001010010101111100',1,0.003533333333333333,0.00012472191289246486,0.28205128205128205,0.0032666666666666664,0.0005312459150169743,0.28205128205128205,,,
'10011010010100111110',1,0.0034999999999999996,0.00021602468994692865,0.2564102564102564,0.0032333333333333333,0.00032998316455372216,0.2564102564102564,,,
'10011110010100111110',1,0.005566666666666667,0.0004714045207910317,0.23076923076923078,0.006633333333333334,0.0005557777333511022,0.23076923076923078,,,
'01100101101011000001',1,0.003533333333333333,0.0003771236166328253,0.2564102564102564,0.003366666666666667,0.00016996731711975941,0.2564102564102564,,,
'10011110010111110110',1,0.013933333333333332,0.0013274871834493254,0.20512820512820512,0.010799999999999999,0.0003265986323710906,0.20512820512820512,,,
'10011110010101110110',1,0.0021,0.0001632993161855452,0.2564102564102564,0.0020333333333333336,0.00033993463423951905,0.2564102564102564,,,
'10001110010110110100',1,0.009099999999999999,0.0009416297927883686,0.23076923076923078,0.0094,0.0011775681155103796,0.23076923076923078,,,
'10001110010100111100',1,0.0029666666666666665,0.0003681787005729086,0.2564102564102564,0.0067666666666666665,0.0002867441755680876,0.2564102564102564,,,
'01110001101011000011',1,0.0037,0.0001632993161855451,0.2564102564102564,0.006166666666666667,0.00041899350299921784,0.2564102564102564,,,
'10001010010100111100',1,0.0031,0.000496655480858378,0.28205128205128205,0.0028666666666666667,0.0003858612300930074,0.28205128205128205,,,
'01110101101011000011',1,0.0024,0.0003559026084010437,0.28205128205128205,0.0028,0.0005099019513592786,0.28205128205128205,,,
'01100001101010001001',1,0.0019666666666666665,0.0004714045207910317,0.2564102564102564,0.002166666666666667,0.0006944222218666554,0.2564102564102564,,,
'01110101101010000011',1,0.0032333333333333333,0.0003858612300930074,0.28205128205128205,0.0034,0.0001632993161855451,0.28205128205128205,,,
'01100001101011001001',1,0.0024666666666666665,9.428090415820638e-5,0.2564102564102564,0.0021,0.000282842712474619,0.2564102564102564,,,
'01100001101011000001',1,0.004633333333333334,0.0010530379332620876,0.23076923076923078,0.0074666666666666675,0.0005249338582674544,0.23076923076923078,,,
'01100001101010000001',1,0.005,0.0006164414002968979,0.23076923076923078,0.007266666666666667,0.0003681787005729089,0.23076923076923078,,,
'10011010010101111110',1,0.0032999999999999995,0.0008524474568362948,0.2564102564102564,0.0022333333333333333,0.00012472191289246464,0.2564102564102564,,,
'10001110010100110100',1,0.0014333333333333333,0.00028674417556808754,0.28205128205128205,0.0021,0.0002943920288775949,0.28205128205128205,,,
'10001110010101110100',1,0.0017666666666666664,0.00044969125210773465,0.28205128205128205,0.0020666666666666667,0.00012472191289246475,0.28205128205128205,,,
'01110001101011001011',1,0.0015333333333333334,4.714045207910319e-5,0.28205128205128205,0.0014666666666666667,0.00016996731711975947,0.28205128205128205,,,
'01110001101010001011',1,0.002333333333333333,4.714045207910309e-5,0.28205128205128205,0.002,0.000282842712474619,0.28205128205128205,,,
'01010101101000011011',1,0.06696666666666666,0.0025746628689770025,0.15384615384615385,,,,,,
'01010001100010000111',1,0.0057,0.0002943920288775949,0.28205128205128205,,,,,,
'10101010010111100100',1,0.06986666666666667,0.0005436502143433389,0.15384615384615385,,,,,,
'10101110011101111010',1,0.0011666666666666665,0.00020548046676563254,0.3076923076923077,,,,,,
'10011110010110110100',1,0.004733333333333333,0.00044969125210773465,0.23076923076923078,,,,,,
'10011110010100110100',1,0.0008666666666666666,0.0002054804667656326,0.28205128205128205,,,,,,
'10011110010111110100',1,0.007133333333333333,0.0004714045207910317,0.23076923076923078,,,,,,
