"Network","JSD"
"CD24_ZEB1_2_0",0.000880922711186212
"CD24_ZEB1_2_1",0.00229790672383961
"CD44s_ZEB1_1_0",0.00111598059221964
"CD44s_ZEB1_1_2",0.00114149688700618
"CDH1_EMT_2_0",0.0134315588129828
"CDH1_EMT_2_1",0.26232988573467
"ESRP1_CD44s_2_0",0.223598378237413
"ESRP1_CD44s_2_1",0.9134
"EX-TGFB_SNAIL1_1_0",0.00991720414022361
"EX-TGFB_SNAIL1_1_2",0.265362299221763
"GRHL2_CD24_1_0",0.224235001542635
"GRHL2_CD24_1_2",0.912283333333333
"GRHL2_ZEB1_2_0",0.000747551276247055
"GRHL2_ZEB1_2_1",0.00439965547869048
"HA_ZEB1_1_0",0.00131388525494605
"HA_ZEB1_1_2",0.000937790160512796
"HAS2_HA_1_0",0.225818042110562
"HAS2_HA_1_2",0.911966666666667
"MIR-1199_ZEB1_2_0",0.000604784546866422
"MIR-1199_ZEB1_2_1",0.00211184554087626
"MIR-129_TWIST1_2_0",0.101030502917518
"MIR-129_TWIST1_2_1",0.129681633519935
"MIR-190_TGFB_2_0",0.00740967395313018
"MIR-190_TGFB_2_1",0.171937672297108
"MIR-200_TGFB_2_0",0.0402928444807277
"MIR-200_TGFB_2_1",0.245376714829158
"MIR-200_ZEB1_2_0",0.0026374384559422
"MIR-200_ZEB1_2_1",0.0101269069486092
"MIR-34_SNAIL1_2_0",0.0674676627343741
"MIR-34_SNAIL1_2_1",0.369507904987174
"MIR-340_ZEB1_2_0",0.000655621732095985
"MIR-340_ZEB1_2_1",0.00259100864570018
"SNAIL1_CDH1_2_0",0.0914745036061712
"SNAIL1_CDH1_2_1",0.277947599529396
"SNAIL1_MIR-129_2_0",0.00199223535491548
"SNAIL1_MIR-129_2_1",0.11317858154362
"SNAIL1_MIR-200_2_0",0.0453156626907099
"SNAIL1_MIR-200_2_1",0.145251963227259
"SNAIL1_MIR-34_2_0",0.0620886423009249
"SNAIL1_MIR-34_2_1",0.130185921692447
"SNAIL1_SNAIL1_2_0",0.100376720935422
"SNAIL1_SNAIL1_2_1",0.102906028915836
"SNAIL1_TWIST1_1_0",0.00356594612917814
"SNAIL1_TWIST1_1_2",0.0359220607632097
"SNAIL1_VIM_1_0",0.0419836802065043
"SNAIL1_VIM_1_2",0.212843067993436
"SNAIL1_ZEB1_1_0",0.00414636229061361
"SNAIL1_ZEB1_1_2",0.00846044212605548
"TGFB_SNAIL1_1_0",0.106274663762221
"TGFB_SNAIL1_1_2",0.348898039382695
"TWIST1_CDH1_2_0",0.0467427178980979
"TWIST1_CDH1_2_1",0.138499067016493
"TWIST1_MIR-129_2_0",0.100032955138095
"TWIST1_MIR-129_2_1",0.227774560844103
"TWIST1_SNAIL1_1_0",0.0909483009828067
"TWIST1_SNAIL1_1_2",0.328579591356517
"TWIST1_ZEB1_1_0",0.00514647105761883
"TWIST1_ZEB1_1_2",0.0149466742935291
"VIM_EMT_1_0",0.0356376973459633
"VIM_EMT_1_2",0.310704384472423
"wild",0
"ZEB1_CDH1_2_0",0.0941904498683697
"ZEB1_CDH1_2_1",0.169828732210965
"ZEB1_ESRP1_2_0",0.2479937984235
"ZEB1_ESRP1_2_1",0.912266666666667
"ZEB1_GRHL2_2_0",0.177674866748741
"ZEB1_GRHL2_2_1",0.921683333333333
"ZEB1_HAS2_1_0",0.254929465828896
"ZEB1_HAS2_1_2",0.91125
"ZEB1_MIR-1199_2_0",0.219448562698343
"ZEB1_MIR-1199_2_1",0.914416666666667
"ZEB1_MIR-190_2_0",0.250276735367136
"ZEB1_MIR-190_2_1",0.86135
"ZEB1_MIR-200_2_0",0.0426280021997471
"ZEB1_MIR-200_2_1",0.251309288296294
"ZEB1_MIR-34_2_0",0.0332055669048363
"ZEB1_MIR-34_2_1",0.181942459385596
"ZEB1_MIR-340_2_0",0.220941476334957
"ZEB1_MIR-340_2_1",0.913366666666666
"ZEB1_VIM_1_0",0.0456110674525576
"ZEB1_VIM_1_2",0.380989679092212
