"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.764540534880653,-0.947743420895058,1,-0.0389356217423444,1,-1,-1,1,0.258982994805458,1,0.917709232438258,0.766346950946928,1,-0.758733842270082,-0.917709232438258,-0.258982994805458,-0.959959797921998,-1
"CD44s",-1,1,-0.764540534880653,0.947743420895058,-1,0.0389356217423444,-1,1,1,-1,-0.258982994805458,-1,-0.917709232438258,-0.766346950946928,-1,0.758733842270082,0.917709232438258,0.258982994805458,0.959959797921998,1
"CDH1",0.764540534880653,-0.764540534880653,1,-0.816798816019884,0.764540534880653,-0.274398995937103,0.764540534880653,-0.764540534880653,-0.764540534880653,0.764540534880653,0.494442910179025,0.764540534880653,0.846831288271644,0.530886565269143,0.764540534880653,-0.895685157132732,-0.846831288271644,-0.494442910179025,-0.804587645922087,-0.764540534880653
"EMT",-0.947743420895058,0.947743420895058,-0.816798816019884,1,-0.947743420895058,0.0911998969289637,-0.947743420895058,0.947743420895058,0.947743420895058,-0.947743420895058,-0.31124228056774,-0.947743420895058,-0.96996819080091,-0.714086521840591,-0.947743420895058,0.810993023688909,0.96996819080091,0.31124228056774,0.98778753942587,0.947743420895058
"ESRP1",1,-1,0.764540534880653,-0.947743420895058,1,-0.0389356217423444,1,-1,-1,1,0.258982994805458,1,0.917709232438258,0.766346950946928,1,-0.758733842270082,-0.917709232438258,-0.258982994805458,-0.959959797921998,-1
"EX-TGFB",-0.0389356217423444,0.0389356217423444,-0.274398995937103,0.0911998969289637,-0.0389356217423444,1,-0.0389356217423444,0.0389356217423444,0.0389356217423444,-0.0389356217423444,-0.0839865736907284,-0.0389356217423444,-0.121226237271466,0.19471046340201,-0.0389356217423444,0.280203010408891,0.121226237271466,0.0839865736907284,0.0789926959451322,0.0389356217423444
"GRHL2",1,-1,0.764540534880653,-0.947743420895058,1,-0.0389356217423444,1,-1,-1,1,0.258982994805458,1,0.917709232438258,0.766346950946928,1,-0.758733842270082,-0.917709232438258,-0.258982994805458,-0.959959797921998,-1
"HA",-1,1,-0.764540534880653,0.947743420895058,-1,0.0389356217423444,-1,1,1,-1,-0.258982994805458,-1,-0.917709232438258,-0.766346950946928,-1,0.758733842270082,0.917709232438258,0.258982994805458,0.959959797921998,1
"HAS2",-1,1,-0.764540534880653,0.947743420895058,-1,0.0389356217423444,-1,1,1,-1,-0.258982994805458,-1,-0.917709232438258,-0.766346950946928,-1,0.758733842270082,0.917709232438258,0.258982994805458,0.959959797921998,1
"MIR-1199",1,-1,0.764540534880653,-0.947743420895058,1,-0.0389356217423444,1,-1,-1,1,0.258982994805458,1,0.917709232438258,0.766346950946928,1,-0.758733842270082,-0.917709232438258,-0.258982994805458,-0.959959797921998,-1
"MIR-129",0.258982994805458,-0.258982994805458,0.494442910179025,-0.31124228056774,0.258982994805458,-0.0839865736907284,0.258982994805458,-0.258982994805458,-0.258982994805458,0.258982994805458,1,0.258982994805458,0.341273548797938,0.0253298649535962,0.258982994805458,-0.500248887981763,-0.341273548797939,-1,-0.299031103924849,-0.258982994805458
"MIR-190",1,-1,0.764540534880653,-0.947743420895058,1,-0.0389356217423444,1,-1,-1,1,0.258982994805458,1,0.917709232438258,0.766346950946928,1,-0.758733842270082,-0.917709232438258,-0.258982994805458,-0.959959797921998,-1
"MIR-200",0.917709232438258,-0.917709232438258,0.846831288271644,-0.96996819080091,0.917709232438258,-0.121226237271466,0.917709232438258,-0.917709232438258,-0.917709232438258,0.917709232438258,0.341273548797938,0.917709232438258,1,0.684056749891798,0.917709232438258,-0.841024552474369,-1,-0.341273548797939,-0.957757936771112,-0.917709232438258
"MIR-34",0.766346950946928,-0.766346950946928,0.530886565269143,-0.714086521840591,0.766346950946928,0.19471046340201,0.766346950946928,-0.766346950946928,-0.766346950946928,0.766346950946928,0.0253298649535962,0.766346950946928,0.684056749891798,1,0.766346950946928,-0.52508145531924,-0.684056749891797,-0.0253298649535963,-0.726298551124146,-0.766346950946928
"MIR-340",1,-1,0.764540534880653,-0.947743420895058,1,-0.0389356217423444,1,-1,-1,1,0.258982994805458,1,0.917709232438258,0.766346950946928,1,-0.758733842270082,-0.917709232438258,-0.258982994805458,-0.959959797921998,-1
"SNAIL1",-0.758733842270082,0.758733842270082,-0.895685157132732,0.810993023688909,-0.758733842270082,0.280203010408891,-0.758733842270082,0.758733842270082,0.758733842270082,-0.758733842270082,-0.500248887981763,-0.758733842270082,-0.841024552474369,-0.52508145531924,-0.758733842270082,1,0.841024552474369,0.500248887981763,0.798782680436754,0.758733842270082
"TGFB",-0.917709232438258,0.917709232438258,-0.846831288271644,0.96996819080091,-0.917709232438258,0.121226237271466,-0.917709232438258,0.917709232438258,0.917709232438258,-0.917709232438258,-0.341273548797939,-0.917709232438258,-1,-0.684056749891797,-0.917709232438258,0.841024552474369,1,0.341273548797938,0.957757936771112,0.917709232438258
"TWIST1",-0.258982994805458,0.258982994805458,-0.494442910179025,0.31124228056774,-0.258982994805458,0.0839865736907284,-0.258982994805458,0.258982994805458,0.258982994805458,-0.258982994805458,-1,-0.258982994805458,-0.341273548797939,-0.0253298649535963,-0.258982994805458,0.500248887981763,0.341273548797938,1,0.299031103924849,0.258982994805458
"VIM",-0.959959797921998,0.959959797921998,-0.804587645922087,0.98778753942587,-0.959959797921998,0.0789926959451322,-0.959959797921998,0.959959797921998,0.959959797921998,-0.959959797921998,-0.299031103924849,-0.959959797921998,-0.957757936771112,-0.726298551124146,-0.959959797921998,0.798782680436754,0.957757936771112,0.299031103924849,1,0.959959797921998
"ZEB1",-1,1,-0.764540534880653,0.947743420895058,-1,0.0389356217423444,-1,1,1,-1,-0.258982994805458,-1,-0.917709232438258,-0.766346950946928,-1,0.758733842270082,0.917709232438258,0.258982994805458,0.959959797921998,1
