"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.65390988377544,-0.721606743759087,1,-0.0390468885794814,1,-1,-1,1,0.271861076964087,1,0.840715641994499,0.769436497630481,1,-0.640283849255291,-0.858992551659637,-0.271861076964087,-0.875871027613413,-1
"CD44s",-1,1,-0.65390988377544,0.721606743759087,-1,0.0390468885794814,-1,1,1,-1,-0.271861076964087,-1,-0.840715641994499,-0.769436497630481,-1,0.640283849255291,0.858992551659637,0.271861076964087,0.875871027613413,1
"CDH1",0.65390988377544,-0.65390988377544,1,-0.853966377138703,0.65390988377544,-0.0484601117486327,0.65390988377544,-0.65390988377544,-0.65390988377544,0.65390988377544,0.617949035309556,0.65390988377544,0.615132772126795,0.603275837368797,0.65390988377544,-0.597454466778199,-0.616546654699171,-0.617949035309556,-0.630998260364582,-0.65390988377544
"EMT",-0.721606743759087,0.721606743759087,-0.853966377138703,1,-0.721606743759087,0.07958159478357,-0.721606743759087,0.721606743759087,0.721606743759087,-0.721606743759087,-0.532548000304321,-0.721606743759087,-0.696886230360119,-0.687030367851182,-0.721606743759087,0.651475500976975,0.699106847486091,0.532548000304321,0.777029937868357,0.721606743759087
"ESRP1",1,-1,0.65390988377544,-0.721606743759087,1,-0.0390468885794814,1,-1,-1,1,0.271861076964087,1,0.840715641994499,0.769436497630481,1,-0.640283849255291,-0.858992551659637,-0.271861076964087,-0.875871027613413,-1
"EX-TGFB",-0.0390468885794814,0.0390468885794814,-0.0484601117486327,0.07958159478357,-0.0390468885794814,1,-0.0390468885794814,0.0390468885794814,0.0390468885794814,-0.0390468885794814,-0.0893675613475865,-0.0390468885794814,-0.134038714131085,-0.205302971482712,-0.0390468885794814,0.334464209975115,0.115776562005977,0.0893675613475865,0.13422900383649,0.0390468885794814
"GRHL2",1,-1,0.65390988377544,-0.721606743759087,1,-0.0390468885794814,1,-1,-1,1,0.271861076964087,1,0.840715641994499,0.769436497630481,1,-0.640283849255291,-0.858992551659637,-0.271861076964087,-0.875871027613413,-1
"HA",-1,1,-0.65390988377544,0.721606743759087,-1,0.0390468885794814,-1,1,1,-1,-0.271861076964087,-1,-0.840715641994499,-0.769436497630481,-1,0.640283849255291,0.858992551659637,0.271861076964087,0.875871027613413,1
"HAS2",-1,1,-0.65390988377544,0.721606743759087,-1,0.0390468885794814,-1,1,1,-1,-0.271861076964087,-1,-0.840715641994499,-0.769436497630481,-1,0.640283849255291,0.858992551659637,0.271861076964087,0.875871027613413,1
"MIR-1199",1,-1,0.65390988377544,-0.721606743759087,1,-0.0390468885794814,1,-1,-1,1,0.271861076964087,1,0.840715641994499,0.769436497630481,1,-0.640283849255291,-0.858992551659637,-0.271861076964087,-0.875871027613413,-1
"MIR-129",0.271861076964087,-0.271861076964087,0.617949035309556,-0.532548000304321,0.271861076964087,-0.0893675613475865,0.271861076964087,-0.271861076964087,-0.271861076964087,0.271861076964087,1,0.271861076964087,0.373674757725219,0.444908030983742,0.271861076964087,-0.574071541486997,-0.355425159264989,-1,-0.366624487102811,-0.271861076964087
"MIR-190",1,-1,0.65390988377544,-0.721606743759087,1,-0.0390468885794814,1,-1,-1,1,0.271861076964087,1,0.840715641994499,0.769436497630481,1,-0.640283849255291,-0.858992551659637,-0.271861076964087,-0.875871027613413,-1
"MIR-200",0.840715641994499,-0.840715641994499,0.615132772126795,-0.696886230360119,0.840715641994499,-0.134038714131085,0.840715641994499,-0.840715641994499,-0.840715641994499,0.840715641994499,0.373674757725219,0.840715641994499,1,0.850367710115451,0.840715641994499,-0.799556609547049,-0.981723495524239,-0.373674757725219,-0.864814733403245,-0.840715641994499
"MIR-34",0.769436497630481,-0.769436497630481,0.603275837368797,-0.687030367851182,0.769436497630481,-0.205302971482712,0.769436497630481,-0.769436497630481,-0.769436497630481,0.769436497630481,0.444908030983742,0.769436497630481,0.850367710115451,1,0.769436497630481,-0.870823519893642,-0.83210699965284,-0.444908030983742,-0.859397306084691,-0.769436497630481
