"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.666032048088271,-0.836421111094709,1,-0.0427589035555482,1,-1,-1,1,0.268934524991137,1,0.837623902361315,0.766459191943384,1,-0.635563128815668,-0.858279311768794,-0.268934524991137,-0.869696956097174,-1
"CD44s",-1,1,-0.666032048088271,0.836421111094709,-1,0.0427589035555482,-1,1,1,-1,-0.268934524991137,-1,-0.837623902361315,-0.766459191943384,-1,0.635563128815668,0.858279311768794,0.268934524991137,0.869696956097174,1
"CDH1",0.666032048088271,-0.666032048088271,1,-0.80956220153702,0.666032048088271,-0.312213496333563,0.666032048088271,-0.666032048088271,-0.666032048088271,0.666032048088271,0.602893724703119,0.666032048088271,0.769469610435802,0.840633699557923,0.666032048088271,-0.910995107546472,-0.748821803406455,-0.602893724703119,-0.766669214599529,-0.666032048088271
"EMT",-0.836421111094709,0.836421111094709,-0.80956220153702,1,-0.836421111094709,0.165054648153401,-0.836421111094709,0.836421111094709,0.836421111094709,-0.836421111094709,-0.412461890512431,-0.836421111094709,-0.864887180712108,-0.882327669400952,-0.836421111094709,0.79913914914158,0.859078073846125,0.412461890512431,0.957103976291272,0.836421111094709
"ESRP1",1,-1,0.666032048088271,-0.836421111094709,1,-0.0427589035555482,1,-1,-1,1,0.268934524991137,1,0.837623902361315,0.766459191943384,1,-0.635563128815668,-0.858279311768794,-0.268934524991137,-0.869696956097174,-1
"EX-TGFB",-0.0427589035555482,0.0427589035555482,-0.312213496333563,0.165054648153401,-0.0427589035555482,1,-0.0427589035555482,0.0427589035555482,0.0427589035555482,-0.0427589035555482,-0.0935371319295145,-0.0427589035555482,-0.140597405892852,-0.211765437343898,-0.0427589035555482,0.342687657973969,0.119969421734334,0.0935371319295146,0.142180493615759,0.0427589035555482
"GRHL2",1,-1,0.666032048088271,-0.836421111094709,1,-0.0427589035555482,1,-1,-1,1,0.268934524991137,1,0.837623902361315,0.766459191943384,1,-0.635563128815668,-0.858279311768794,-0.268934524991137,-0.869696956097174,-1
"HA",-1,1,-0.666032048088271,0.836421111094709,-1,0.0427589035555482,-1,1,1,-1,-0.268934524991137,-1,-0.837623902361315,-0.766459191943384,-1,0.635563128815668,0.858279311768794,0.268934524991137,0.869696956097174,1
"HAS2",-1,1,-0.666032048088271,0.836421111094709,-1,0.0427589035555482,-1,1,1,-1,-0.268934524991137,-1,-0.837623902361315,-0.766459191943384,-1,0.635563128815668,0.858279311768794,0.268934524991137,0.869696956097174,1
"MIR-1199",1,-1,0.666032048088271,-0.836421111094709,1,-0.0427589035555482,1,-1,-1,1,0.268934524991137,1,0.837623902361315,0.766459191943384,1,-0.635563128815668,-0.858279311768794,-0.268934524991137,-0.869696956097174,-1
"MIR-129",0.268934524991137,-0.268934524991137,0.602893724703119,-0.412461890512431,0.268934524991137,-0.0935371319295145,0.268934524991137,-0.268934524991137,-0.268934524991137,0.268934524991137,1,0.268934524991137,0.372369265577817,0.44353287406269,0.268934524991137,-0.57442681019883,-0.351713167487312,-1,-0.369574761556218,-0.268934524991137
"MIR-190",1,-1,0.666032048088271,-0.836421111094709,1,-0.0427589035555482,1,-1,-1,1,0.268934524991137,1,0.837623902361315,0.766459191943384,1,-0.635563128815668,-0.858279311768794,-0.268934524991137,-0.869696956097174,-1
"MIR-200",0.837623902361315,-0.837623902361315,0.769469610435802,-0.864887180712108,0.837623902361315,-0.140597405892852,0.837623902361315,-0.837623902361315,-0.837623902361315,0.837623902361315,0.372369265577817,0.837623902361315,1,0.850654362059678,0.837623902361315,-0.79793637223021,-0.97935573114988,-0.372369265577817,-0.864087236181994,-0.837623902361315
"MIR-34",0.766459191943384,-0.766459191943384,0.840633699557923,-0.882327669400952,0.766459191943384,-0.211765437343898,0.766459191943384,-0.766459191943384,-0.766459191943384,0.766459191943384,0.44353287406269,0.766459191943384,0.850654362059678,1,0.766459191943384,-0.869100310632023,-0.83001060080415,-0.44353287406269,-0.86108091827135,-0.766459191943384
"MIR-340",1,-1,0.666032048088271,-0.836421111094709,1,-0.0427589035555482,1,-1,-1,1,0.268934524991137,1,0.837623902361315,0.766459191943384,1,-0.635563128815668,-0.858279311768794,-0.268934524991137,-0.869696956097174,-1
"SNAIL1",-0.635563128815668,0.635563128815668,-0.910995107546472,0.79913914914158,-0.635563128815668,0.342687657973969,-0.635563128815668,0.635563128815668,0.635563128815668,-0.635563128815668,-0.57442681019883,-0.635563128815668,-0.79793637223021,-0.869100310632023,-0.635563128815668,1,0.777287341175465,0.57442681019883,0.76586952006198,0.635563128815668
"TGFB",-0.858279311768794,0.858279311768794,-0.748821803406455,0.859078073846125,-0.858279311768794,0.119969421734334,-0.858279311768794,0.858279311768794,0.858279311768794,-0.858279311768794,-0.351713167487312,-0.858279311768794,-0.97935573114988,-0.83001060080415,-0.858279311768794,0.777287341175465,1,0.351713167487313,0.865101197532954,0.858279311768794
"TWIST1",-0.268934524991137,0.268934524991137,-0.602893724703119,0.412461890512431,-0.268934524991137,0.0935371319295146,-0.268934524991137,0.268934524991137,0.268934524991137,-0.268934524991137,-1,-0.268934524991137,-0.372369265577817,-0.44353287406269,-0.268934524991137,0.57442681019883,0.351713167487313,1,0.369574761556218,0.268934524991137
"VIM",-0.869696956097174,0.869696956097174,-0.766669214599529,0.957103976291272,-0.869696956097174,0.142180493615759,-0.869696956097174,0.869696956097174,0.869696956097174,-0.869696956097174,-0.369574761556218,-0.869696956097174,-0.864087236181994,-0.86108091827135,-0.869696956097174,0.76586952006198,0.865101197532954,0.369574761556218,1,0.869696956097174
"ZEB1",-1,1,-0.666032048088271,0.836421111094709,-1,0.0427589035555482,-1,1,1,-1,-0.268934524991137,-1,-0.837623902361315,-0.766459191943384,-1,0.635563128815668,0.858279311768794,0.268934524991137,0.869696956097174,1
