"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.68537063740401,-0.848005868135226,1,-0.0591465413176686,1,-1,-1,0.190443242416878,0.303671838740501,1,0.850616235038652,0.777530453322851,1,-0.655453129028702,-0.864872560587879,-0.303671838740501,-0.877923077411613,-1
"CD44s",-1,1,-0.68537063740401,0.848005868135226,-1,0.0591465413176686,-1,1,1,-0.190443242416878,-0.303671838740501,-1,-0.850616235038652,-0.777530453322851,-1,0.655453129028702,0.864872560587879,0.303671838740501,0.877923077411613,1
"CDH1",0.68537063740401,-0.68537063740401,1,-0.816885706778172,0.68537063740401,-0.312357939773969,0.68537063740401,-0.68537063740401,-0.68537063740401,0.0914576912123306,0.618294175635441,0.68537063740401,0.775319550916032,0.848405575871149,0.68537063740401,-0.915869067351565,-0.761062040391986,-0.618294175635441,-0.776925857131424,-0.68537063740401
"EMT",-0.848005868135226,0.848005868135226,-0.816885706778172,1,-0.848005868135226,0.171788920234845,-0.848005868135226,0.848005868135226,0.848005868135226,-0.133621457708518,-0.435190750136743,-0.848005868135226,-0.872501567226934,-0.88575371094698,-0.848005868135226,0.807448372860058,0.866679212549589,0.435190750136743,0.960044144243077,0.848005868135226
"ESRP1",1,-1,0.68537063740401,-0.848005868135226,1,-0.0591465413176686,1,-1,-1,0.190443242416878,0.303671838740501,1,0.850616235038652,0.777530453322851,1,-0.655453129028702,-0.864872560587879,-0.303671838740501,-0.877923077411613,-1
"EX-TGFB",-0.0591465413176686,0.0591465413176686,-0.312357939773969,0.171788920234845,-0.0591465413176686,1,-0.0591465413176686,0.0591465413176686,0.0591465413176686,0.000702235895122788,-0.0985448247129909,-0.0591465413176686,-0.147097835122099,-0.220186881557168,-0.0591465413176686,0.342274103537819,0.132845368225471,0.0985448247129909,0.149105708987085,0.0591465413176686
"GRHL2",1,-1,0.68537063740401,-0.848005868135226,1,-0.0591465413176686,1,-1,-1,0.190443242416878,0.303671838740501,1,0.850616235038652,0.777530453322851,1,-0.655453129028702,-0.864872560587879,-0.303671838740501,-0.877923077411613,-1
"HA",-1,1,-0.68537063740401,0.848005868135226,-1,0.0591465413176686,-1,1,1,-0.190443242416878,-0.303671838740501,-1,-0.850616235038652,-0.777530453322851,-1,0.655453129028702,0.864872560587879,0.303671838740501,0.877923077411613,1
"HAS2",-1,1,-0.68537063740401,0.848005868135226,-1,0.0591465413176686,-1,1,1,-0.190443242416878,-0.303671838740501,-1,-0.850616235038652,-0.777530453322851,-1,0.655453129028702,0.864872560587879,0.303671838740501,0.877923077411613,1
"MIR-1199",0.190443242416878,-0.190443242416878,0.0914576912123306,-0.133621457708518,0.190443242416878,0.000702235895122788,0.190443242416878,-0.190443242416878,-0.190443242416878,1,0.0105406377730284,0.190443242416878,0.122177110663164,0.112539597162522,0.190443242416878,-0.0808159283000467,-0.130409572167093,-0.0105406377730284,-0.145869711843526,-0.190443242416878
"MIR-129",0.303671838740501,-0.303671838740501,0.618294175635441,-0.435190750136743,0.303671838740501,-0.0985448247129909,0.303671838740501,-0.303671838740501,-0.303671838740501,0.0105406377730284,1,0.303671838740501,0.393616992547937,0.466703279891556,0.303671838740501,-0.588778337270671,-0.379355142420406,-1,-0.395223359834205,-0.303671838740501
"MIR-190",1,-1,0.68537063740401,-0.848005868135226,1,-0.0591465413176686,1,-1,-1,0.190443242416878,0.303671838740501,1,0.850616235038652,0.777530453322851,1,-0.655453129028702,-0.864872560587879,-0.303671838740501,-0.877923077411613,-1
"MIR-200",0.850616235038652,-0.850616235038652,0.775319550916032,-0.872501567226934,0.850616235038652,-0.147097835122099,0.850616235038652,-0.850616235038652,-0.850616235038652,0.122177110663164,0.393616992547937,0.850616235038652,1,0.855433581980213,0.850616235038652,-0.804835313112563,-0.985744305139403,-0.393616992547937,-0.876717116254169,-0.850616235038652
"MIR-34",0.777530453322851,-0.777530453322851,0.848405575871149,-0.88575371094698,0.777530453322851,-0.220186881557168,0.777530453322851,-0.777530453322851,-0.777530453322851,0.112539597162522,0.466703279891556,0.777530453322851,0.855433581980213,1,0.777530453322851,-0.877921384417679,-0.841177235856364,-0.466703279891556,-0.868685511023172,-0.777530453322851
"MIR-340",1,-1,0.68537063740401,-0.848005868135226,1,-0.0591465413176686,1,-1,-1,0.190443242416878,0.303671838740501,1,0.850616235038652,0.777530453322851,1,-0.655453129028702,-0.864872560587879,-0.303671838740501,-0.877923077411613,-1
"SNAIL1",-0.655453129028702,0.655453129028702,-0.915869067351565,0.807448372860058,-0.655453129028702,0.342274103537819,-0.655453129028702,0.655453129028702,0.655453129028702,-0.0808159283000467,-0.588778337270671,-0.655453129028702,-0.804835313112563,-0.877921384417679,-0.655453129028702,1,0.790578018739406,0.588778337270671,0.777528139376859,0.655453129028702
"TGFB",-0.864872560587879,0.864872560587879,-0.761062040391986,0.866679212549589,-0.864872560587879,0.132845368225471,-0.864872560587879,0.864872560587879,0.864872560587879,-0.130409572167093,-0.379355142420406,-0.864872560587879,-0.985744305139403,-0.841177235856364,-0.864872560587879,0.790578018739406,1,0.379355142420406,0.875713034696979,0.864872560587879
"TWIST1",-0.303671838740501,0.303671838740501,-0.618294175635441,0.435190750136743,-0.303671838740501,0.0985448247129909,-0.303671838740501,0.303671838740501,0.303671838740501,-0.0105406377730284,-1,-0.303671838740501,-0.393616992547937,-0.466703279891556,-0.303671838740501,0.588778337270671,0.379355142420406,1,0.395223359834205,0.303671838740501
"VIM",-0.877923077411613,0.877923077411613,-0.776925857131424,0.960044144243077,-0.877923077411613,0.149105708987085,-0.877923077411613,0.877923077411613,0.877923077411613,-0.145869711843526,-0.395223359834205,-0.877923077411613,-0.876717116254169,-0.868685511023172,-0.877923077411613,0.777528139376859,0.875713034696979,0.395223359834205,1,0.877923077411613
"ZEB1",-1,1,-0.68537063740401,0.848005868135226,-1,0.0591465413176686,-1,1,1,-0.190443242416878,-0.303671838740501,-1,-0.850616235038652,-0.777530453322851,-1,0.655453129028702,0.864872560587879,0.303671838740501,0.877923077411613,1
