"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.696139722625412,-0.858690456503217,1,-0.0643363092440067,1,1,-1,1,0.308904383268615,1,0.864502311626557,0.789738622879307,1,-0.669881115558448,-0.878933167633728,-0.308904383268615,-0.88815395451421,-1
"CD44s",-1,1,-0.696139722625412,0.858690456503217,-1,0.0643363092440067,-1,-1,1,-1,-0.308904383268615,-1,-0.864502311626557,-0.789738622879307,-1,0.669881115558448,0.878933167633728,0.308904383268615,0.88815395451421,1
"CDH1",0.696139722625412,-0.696139722625412,1,-0.819806437905663,0.696139722625412,-0.314901664531372,0.696139722625412,0.696139722625412,-0.696139722625412,0.696139722625412,0.612749272216189,0.696139722625412,0.777514950660948,0.852277969650703,0.696139722625412,-0.916816574664245,-0.763087334796896,-0.612749272216189,-0.781925944569768,-0.696139722625412
"EMT",-0.858690456503217,0.858690456503217,-0.819806437905663,1,-0.858690456503217,0.169974052857223,-0.858690456503217,-0.858690456503217,0.858690456503217,-0.858690456503217,-0.432565696777428,-0.858690456503217,-0.877129824142056,-0.890559225909718,-0.858690456503217,0.811187036112354,0.873924001141058,0.432565696777427,0.962117130695059,0.858690456503217
"ESRP1",1,-1,0.696139722625412,-0.858690456503217,1,-0.0643363092440067,1,1,-1,1,0.308904383268615,1,0.864502311626557,0.789738622879307,1,-0.669881115558448,-0.878933167633728,-0.308904383268615,-0.88815395451421,-1
"EX-TGFB",-0.0643363092440067,0.0643363092440067,-0.314901664531372,0.169974052857223,-0.0643363092440067,1,-0.0643363092440067,-0.0643363092440067,0.0643363092440067,-0.0643363092440067,-0.0960357625451678,-0.0643363092440067,-0.146520723270912,-0.221287144278084,-0.0643363092440067,0.341158890858499,0.132085759996852,0.0960357625451678,0.1477223086142,0.0643363092440067
"GRHL2",1,-1,0.696139722625412,-0.858690456503217,1,-0.0643363092440067,1,1,-1,1,0.308904383268615,1,0.864502311626557,0.789738622879307,1,-0.669881115558448,-0.878933167633728,-0.308904383268615,-0.88815395451421,-1
"HA",1,-1,0.696139722625412,-0.858690456503217,1,-0.0643363092440067,1,1,-1,1,0.308904383268615,1,0.864502311626557,0.789738622879307,1,-0.669881115558448,-0.878933167633728,-0.308904383268615,-0.88815395451421,-1
"HAS2",-1,1,-0.696139722625412,0.858690456503217,-1,0.0643363092440067,-1,-1,1,-1,-0.308904383268615,-1,-0.864502311626557,-0.789738622879307,-1,0.669881115558448,0.878933167633728,0.308904383268615,0.88815395451421,1
"MIR-1199",1,-1,0.696139722625412,-0.858690456503217,1,-0.0643363092440067,1,1,-1,1,0.308904383268615,1,0.864502311626557,0.789738622879307,1,-0.669881115558448,-0.878933167633728,-0.308904383268615,-0.88815395451421,-1
"MIR-129",0.308904383268615,-0.308904383268615,0.612749272216189,-0.432565696777428,0.308904383268615,-0.0960357625451678,0.308904383268615,0.308904383268615,-0.308904383268615,0.308904383268615,1,0.308904383268615,0.390276122223999,0.465038076547456,0.308904383268615,-0.584888345069576,-0.375853743840776,-1,-0.394689164986854,-0.308904383268615
"MIR-190",1,-1,0.696139722625412,-0.858690456503217,1,-0.0643363092440067,1,1,-1,1,0.308904383268615,1,0.864502311626557,0.789738622879307,1,-0.669881115558448,-0.878933167633728,-0.308904383268615,-0.88815395451421,-1
"MIR-200",0.864502311626557,-0.864502311626557,0.777514950660948,-0.877129824142056,0.864502311626557,-0.146520723270912,0.864502311626557,0.864502311626557,-0.864502311626557,0.864502311626557,0.390276122223999,0.864502311626557,1,0.859491012746566,0.864502311626557,-0.805375802242466,-0.985568939702359,-0.390276122223999,-0.881739784440428,-0.864502311626557
"MIR-34",0.789738622879307,-0.789738622879307,0.852277969650703,-0.890559225909718,0.789738622879307,-0.221287144278084,0.789738622879307,0.789738622879307,-0.789738622879307,0.789738622879307,0.465038076547456,0.789738622879307,0.859491012746566,1,0.789738622879307,-0.880138898824015,-0.845060442879886,-0.465038076547456,-0.872720391569515,-0.789738622879307
"MIR-340",1,-1,0.696139722625412,-0.858690456503217,1,-0.0643363092440067,1,1,-1,1,0.308904383268615,1,0.864502311626557,0.789738622879307,1,-0.669881115558448,-0.878933167633728,-0.308904383268615,-0.88815395451421,-1
"SNAIL1",-0.669881115558448,0.669881115558448,-0.916816574664245,0.811187036112354,-0.669881115558448,0.341158890858499,-0.669881115558448,-0.669881115558448,0.669881115558448,-0.669881115558448,-0.584888345069576,-0.669881115558448,-0.805375802242466,-0.880138898824015,-0.669881115558448,1,0.790947998997499,0.584888345069576,0.781724900631583,0.669881115558448
"TGFB",-0.878933167633728,0.878933167633728,-0.763087334796896,0.873924001141058,-0.878933167633728,0.132085759996852,-0.878933167633728,-0.878933167633728,0.878933167633728,-0.878933167633728,-0.375853743840776,-0.878933167633728,-0.985568939702359,-0.845060442879886,-0.878933167633728,0.790947998997499,1,0.375853743840776,0.882942475052912,0.878933167633728
"TWIST1",-0.308904383268615,0.308904383268615,-0.612749272216189,0.432565696777427,-0.308904383268615,0.0960357625451678,-0.308904383268615,-0.308904383268615,0.308904383268615,-0.308904383268615,-1,-0.308904383268615,-0.390276122223999,-0.465038076547456,-0.308904383268615,0.584888345069576,0.375853743840776,1,0.394689164986854,0.308904383268615
"VIM",-0.88815395451421,0.88815395451421,-0.781925944569768,0.962117130695059,-0.88815395451421,0.1477223086142,-0.88815395451421,-0.88815395451421,0.88815395451421,-0.88815395451421,-0.394689164986854,-0.88815395451421,-0.881739784440428,-0.872720391569515,-0.88815395451421,0.781724900631583,0.882942475052912,0.394689164986854,1,0.88815395451421
"ZEB1",-1,1,-0.696139722625412,0.858690456503217,-1,0.0643363092440067,-1,-1,1,-1,-0.308904383268615,-1,-0.864502311626557,-0.789738622879307,-1,0.669881115558448,0.878933167633728,0.308904383268615,0.88815395451421,1
