,Cycles,Nature,Edge_count
0,SNAIL1,N,1
1,"TWIST1,MIR-129",P,2
2,"TWIST1,SNAIL1,MIR-129",P,3
3,"TWIST1,SNAIL1",P,2
4,"TWIST1,ZEB1,MIR-34,SNAIL1,MIR-129",P,5
5,"TWIST1,ZEB1,MIR-34,SNAIL1",P,4
6,"GRHL2,ZEB1",P,2
7,"GRHL2,CD24,ZEB1",P,3
8,"HA,ZEB1,HAS2",P,3
9,"SNAIL1,ZEB1,MIR-34",P,3
10,"SNAIL1,MIR-200,ZEB1,MIR-34",P,4
11,"SNAIL1,MIR-34",P,2
12,"CD44s,ZEB1,ESRP1",P,3
13,"MIR-200,ZEB1",P,2
14,"MIR-1199,ZEB1",P,2
15,"ZEB1,MIR-340",P,2
