"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,1,-0.852600152368324,0.94112151121268,-1,0.155851471407816,1,1,1,-1,-0.513144925711417,-1,-0.971762064062809,-0.892057812911351,-1,0.825964229178055,0.971762064062809,0.513144925711417,0.947930671637032,1
"CD44s",1,1,-0.852600152368324,0.94112151121268,-1,0.155851471407816,1,1,1,-1,-0.513144925711417,-1,-0.971762064062809,-0.892057812911351,-1,0.825964229178055,0.971762064062809,0.513144925711417,0.947930671637032,1
"CDH1",-0.852600152368324,-0.852600152368324,1,-0.888250608584931,0.852600152368324,-0.303249691983439,-0.852600152368324,-0.852600152368324,-0.852600152368324,0.852600152368324,0.660542865430891,0.852600152368324,0.824360577611354,0.904074584941342,0.852600152368324,-0.926099674825383,-0.824360577611354,-0.660542865430891,-0.873030086559229,-0.852600152368324
"EMT",0.94112151121268,0.94112151121268,-0.888250608584931,1,-0.94112151121268,0.214739872735989,0.94112151121268,0.94112151121268,0.94112151121268,-0.94112151121268,-0.548796083561715,-0.94112151121268,-0.936115980584032,-0.950935163419931,-0.94112151121268,0.884845892820549,0.936115980584032,0.548796083561715,0.984779646453822,0.94112151121268
"ESRP1",-1,-1,0.852600152368324,-0.94112151121268,1,-0.155851471407816,-1,-1,-1,1,0.513144925711417,1,0.971762064062809,0.892057812911351,1,-0.825964229178055,-0.971762064062809,-0.513144925711417,-0.947930671637032,-1
"EX-TGFB",0.155851471407816,0.155851471407816,-0.303249691983439,0.214739872735989,-0.155851471407816,1,0.155851471407816,0.155851471407816,0.155851471407816,-0.155851471407816,-0.0935743753981808,-0.155851471407816,-0.184083026247608,-0.26381310622472,-0.155851471407816,0.329887190233354,0.184083026247608,0.0935743753981809,0.207930659058356,0.155851471407816
"GRHL2",1,1,-0.852600152368324,0.94112151121268,-1,0.155851471407816,1,1,1,-1,-0.513144925711417,-1,-0.971762064062809,-0.892057812911351,-1,0.825964229178055,0.971762064062809,0.513144925711417,0.947930671637032,1
"HA",1,1,-0.852600152368324,0.94112151121268,-1,0.155851471407816,1,1,1,-1,-0.513144925711417,-1,-0.971762064062809,-0.892057812911351,-1,0.825964229178055,0.971762064062809,0.513144925711417,0.947930671637032,1
"HAS2",1,1,-0.852600152368324,0.94112151121268,-1,0.155851471407816,1,1,1,-1,-0.513144925711417,-1,-0.971762064062809,-0.892057812911351,-1,0.825964229178055,0.971762064062809,0.513144925711417,0.947930671637032,1
"MIR-1199",-1,-1,0.852600152368324,-0.94112151121268,1,-0.155851471407816,-1,-1,-1,1,0.513144925711417,1,0.971762064062809,0.892057812911351,1,-0.825964229178055,-0.971762064062809,-0.513144925711417,-0.947930671637032,-1
"MIR-129",-0.513144925711417,-0.513144925711417,0.660542865430891,-0.548796083561715,0.513144925711417,-0.0935743753981808,-0.513144925711417,-0.513144925711417,-0.513144925711417,0.513144925711417,1,0.513144925711417,0.484904377403318,0.564620406642384,0.513144925711417,-0.630702896482581,-0.484904377403318,-1,-0.533575711092391,-0.513144925711417
"MIR-190",-1,-1,0.852600152368324,-0.94112151121268,1,-0.155851471407816,-1,-1,-1,1,0.513144925711417,1,0.971762064062809,0.892057812911351,1,-0.825964229178055,-0.971762064062809,-0.513144925711417,-0.947930671637032,-1
"MIR-200",-0.971762064062809,-0.971762064062809,0.824360577611354,-0.936115980584032,0.971762064062809,-0.184083026247608,-0.971762064062809,-0.971762064062809,-0.971762064062809,0.971762064062809,0.484904377403318,0.971762064062809,1,0.920297727126602,0.971762064062809,-0.854201648098497,-1,-0.484904377403318,-0.951336575863447,-0.971762064062809
"MIR-34",-0.892057812911351,-0.892057812911351,0.904074584941342,-0.950935163419931,0.892057812911351,-0.26381310622472,-0.892057812911351,-0.892057812911351,-0.892057812911351,0.892057812911351,0.564620406642384,0.892057812911351,0.920297727126602,1,0.892057812911351,-0.933914250737001,-0.920297727126602,-0.564620406642384,-0.944126096117544,-0.892057812911351
"MIR-340",-1,-1,0.852600152368324,-0.94112151121268,1,-0.155851471407816,-1,-1,-1,1,0.513144925711417,1,0.971762064062809,0.892057812911351,1,-0.825964229178055,-0.971762064062809,-0.513144925711417,-0.947930671637032,-1
"SNAIL1",0.825964229178055,0.825964229178055,-0.926099674825383,0.884845892820549,-0.825964229178055,0.329887190233354,0.825964229178055,0.825964229178055,0.825964229178055,-0.825964229178055,-0.630702896482581,-0.825964229178055,-0.854201648098497,-0.933914250737001,-0.825964229178055,1,0.854201648098497,0.630702896482581,0.878036722291825,0.825964229178055
"TGFB",0.971762064062809,0.971762064062809,-0.824360577611354,0.936115980584032,-0.971762064062809,0.184083026247608,0.971762064062809,0.971762064062809,0.971762064062809,-0.971762064062809,-0.484904377403318,-0.971762064062809,-1,-0.920297727126602,-0.971762064062809,0.854201648098497,1,0.484904377403318,0.951336575863447,0.971762064062809
"TWIST1",0.513144925711417,0.513144925711417,-0.660542865430891,0.548796083561715,-0.513144925711417,0.0935743753981809,0.513144925711417,0.513144925711417,0.513144925711417,-0.513144925711417,-1,-0.513144925711417,-0.484904377403318,-0.564620406642384,-0.513144925711417,0.630702896482581,0.484904377403318,1,0.533575711092391,0.513144925711417
"VIM",0.947930671637032,0.947930671637032,-0.873030086559229,0.984779646453822,-0.947930671637032,0.207930659058356,0.947930671637032,0.947930671637032,0.947930671637032,-0.947930671637032,-0.533575711092391,-0.947930671637032,-0.951336575863447,-0.944126096117544,-0.947930671637032,0.878036722291825,0.951336575863447,0.533575711092391,1,0.947930671637032
"ZEB1",1,1,-0.852600152368324,0.94112151121268,-1,0.155851471407816,1,1,1,-1,-0.513144925711417,-1,-0.971762064062809,-0.892057812911351,-1,0.825964229178055,0.971762064062809,0.513144925711417,0.947930671637032,1
