"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.659886013164815,-0.661483547704441,1,-0.0401550057290698,1,-1,-1,1,0.261667158544031,1,0.834454150259892,0.764101697489995,1,-0.631618989868032,-0.85309293168808,-0.261667158544031,-0.866719697993459,-1
"CD44s",-1,1,-0.659886013164815,0.661483547704441,-1,0.0401550057290698,-1,1,1,-1,-0.261667158544031,-1,-0.834454150259892,-0.764101697489995,-1,0.631618989868032,0.85309293168808,0.261667158544031,0.866719697993459,1
"CDH1",0.659886013164815,-0.659886013164815,1,-0.958714962671312,0.659886013164815,-0.316560864437498,0.659886013164815,-0.659886013164815,-0.659886013164815,0.659886013164815,0.601772068889001,0.659886013164815,0.766909771424699,0.83725840169468,0.659886013164815,-0.91281937390395,-0.748270527530243,-0.601772068889001,-0.763903582288978,-0.659886013164815
"EMT",-0.661483547704441,0.661483547704441,-0.958714962671312,1,-0.661483547704441,0.314946113840821,-0.661483547704441,0.661483547704441,0.661483547704441,-0.661483547704441,-0.600177771824167,-0.661483547704441,-0.768513495186806,-0.838859700959298,-0.661483547704441,0.892372427106376,0.749873749168811,0.600177771824167,0.765505285155425,0.661483547704441
"ESRP1",1,-1,0.659886013164815,-0.661483547704441,1,-0.0401550057290698,1,-1,-1,1,0.261667158544031,1,0.834454150259892,0.764101697489995,1,-0.631618989868032,-0.85309293168808,-0.261667158544031,-0.866719697993459,-1
"EX-TGFB",-0.0401550057290698,0.0401550057290698,-0.316560864437498,0.314946113840821,-0.0401550057290698,1,-0.0401550057290698,0.0401550057290698,0.0401550057290698,-0.0401550057290698,-0.0971253182121097,-0.0401550057290698,-0.141989063731745,-0.212330051476354,-0.0401550057290698,0.344806578834326,0.12334823636353,0.0971253182121097,0.141381600445275,0.0401550057290698
"GRHL2",1,-1,0.659886013164815,-0.661483547704441,1,-0.0401550057290698,1,-1,-1,1,0.261667158544031,1,0.834454150259892,0.764101697489995,1,-0.631618989868032,-0.85309293168808,-0.261667158544031,-0.866719697993459,-1
"HA",-1,1,-0.659886013164815,0.661483547704441,-1,0.0401550057290698,-1,1,1,-1,-0.261667158544031,-1,-0.834454150259892,-0.764101697489995,-1,0.631618989868032,0.85309293168808,0.261667158544031,0.866719697993459,1
"HAS2",-1,1,-0.659886013164815,0.661483547704441,-1,0.0401550057290698,-1,1,1,-1,-0.261667158544031,-1,-0.834454150259892,-0.764101697489995,-1,0.631618989868032,0.85309293168808,0.261667158544031,0.866719697993459,1
"MIR-1199",1,-1,0.659886013164815,-0.661483547704441,1,-0.0401550057290698,1,-1,-1,1,0.261667158544031,1,0.834454150259892,0.764101697489995,1,-0.631618989868032,-0.85309293168808,-0.261667158544031,-0.866719697993459,-1
"MIR-129",0.261667158544031,-0.261667158544031,0.601772068889001,-0.600177771824167,0.261667158544031,-0.0971253182121097,0.261667158544031,-0.261667158544031,-0.261667158544031,0.261667158544031,1,0.261667158544031,0.368681974183797,0.439035810953995,0.261667158544031,-0.57152039219887,-0.350043442546283,-1,-0.365679436350417,-0.261667158544031
"MIR-190",1,-1,0.659886013164815,-0.661483547704441,1,-0.0401550057290698,1,-1,-1,1,0.261667158544031,1,0.834454150259892,0.764101697489995,1,-0.631618989868032,-0.85309293168808,-0.261667158544031,-0.866719697993459,-1
"MIR-200",0.834454150259892,-0.834454150259892,0.766909771424699,-0.768513495186806,0.834454150259892,-0.141989063731745,0.834454150259892,-0.834454150259892,-0.834454150259892,0.834454150259892,0.368681974183797,0.834454150259892,1,0.848682115146468,0.834454150259892,-0.797174707031744,-0.981360802827634,-0.368681974183797,-0.862711368086648,-0.834454150259892
"MIR-34",0.764101697489995,-0.764101697489995,0.83725840169468,-0.838859700959298,0.764101697489995,-0.212330051476354,0.764101697489995,-0.764101697489995,-0.764101697489995,0.764101697489995,0.439035810953995,0.764101697489995,0.848682115146468,1,0.764101697489995,-0.867520343558367,-0.830042507875176,-0.439035810953995,-0.861708330339743,-0.764101697489995
"MIR-340",1,-1,0.659886013164815,-0.661483547704441,1,-0.0401550057290698,1,-1,-1,1,0.261667158544031,1,0.834454150259892,0.764101697489995,1,-0.631618989868032,-0.85309293168808,-0.261667158544031,-0.866719697993459,-1
"SNAIL1",-0.631618989868032,0.631618989868032,-0.91281937390395,0.892372427106376,-0.631618989868032,0.344806578834326,-0.631618989868032,0.631618989868032,0.631618989868032,-0.631618989868032,-0.57152039219887,-0.631618989868032,-0.797174707031744,-0.867520343558367,-0.631618989868032,1,0.778534807094212,0.57152039219887,0.764904112013385,0.631618989868032
"TGFB",-0.85309293168808,0.85309293168808,-0.748270527530243,0.749873749168811,-0.85309293168808,0.12334823636353,-0.85309293168808,0.85309293168808,0.85309293168808,-0.85309293168808,-0.350043442546283,-0.85309293168808,-0.981360802827634,-0.830042507875176,-0.85309293168808,0.778534807094212,1,0.350043442546283,0.862510710005174,0.85309293168808
"TWIST1",-0.261667158544031,0.261667158544031,-0.601772068889001,0.600177771824167,-0.261667158544031,0.0971253182121097,-0.261667158544031,0.261667158544031,0.261667158544031,-0.261667158544031,-1,-0.261667158544031,-0.368681974183797,-0.439035810953995,-0.261667158544031,0.57152039219887,0.350043442546283,1,0.365679436350417,0.261667158544031
"VIM",-0.866719697993459,0.866719697993459,-0.763903582288978,0.765505285155425,-0.866719697993459,0.141381600445275,-0.866719697993459,0.866719697993459,0.866719697993459,-0.866719697993459,-0.365679436350417,-0.866719697993459,-0.862711368086648,-0.861708330339743,-0.866719697993459,0.764904112013385,0.862510710005174,0.365679436350417,1,0.866719697993459
"ZEB1",-1,1,-0.659886013164815,0.661483547704441,-1,0.0401550057290698,-1,1,1,-1,-0.261667158544031,-1,-0.834454150259892,-0.764101697489995,-1,0.631618989868032,0.85309293168808,0.261667158544031,0.866719697993459,1
