"","CD24","CD44s","CDH1","EMT","ESRP1","EX.TGFB","GRHL2","HA","HAS2","MIR.1199","MIR.129","MIR.190","MIR.200","MIR.34","MIR.340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.66617171552388,-0.649139729759008,1,-0.0515975204050322,1,-1,-1,1,0.259803418771267,1,0.840096255026433,0.767163458663958,1,-0.637916209131529,-0.85953328091031,-0.259803418771267,-0.635520601402377,-1
"CD44s",-1,1,-0.66617171552388,0.649139729759008,-1,0.0515975204050322,-1,1,1,-1,-0.259803418771267,-1,-0.840096255026433,-0.767163458663958,-1,0.637916209131529,0.85953328091031,0.259803418771267,0.635520601402377,1
"CDH1",0.66617171552388,-0.66617171552388,1,-0.932870924524397,0.66617171552388,-0.318499488403494,0.66617171552388,-0.66617171552388,-0.66617171552388,0.66617171552388,0.593616968651934,0.66617171552388,0.769170410233794,0.842096854222945,0.66617171552388,-0.910829017802478,-0.749734238162652,-0.593616968651934,-0.910829887974438,-0.66617171552388
"EMT",-0.649139729759008,0.649139729759008,-0.932870924524397,1,-0.649139729759008,0.335531978172197,-0.649139729759008,0.649139729759008,0.649139729759008,-0.649139729759008,-0.582193152265604,-0.649139729759008,-0.78059301047752,-0.853518747313758,-0.649139729759008,0.906220221346731,0.76115686028764,0.582193152265604,0.932671664417563,0.649139729759008
"ESRP1",1,-1,0.66617171552388,-0.649139729759008,1,-0.0515975204050322,1,-1,-1,1,0.259803418771267,1,0.840096255026433,0.767163458663958,1,-0.637916209131529,-0.85953328091031,-0.259803418771267,-0.635520601402377,-1
"EX-TGFB",-0.0515975204050322,0.0515975204050322,-0.318499488403494,0.335531978172197,-0.0515975204050322,1,-0.0515975204050322,0.0515975204050322,0.0515975204050322,-0.0515975204050322,-0.0936619337592995,-0.0515975204050322,-0.144575223444126,-0.217506710758907,-0.0515975204050322,0.346753892073815,0.12513867678347,0.0936619337592995,0.349157981550442,0.0515975204050322
"GRHL2",1,-1,0.66617171552388,-0.649139729759008,1,-0.0515975204050322,1,-1,-1,1,0.259803418771267,1,0.840096255026433,0.767163458663958,1,-0.637916209131529,-0.85953328091031,-0.259803418771267,-0.635520601402377,-1
"HA",-1,1,-0.66617171552388,0.649139729759008,-1,0.0515975204050322,-1,1,1,-1,-0.259803418771267,-1,-0.840096255026433,-0.767163458663958,-1,0.637916209131529,0.85953328091031,0.259803418771267,0.635520601402377,1
"HAS2",-1,1,-0.66617171552388,0.649139729759008,-1,0.0515975204050322,-1,1,1,-1,-0.259803418771267,-1,-0.840096255026433,-0.767163458663958,-1,0.637916209131529,0.85953328091031,0.259803418771267,0.635520601402377,1
"MIR-1199",1,-1,0.66617171552388,-0.649139729759008,1,-0.0515975204050322,1,-1,-1,1,0.259803418771267,1,0.840096255026433,0.767163458663958,1,-0.637916209131529,-0.85953328091031,-0.259803418771267,-0.635520601402377,-1
