"","miR200","GRHL2","OVOL2","ZEB"
"OVOL2",0.134191445932329,0.113504080193454,-0.0165398593427677,-0.0963717815977405
"miR200",0.142933243227361,0.0878569593982157,0.0797531879884821,-0.0495429098114389
"GRHL2",0.142933243227361,0.0878569593982157,0.0797531879884821,-0.0495429098114389
"ZEB",-0.137519555791202,-0.0495429098114389,-0.037812432115142,-0.01658510432819
