"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
1,0.333333333333333,2,1.33333333333333,2,"grhl_1"
0,0,3,1.66666666666667,2,"grhl_10"
1,0.333333333333333,2,1.33333333333333,2,"grhl_11"
0,0,3,1.66666666666667,2,"grhl_12"
1,0.333333333333333,2,1.33333333333333,2,"grhl_13"
1,1,2,0.666666666666667,1,"grhl_14"
1,0.333333333333333,2,1.33333333333333,2,"grhl_15"
2,0.666666666666667,1,1,1,"grhl_16"
1,0.333333333333333,2,1.33333333333333,2,"grhl_17"
2,0.666666666666667,1,1,1,"grhl_18"
1,0.333333333333333,2,1.33333333333333,2,"grhl_19"
1,0.333333333333333,2,1.33333333333333,2,"grhl_2"
0,0,3,1.66666666666667,2,"grhl_20"
1,0.333333333333333,2,1.33333333333333,2,"grhl_21"
1,0.333333333333333,2,1.33333333333333,2,"grhl_3"
1,1,2,0.666666666666667,1,"grhl_4"
1,0.333333333333333,2,1.33333333333333,2,"grhl_5"
2,0.666666666666667,1,1,1,"grhl_6"
1,0.333333333333333,2,1.33333333333333,2,"grhl_7"
2,0.666666666666667,1,1,1,"grhl_8"
1,0.333333333333333,2,1.33333333333333,2,"grhl_9"
3,1.66666666666667,0,0,0,"wild"
