"","ZEB1","SNAIL1","MIR190","MIR1199","HAS2","GRHL2","ESRP1","TGFB","HA","CD44s","CD24","MIR340","MIR200","MIR34"
"SNAIL1",-0.0835020845769535,-0.0074894252268658,0.0828640582051968,0.0828640582051968,0.0828640582051968,0.0828640582051968,0.0828640582051968,0.0980463134227787,-0.0833574168389729,-0.0833574168389729,-0.0833574168389729,-0.0828640582051968,0.0567104764851717,-0.137072409961977
"MIR190",-0.0833574168389729,0.0929493829069984,0.0853982331655036,0.0853982331655036,0.0853982331655036,0.0853982331655036,0.0853982331655036,0.197674890208068,-0.0856707127295363,-0.0856707127295363,-0.0856707127295363,-0.0853982331655036,0.0548784946398383,-0.138480132035056
"TGFB",-0.0828640582051968,0.0928140649097048,0.0833574168389729,0.0833574168389729,0.0833574168389729,0.0833574168389729,0.0833574168389729,0.0978872044331208,-0.0853982331655036,-0.0853982331655036,-0.0853982331655036,-0.0833574168389729,0.0564430317975958,-0.137437107263217
"ZEB1",-0.0661336726856352,-0.0655320227482269,-0.0324550704656183,-0.0324550704656183,-0.0324550704656183,-0.0324550704656183,-0.0324550704656183,-0.00178484874948632,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0324550704656183,0.048244116656861,0.0580734182959823
"MIR200",-0.0652584511062187,0.115850016607073,0.0638526404220575,0.0638526404220575,0.0638526404220575,0.0638526404220575,0.0638526404220575,0.205332738408446,-0.0649208409150731,-0.0649208409150731,-0.0649208409150731,-0.0638526404220575,0.0294881997784403,-0.186694798971874
"MIR340",-0.0324550704656183,0.0654124055233465,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.00192354500468743,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.0295284608303189,-0.0458823655047872,-0.0566909298167196
"MIR1199",-0.0324550704656183,0.0654124055233465,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.00192354500468743,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.0295284608303189,-0.0458823655047872,-0.0566909298167196
"HA",-0.0324550704656183,0.0654124055233465,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.00192354500468743,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.0295284608303189,-0.0458823655047872,-0.0566909298167196
"CD44s",-0.0324550704656183,0.0654124055233465,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.00192354500468743,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.0295284608303189,-0.0458823655047872,-0.0566909298167196
"CD24",-0.0324550704656183,0.0654124055233465,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.0295284608303189,0.00192354500468743,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.0295284608303189,-0.0458823655047872,-0.0566909298167196
"HAS2",0.0295284608303189,-0.0667713183930507,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.00166713474827717,-0.0601488833746898,0.0398511166253102,0.0398511166253102,0.0309402255362013,0.0465678186654879,0.0578333517512208
"ESRP1",0.0295284608303189,-0.0667713183930507,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.0309402255362013,-0.00166713474827717,0.0398511166253102,-0.0601488833746898,0.0398511166253102,0.0309402255362013,0.0465678186654879,0.0578333517512208
"MIR34",0.0828640582051968,-0.0928140649097048,-0.0833574168389729,-0.0833574168389729,-0.0833574168389729,-0.0833574168389729,-0.0833574168389729,-0.0978872044331208,0.0853982331655036,0.0853982331655036,0.0853982331655036,0.0833574168389729,-0.0564430317975958,0.137437107263217
"GRHL2",0.124518104861463,-0.0897371062542547,-0.122792282653713,-0.122792282653713,-0.122792282653713,-0.122792282653713,-0.122792282653713,-0.00945086797425656,0.126174763139402,0.126174763139402,0.0261747631394023,0.122792282653713,0.124675815127414,0.158962626908888
