"","MIR200","TGFB","MIR340","MIR1199","HAS2","GRHL2","ESRP1","ZEB1","MIR34","HA","CD44s","CD24","MIR190","SNAIL1"
"TGFB",0.306469212561256,0.308842522099486,0.220487087962645,0.220487087962645,0.220487087962645,0.220487087962645,0.220487087962645,-0.219614222687503,0.0812128628890866,-0.220487087962645,-0.220487087962645,-0.220487087962645,-0.220487087962645,-0.316821454171341
"MIR200",0.309024844394277,0.383747674794673,0.149050610051253,0.149050610051253,0.149050610051253,0.149050610051253,0.149050610051253,-0.149956576936601,0.0421322172525786,-0.147325055408689,-0.147325055408689,-0.147325055408689,-0.149050610051253,-0.318094404599832
"HA",0.165720636204807,0.132438778305527,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.0827087274484272,-0.084014445593407,-0.0217087552201452,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.231849528303816
"CD44s",0.165720636204807,0.132438778305527,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.0827087274484272,-0.084014445593407,-0.0217087552201452,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.231849528303816
"CD24",0.165720636204807,0.132438778305527,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.0827087274484272,-0.084014445593407,-0.0217087552201452,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.231849528303816
"ZEB1",-0.166872709937526,-0.133871972942605,-0.084014445593407,-0.084014445593407,-0.084014445593407,-0.084014445593407,-0.084014445593407,-0.0145410915143466,0.0222271883998687,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.084014445593407,0.230832781892333
"GRHL2",0.0328625790040881,0.0168567621158465,-0.00130866656717512,-0.00130866656717512,-0.00130866656717512,-0.00130866656717512,-0.00130866656717512,0.000364348755387427,0.0335617194050929,0.00260962060013262,0.00260962060013262,-0.0973903793998674,0.00130866656717512,-0.137919438902588
"HAS2",-0.163359630873504,-0.134233650100399,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,0.0827087274484272,0.0240697605514476,-0.0123407775020678,0.0876592224979322,0.0876592224979322,0.0827087274484272,0.230970231741067
"ESRP1",-0.163359630873504,-0.134233650100399,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,0.0827087274484272,0.0240697605514476,0.0876592224979322,-0.0123407775020678,0.0876592224979322,0.0827087274484272,0.230970231741067
"MIR340",-0.165720636204807,-0.132438778305527,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,0.084014445593407,0.0217087552201452,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.231849528303816
"MIR1199",-0.165720636204807,-0.132438778305527,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,-0.0827087274484272,0.084014445593407,0.0217087552201452,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.0827087274484272,0.231849528303816
"MIR34",-0.306469212561256,-0.308842522099486,-0.220487087962645,-0.220487087962645,-0.220487087962645,-0.220487087962645,-0.220487087962645,0.219614222687503,-0.0812128628890866,0.220487087962645,0.220487087962645,0.220487087962645,0.220487087962645,0.316821454171341
"SNAIL1",-0.30766055707864,-0.309558512552946,-0.219614222687503,-0.219614222687503,-0.219614222687503,-0.219614222687503,-0.219614222687503,0.219997038510557,-0.0835226124636064,0.220487087962645,0.220487087962645,0.220487087962645,0.219614222687503,0.219198793574477
"MIR190",-0.305295809692938,-0.404596237598424,-0.220487087962645,-0.220487087962645,-0.220487087962645,-0.220487087962645,-0.220487087962645,0.220487087962645,-0.0800394600207684,0.214765017117958,0.214765017117958,0.214765017117958,0.220487087962645,0.31195000626877
