"","MIR190","MIR1199","GRHL2","ESRP1","TGFB","MIR34","MIR200","ZEB1","SNAIL1","HA","CD44s","CD24","MIR340","HAS2"
"MIR340",0.0618962758923681,0.0618962758923681,0.0618962758923681,0.0618962758923681,0.0532088967397271,0.0507972859097572,0.0507972859097572,-0.062481597819428,-0.0241592054426765,-0.0630727464806034,-0.0630727464806034,-0.0630727464806034,-0.0618962758923681,-0.0618962758923681
"CD44s",0.0618962758923681,0.0618962758923681,0.0618962758923681,0.0618962758923681,0.0532088967397271,0.0507972859097572,0.0507972859097572,-0.062481597819428,-0.0241592054426765,-0.0630727464806034,-0.0630727464806034,-0.0630727464806034,-0.0618962758923681,-0.0618962758923681
"CD24",0.0618962758923681,0.0618962758923681,0.0618962758923681,0.0618962758923681,0.0532088967397271,0.0507972859097572,0.0507972859097572,-0.062481597819428,-0.0241592054426765,-0.0630727464806034,-0.0630727464806034,-0.0630727464806034,-0.0618962758923681,-0.0618962758923681
"ZEB1",-0.062481597819428,-0.062481597819428,-0.062481597819428,-0.062481597819428,-0.0520530946130512,-0.0510853043429369,-0.0510853043429369,-0.0370701205933231,0.0242190140551167,0.0618962758923681,0.0618962758923681,0.0618962758923681,0.062481597819428,0.062481597819428
"MIR34",0.0110121820450857,0.0110121820450857,0.0110121820450857,0.0110121820450857,0.0964926860003858,0.0870154348539324,0.0870154348539324,-0.0108983300526758,-0.0537209174865501,-0.0114203453103918,-0.0114203453103918,-0.0114203453103918,-0.0110121820450857,-0.0110121820450857
"TGFB",-0.0110121820450857,-0.0110121820450857,-0.0110121820450857,-0.0110121820450857,-0.0964926860003858,-0.0870154348539324,-0.0870154348539324,0.0108983300526758,0.0537209174865501,0.0114203453103918,0.0114203453103918,0.0114203453103918,0.0110121820450857,0.0110121820450857
"MIR190",-0.0114203453103918,-0.0114203453103918,-0.0114203453103918,-0.0114203453103918,0.00308268554950805,-0.0877977034328111,-0.0877977034328111,0.0110121820450857,0.0533149634946692,0.0122377840024899,0.0122377840024899,0.0122377840024899,0.0114203453103918,0.0114203453103918
"SNAIL1",-0.0108983300526758,-0.0108983300526758,-0.0108983300526758,-0.0108983300526758,-0.0958562500417541,-0.0870883743141804,-0.0870883743141804,0.0112527891480962,-0.0466331543394489,0.0110121820450857,0.0110121820450857,0.0110121820450857,0.0108983300526758,0.0108983300526758
"GRHL2",-0.0205519028597976,-0.0205519028597976,-0.0205519028597976,-0.0205519028597976,-0.0225313575227354,-0.022026673530638,-0.022026673530638,0.0198029611470005,-0.0386177230728627,0.0201182515154784,0.0201182515154784,-0.0798817484845216,0.0205519028597976,0.0205519028597976
"MIR200",-0.0572756652596461,-0.0572756652596461,-0.0572756652596461,-0.0572756652596461,-0.0625094465774034,-0.164196226268584,-0.164196226268584,0.0575568273964783,0.0762322673044525,0.0583438657526617,0.0583438657526617,0.0583438657526617,0.0572756652596461,0.0572756652596461
"HAS2",-0.0630727464806034,-0.0630727464806034,-0.0630727464806034,-0.0630727464806034,-0.0550037685345989,-0.0519397078442584,-0.0519397078442584,0.0618962758923681,0.0243990135961537,0.164722911497105,0.064722911497105,0.064722911497105,0.0630727464806034,0.0630727464806034
"ESRP1",-0.0630727464806034,-0.0630727464806034,-0.0630727464806034,-0.0630727464806034,-0.0550037685345989,-0.0519397078442584,-0.0519397078442584,0.0618962758923681,0.0243990135961537,0.064722911497105,-0.0352770885028949,0.064722911497105,0.0630727464806034,0.0630727464806034
"MIR1199",-0.0618962758923681,-0.0618962758923681,-0.0618962758923681,-0.0618962758923681,-0.0532088967397271,-0.0507972859097572,-0.0507972859097572,0.062481597819428,0.0241592054426765,0.0630727464806034,0.0630727464806034,0.0630727464806034,0.0618962758923681,0.0618962758923681
"HA",-0.0618962758923681,-0.0618962758923681,-0.0618962758923681,-0.0618962758923681,-0.0532088967397271,-0.0507972859097572,-0.0507972859097572,0.062481597819428,0.0241592054426765,0.0630727464806034,0.0630727464806034,0.0630727464806034,0.0618962758923681,0.0618962758923681
