"","ZEB1","SNAIL1","HA","CD24","MIR340","MIR190","MIR1199","GRHL2","ESRP1","TGFB","HAS2","CD44s","MIR34","MIR200"
"MIR34",-0.0952892469675261,-0.0618817487589143,0.0949527252620697,0.0949527252620697,0.0943404803641105,0.0943404803641105,0.0943404803641105,0.0943404803641105,0.0943404803641105,-0.0896640679924801,-0.0943404803641105,-0.0949527252620697,0.0387323606380808,0.0387323606380808
"MIR190",-0.0943404803641105,-0.0648587446993744,0.0903205726735139,0.0903205726735139,0.0949527252620697,0.0949527252620697,0.0949527252620697,0.0949527252620697,0.0949527252620697,-0.191150267567852,-0.0949527252620697,-0.0903205726735139,0.036776689190884,0.036776689190884
"ZEB1",-0.0918269157299128,-0.0761412215563644,-0.010950266709637,-0.010950266709637,-0.00802365707433754,-0.00802365707433754,-0.00802365707433754,-0.00802365707433754,-0.00802365707433754,-0.00235758853269564,0.00802365707433754,0.010950266709637,0.0541150627408116,0.0541150627408116
"MIR200",-0.0564457047731683,-0.0412890060918263,0.0566095299130627,0.0566095299130627,0.0586637616304004,0.0586637616304004,0.0586637616304004,0.0586637616304004,0.0586637616304004,-0.199287036073203,-0.0586637616304004,-0.0566095299130627,0.0113093444796784,0.0113093444796784
"HAS2",-0.010950266709637,0.0771447249737263,-0.0896608767576509,0.010339123242349,0.0100090902390487,0.0100090902390487,0.0100090902390487,0.0100090902390487,0.0100090902390487,0.00255531960421312,-0.0100090902390487,-0.010339123242349,-0.054177272967506,-0.054177272967506
"MIR340",-0.00802365707433754,0.0743469631831587,0.0100090902390487,0.0100090902390487,0.010950266709637,0.010950266709637,0.010950266709637,0.010950266709637,0.010950266709637,0.00101685806575158,-0.010950266709637,-0.0100090902390487,-0.0569952470726088,-0.0569952470726088
"MIR1199",-0.00802365707433754,0.0743469631831587,0.0100090902390487,0.0100090902390487,0.010950266709637,0.010950266709637,0.010950266709637,0.010950266709637,0.010950266709637,0.00101685806575158,-0.010950266709637,-0.0100090902390487,-0.0569952470726088,-0.0569952470726088
"CD44s",-0.00802365707433754,0.0743469631831587,0.0100090902390487,0.0100090902390487,0.010950266709637,0.010950266709637,0.010950266709637,0.010950266709637,0.010950266709637,0.00101685806575158,-0.010950266709637,-0.0100090902390487,-0.0569952470726088,-0.0569952470726088
"HA",0.00802365707433754,-0.0743469631831587,-0.0100090902390487,-0.0100090902390487,-0.010950266709637,-0.010950266709637,-0.010950266709637,-0.010950266709637,-0.010950266709637,-0.00101685806575158,0.010950266709637,0.0100090902390487,0.0569952470726088,0.0569952470726088
"CD24",0.00802365707433754,-0.0743469631831587,-0.0100090902390487,-0.0100090902390487,-0.010950266709637,-0.010950266709637,-0.010950266709637,-0.010950266709637,-0.010950266709637,-0.00101685806575158,0.010950266709637,0.0100090902390487,0.0569952470726088,0.0569952470726088
"ESRP1",0.010950266709637,-0.0771447249737263,-0.010339123242349,-0.010339123242349,-0.0100090902390487,-0.0100090902390487,-0.0100090902390487,-0.0100090902390487,-0.0100090902390487,-0.00255531960421312,0.0100090902390487,-0.0896608767576509,0.054177272967506,0.054177272967506
"SNAIL1",0.0942825831365322,-0.0366008005582329,-0.0943404803641105,-0.0943404803641105,-0.0952892469675261,-0.0952892469675261,-0.0952892469675261,-0.0952892469675261,-0.0952892469675261,0.0906187219304276,0.0952892469675261,0.0943404803641105,-0.037054753052377,-0.037054753052377
"TGFB",0.0952892469675261,0.0618817487589143,-0.0949527252620697,-0.0949527252620697,-0.0943404803641105,-0.0943404803641105,-0.0943404803641105,-0.0943404803641105,-0.0943404803641105,0.0896640679924801,0.0943404803641105,0.0949527252620697,-0.0387323606380808,-0.0387323606380808
"GRHL2",0.143104791570524,-0.097949331205475,-0.144353752628887,-0.044353752628887,-0.144960864510934,-0.144960864510934,-0.144960864510934,-0.144960864510934,-0.144960864510934,-0.00992319530721556,0.144960864510934,0.144353752628887,0.181847538820023,0.181847538820023
