"","MIR34","MIR1199","GRHL2","HA","CD44s","ZEB1","TGFB","MIR200","CD24","MIR340","MIR190","HAS2","ESRP1","SNAIL1"
"MIR340",0.0831829857132876,0.0585233212563703,0.0585233212563703,0.0286409683151938,0.0286409683151938,-0.0604593860920299,0.0217081723522049,-0.0415831462523257,-0.0286409683151938,-0.0585233212563703,-0.0585233212563703,-0.0585233212563703,-0.0585233212563703,-0.0819706124257835
"HA",0.0831829857132876,0.0585233212563703,0.0585233212563703,0.0286409683151938,0.0286409683151938,-0.0604593860920299,0.0217081723522049,-0.0415831462523257,-0.0286409683151938,-0.0585233212563703,-0.0585233212563703,-0.0585233212563703,-0.0585233212563703,-0.0819706124257835
"CD44s",0.0831829857132876,0.0585233212563703,0.0585233212563703,0.0286409683151938,0.0286409683151938,-0.0604593860920299,0.0217081723522049,-0.0415831462523257,-0.0286409683151938,-0.0585233212563703,-0.0585233212563703,-0.0585233212563703,-0.0585233212563703,-0.0819706124257835
"CD24",0.0831829857132876,0.0585233212563703,0.0585233212563703,0.0286409683151938,0.0286409683151938,-0.0604593860920299,0.0217081723522049,-0.0415831462523257,-0.0286409683151938,-0.0585233212563703,-0.0585233212563703,-0.0585233212563703,-0.0585233212563703,-0.0819706124257835
"ZEB1",-0.0823765341003844,-0.0604593860920299,-0.0604593860920299,-0.0585233212563703,-0.0585233212563703,-0.0563594749406781,-0.0480142287553487,0.0448665563905745,0.0585233212563703,0.0604593860920299,0.0604593860920299,0.0604593860920299,0.0604593860920299,0.0889084114688457
"MIR200",-0.0137588078187246,0.050539585570147,0.050539585570147,0.0317228230393335,0.0317228230393335,-0.0531325252764887,0.0376244601459135,-0.150982998621513,-0.0317228230393335,-0.050539585570147,-0.050539585570147,-0.050539585570147,-0.050539585570147,0.0298042886824983
"SNAIL1",-0.0686321813744952,0.0119698031859898,0.0119698031859898,0.00350680508352296,0.00350680508352296,-0.00673798693758482,0.089511738080928,-0.0844653783271995,-0.00350680508352296,-0.0119698031859898,-0.0119698031859898,-0.0119698031859898,-0.0119698031859898,-0.0500894804129575
"MIR190",-0.0730799985953718,-0.000574827569538261,-0.000574827569538261,0.00623716153127918,0.00623716153127918,-0.00350680508352296,-0.00557311160161409,-0.0728544052653493,-0.00623716153127918,0.000574827569538261,0.000574827569538261,0.000574827569538261,0.000574827569538261,0.0498465909024333
"TGFB",0.0763394510073665,-0.00350680508352296,-0.00350680508352296,0.000574827569538261,0.000574827569538261,0.0119698031859898,-0.0827496060204666,0.0813289815365358,-0.000574827569538261,0.00350680508352296,0.00350680508352296,0.00350680508352296,0.00350680508352296,-0.0434866450296322
"MIR34",0.0763394510073665,-0.00350680508352296,-0.00350680508352296,0.000574827569538261,0.000574827569538261,0.0119698031859898,-0.0827496060204666,0.0813289815365358,-0.000574827569538261,0.00350680508352296,0.00350680508352296,0.00350680508352296,0.00350680508352296,-0.0434866450296322
"HAS2",-0.0684838234893729,-0.0286409683151938,-0.0286409683151938,-0.130951199338296,-0.0309511993382961,0.0585233212563703,-0.025810736454769,0.0175922856278017,0.0309511993382961,0.0286409683151938,0.0286409683151938,0.0286409683151938,0.0286409683151938,0.0876460720580777
"ESRP1",-0.0684838234893729,-0.0286409683151938,-0.0286409683151938,-0.0309511993382961,-0.130951199338296,0.0585233212563703,-0.025810736454769,0.0175922856278017,0.0309511993382961,0.0286409683151938,0.0286409683151938,0.0286409683151938,0.0286409683151938,0.0876460720580777
"MIR1199",-0.0831829857132876,-0.0585233212563703,-0.0585233212563703,-0.0286409683151938,-0.0286409683151938,0.0604593860920299,-0.0217081723522049,0.0415831462523257,0.0286409683151938,0.0585233212563703,0.0585233212563703,0.0585233212563703,0.0585233212563703,0.0819706124257835
"GRHL2",-0.155240056844728,-0.11162466098918,-0.11162466098918,-0.0902022845798128,-0.0902022845798128,0.121295777889212,-0.088109791092873,0.102696708474268,-0.00979771542018724,0.11162466098918,0.11162466098918,0.11162466098918,0.11162466098918,0.109843325509168
