"","MIR34","MIR190","MIR1199","HAS2","ESRP1","TGFB","ZEB1","SNAIL1","MIR340","GRHL2","HA","CD44s","CD24","MIR200"
"TGFB",0.174519601068572,0.141124824134922,0.141124824134922,0.141124824134922,0.141124824134922,0.101045261008585,-0.143212110662436,-0.105588090172702,-0.141124824134922,-0.141124824134922,-0.143981966992065,-0.143981966992065,-0.143981966992065,-0.174519601068572
"MIR34",0.174519601068572,0.141124824134922,0.141124824134922,0.141124824134922,0.141124824134922,0.101045261008585,-0.143212110662436,-0.105588090172702,-0.141124824134922,-0.141124824134922,-0.143981966992065,-0.143981966992065,-0.143981966992065,-0.174519601068572
"HA",0.135717393793019,0.109693368461062,0.109693368461062,0.109693368461062,0.109693368461062,0.00583073390052773,-0.107217006461962,-0.102997613187366,-0.109693368461062,-0.109693368461062,-0.105458074343414,-0.105458074343414,-0.105458074343414,-0.135717393793019
"CD44s",0.135717393793019,0.109693368461062,0.109693368461062,0.109693368461062,0.109693368461062,0.00583073390052773,-0.107217006461962,-0.102997613187366,-0.109693368461062,-0.109693368461062,-0.105458074343414,-0.105458074343414,-0.105458074343414,-0.135717393793019
"CD24",0.135717393793019,0.109693368461062,0.109693368461062,0.109693368461062,0.109693368461062,0.00583073390052773,-0.107217006461962,-0.102997613187366,-0.109693368461062,-0.109693368461062,-0.105458074343414,-0.105458074343414,-0.105458074343414,-0.135717393793019
"ZEB1",-0.132145965221591,-0.107217006461962,-0.107217006461962,-0.107217006461962,-0.107217006461962,-0.00772624938827623,0.00889391165870785,0.106705747158657,0.107217006461962,0.107217006461962,0.109693368461062,0.109693368461062,0.109693368461062,0.132145965221591
"GRHL2",-0.0302040680864535,-0.0155225855470996,-0.0155225855470996,-0.0155225855470996,-0.0155225855470996,-0.00431143898263163,0.0125593813790761,0.0747480670255924,0.0155225855470996,0.0155225855470996,0.0107524207595887,0.0107524207595887,0.110752420759589,0.0302040680864535
"MIR340",-0.135717393793019,-0.109693368461062,-0.109693368461062,-0.109693368461062,-0.109693368461062,-0.00583073390052773,0.107217006461962,0.102997613187366,0.109693368461062,0.109693368461062,0.105458074343414,0.105458074343414,0.105458074343414,0.135717393793019
"MIR1199",-0.135717393793019,-0.109693368461062,-0.109693368461062,-0.109693368461062,-0.109693368461062,-0.00583073390052773,0.107217006461962,0.102997613187366,0.109693368461062,0.109693368461062,0.105458074343414,0.105458074343414,0.105458074343414,0.135717393793019
"HAS2",-0.129852961195913,-0.105458074343414,-0.105458074343414,-0.105458074343414,-0.105458074343414,-0.00865124672104055,0.109693368461062,0.108513200717342,0.105458074343414,0.105458074343414,0.0117287014061208,0.111728701406121,0.111728701406121,0.129852961195913
"ESRP1",-0.129852961195913,-0.105458074343414,-0.105458074343414,-0.105458074343414,-0.105458074343414,-0.00865124672104055,0.109693368461062,0.108513200717342,0.105458074343414,0.105458074343414,0.111728701406121,0.0117287014061208,0.111728701406121,0.129852961195913
"MIR190",-0.177909431577046,-0.143981966992065,-0.143981966992065,-0.143981966992065,-0.143981966992065,-0.199559061433213,0.141124824134922,0.101934504245773,0.143981966992065,0.143981966992065,0.138804855275444,0.138804855275444,0.138804855275444,0.177909431577046
"SNAIL1",-0.177169734790916,-0.143212110662436,-0.143212110662436,-0.143212110662436,-0.143212110662436,-0.100090607070637,0.14203530646564,0.00326133245899391,0.143212110662436,0.143212110662436,0.141124824134922,0.141124824134922,0.141124824134922,0.177169734790916
"MIR200",-0.255630534077858,-0.145786877479741,-0.145786877479741,-0.145786877479741,-0.145786877479741,-0.208864953748082,0.143193937773399,0.141257788039814,0.145786877479741,0.145786877479741,0.141267567701598,0.141267567701598,0.141267567701598,0.255630534077858
