"","MIR200","CD44s","CD24","MIR340","MIR190","MIR1199","ESRP1","ZEB1","TGFB","HAS2","GRHL2","HA","MIR34","SNAIL1"
"GRHL2",0.303535521322814,0.247717983222691,0.147717983222691,0.249018937255648,0.249018937255648,0.249018937255648,0.249018937255648,-0.247553616513219,-0.0368907388378562,-0.249018937255648,-0.249018937255648,-0.247717983222691,-0.303535521322814,-0.231806539839372
"MIR34",-0.138987872052755,0.142500485510583,0.142500485510583,0.138418852857522,0.138418852857522,0.138418852857522,0.138418852857522,-0.140809744698129,0.173806301538943,-0.138418852857522,-0.138418852857522,-0.142500485510583,0.138987872052755,0.32542101817295
"SNAIL1",-0.136824001398732,0.138418852857522,0.138418852857522,0.140809744698129,0.140809744698129,0.140809744698129,0.140809744698129,-0.13898073576576,0.173965410528601,-0.140809744698129,-0.140809744698129,-0.138418852857522,0.136824001398732,0.226129161824948
"MIR200",0.0384945721860112,0.135019069744376,0.135019069744376,0.140195733672067,0.140195733672067,0.140195733672067,0.140195733672067,-0.136165743044138,-0.000812607098780737,-0.140195733672067,-0.140195733672067,-0.135019069744376,-0.0384945721860112,0.0837528905527124
"HAS2",0.167905597916697,0.106600496277916,0.106600496277916,0.097029539182206,0.097029539182206,0.097029539182206,0.097029539182206,-0.102206009770441,-0.0333900285243202,-0.097029539182206,-0.097029539182206,-0.00660049627791563,-0.167905597916697,-0.208474661928524
"ESRP1",0.167905597916697,0.206600496277916,0.106600496277916,0.097029539182206,0.097029539182206,0.097029539182206,0.097029539182206,-0.102206009770441,-0.0333900285243202,-0.097029539182206,-0.097029539182206,-0.106600496277916,-0.167905597916697,-0.208474661928524
"MIR340",0.172551447117001,0.097029539182206,0.097029539182206,0.102206009770441,0.102206009770441,0.102206009770441,0.102206009770441,-0.0981988058082622,-0.0331336182679099,-0.102206009770441,-0.102206009770441,-0.097029539182206,-0.172551447117001,-0.206636132751865
"MIR1199",0.172551447117001,0.097029539182206,0.097029539182206,0.102206009770441,0.102206009770441,0.102206009770441,0.102206009770441,-0.0981988058082622,-0.0331336182679099,-0.102206009770441,-0.102206009770441,-0.097029539182206,-0.172551447117001,-0.206636132751865
"HA",0.172551447117001,0.097029539182206,0.097029539182206,0.102206009770441,0.102206009770441,0.102206009770441,0.102206009770441,-0.0981988058082622,-0.0331336182679099,-0.102206009770441,-0.102206009770441,-0.097029539182206,-0.172551447117001,-0.206636132751865
"CD44s",0.172551447117001,0.097029539182206,0.097029539182206,0.102206009770441,0.102206009770441,0.102206009770441,0.102206009770441,-0.0981988058082622,-0.0331336182679099,-0.102206009770441,-0.102206009770441,-0.097029539182206,-0.172551447117001,-0.206636132751865
"ZEB1",-0.169325640665388,-0.102206009770441,-0.102206009770441,-0.0981988058082622,-0.0981988058082622,-0.0981988058082622,-0.0981988058082622,0.00080548022300564,0.0339195637140495,0.0981988058082622,0.0981988058082622,0.102206009770441,0.169325640665388,0.207832305000669
"CD24",-0.172551447117001,-0.097029539182206,-0.097029539182206,-0.102206009770441,-0.102206009770441,-0.102206009770441,-0.102206009770441,0.0981988058082622,0.0331336182679099,0.102206009770441,0.102206009770441,0.097029539182206,0.172551447117001,0.206636132751865
"MIR190",0.1361195539302,-0.137323373793962,-0.137323373793962,-0.142500485510583,-0.142500485510583,-0.142500485510583,-0.142500485510583,0.138418852857522,-0.0748678726642081,0.142500485510583,0.142500485510583,0.137323373793962,-0.1361195539302,-0.327180152137768
"TGFB",0.138987872052755,-0.142500485510583,-0.142500485510583,-0.138418852857522,-0.138418852857522,-0.138418852857522,-0.138418852857522,0.140809744698129,-0.173806301538943,0.138418852857522,0.138418852857522,0.142500485510583,-0.138987872052755,-0.32542101817295
