"","HA","CD44s","MIR340","MIR190","MIR1199","TGFB","ZEB1","SNAIL1","HAS2","GRHL2","ESRP1","CD24","MIR34","MIR200"
"GRHL2",0.197457395775777,0.197457395775777,0.197370665506913,0.197370665506913,0.197370665506913,0.0129564980875394,-0.197338102823748,-0.109858693206915,-0.197370665506913,-0.197370665506913,-0.197370665506913,-0.0974573957757767,-0.221457036938965,-0.221457036938965
"MIR200",0.122064125305654,0.122064125305654,0.122146294574347,0.122146294574347,0.122146294574347,-0.196460416432711,-0.12205257386207,0.0316926970676092,-0.122146294574347,-0.122146294574347,-0.122146294574347,-0.122064125305654,-0.0257550033709235,-0.0257550033709235
"MIR34",0.115778237422732,0.115778237422732,0.115574155790079,0.115574155790079,0.115574155790079,-0.0889425646374287,-0.115612106454215,0.0584699215229123,-0.115574155790079,-0.115574155790079,-0.115574155790079,-0.115778237422732,0.024095945645465,0.024095945645465
"MIR190",0.115505757858699,0.115505757858699,0.115778237422732,0.115778237422732,0.115778237422732,-0.190004135762694,-0.115574155790079,0.0595524655012614,-0.115778237422732,-0.115778237422732,-0.115778237422732,-0.115505757858699,0.0231832989701065,0.0231832989701065
"SNAIL1",0.115574155790079,0.115574155790079,0.115612106454215,0.115612106454215,0.115612106454215,-0.0894198916064024,-0.115569571362765,-0.0410242615828035,-0.115612106454215,-0.115612106454215,-0.115612106454215,-0.115574155790079,0.0236826220373931,0.0236826220373931
"MIR340",0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.00467789408540307,-0.0970608396689771,-0.0863167487693234,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.109032105452255,-0.109032105452255
"MIR1199",0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.00467789408540307,-0.0970608396689771,-0.0863167487693234,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.109032105452255,-0.109032105452255
"HA",0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.00467789408540307,-0.0970608396689771,-0.0863167487693234,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.109032105452255,-0.109032105452255
"CD44s",0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.00467789408540307,-0.0970608396689771,-0.0863167487693234,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.109032105452255,-0.109032105452255
"CD24",0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.00467789408540307,-0.0970608396689771,-0.0863167487693234,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.109032105452255,-0.109032105452255
"ZEB1",-0.0971058644325971,-0.0971058644325971,-0.0970608396689771,-0.0970608396689771,-0.0970608396689771,-0.00490905451073825,-0.00292255730927293,0.0865559832190841,0.0970608396689771,0.0970608396689771,0.0970608396689771,0.0971058644325971,0.108801690705711,0.108801690705711
"HAS2",-0.197435897435897,-0.0974358974358974,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.00519071459822358,0.0971058644325971,0.0868763011274369,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0974358974358974,0.108651298140754,0.108651298140754
"ESRP1",-0.0974358974358974,-0.197435897435897,-0.0971058644325971,-0.0971058644325971,-0.0971058644325971,-0.00519071459822358,0.0971058644325971,0.0868763011274369,0.0971058644325971,0.0971058644325971,0.0971058644325971,0.0974358974358974,0.108651298140754,0.108651298140754
"TGFB",-0.115778237422732,-0.115778237422732,-0.115574155790079,-0.115574155790079,-0.115574155790079,0.0889425646374287,0.115612106454215,-0.0584699215229123,0.115574155790079,0.115574155790079,0.115574155790079,0.115778237422732,-0.024095945645465,-0.024095945645465
