"","MIR34","MIR200","ZEB1","CD44s","CD24","MIR340","MIR190","MIR1199","HAS2","SNAIL1","GRHL2","ESRP1","HA","TGFB"
"GRHL2",0.170618561569009,0.170618561569009,-0.159866719253639,0.159792500059053,0.0597925000590533,0.161266914629738,0.161266914629738,0.161266914629738,0.161266914629738,0.0460671730385072,-0.161266914629738,-0.161266914629738,-0.159792500059053,-0.166455441555101
"MIR200",0.177007507670073,0.177007507670073,-0.0738270479141861,0.0735697844306352,0.0735697844306352,0.0752953390731989,0.0752953390731989,0.0752953390731989,0.0752953390731989,-0.056639995883802,-0.0752953390731989,-0.0752953390731989,-0.0735697844306352,-0.276386196442442
"ZEB1",-0.0838596349939791,-0.0838596349939791,-0.052936306697146,-0.0495330208834633,-0.0495330208834633,-0.0471467084116038,-0.0471467084116038,-0.0471467084116038,-0.0471467084116038,-0.0248784083934759,0.0471467084116038,0.0471467084116038,0.0495330208834633,0.0740749170604733
"ESRP1",0.0828811181419394,0.0828811181419394,-0.0495330208834633,-0.0539536807278743,0.0460463192721257,0.048356550295228,0.048356550295228,0.048356550295228,0.048356550295228,0.0240221077880272,-0.048356550295228,-0.048356550295228,-0.0460463192721257,-0.0729486323419556
"MIR340",0.0852421234732418,0.0852421234732418,-0.0471467084116038,0.048356550295228,0.048356550295228,0.0495330208834633,0.0495330208834633,0.0495330208834633,0.0495330208834633,0.0236224275322318,-0.0495330208834633,-0.0495330208834633,-0.048356550295228,-0.0721794015727248
"HA",0.0852421234732418,0.0852421234732418,-0.0471467084116038,0.048356550295228,0.048356550295228,0.0495330208834633,0.0495330208834633,0.0495330208834633,0.0495330208834633,0.0236224275322318,-0.0495330208834633,-0.0495330208834633,-0.048356550295228,-0.0721794015727248
"TGFB",-0.0533009386135923,-0.0533009386135923,-0.0133116569706609,0.0125956286238383,0.0125956286238383,0.0119833837258791,0.0119833837258791,0.0119833837258791,0.0119833837258791,0.0200158329899039,-0.0119833837258791,-0.0119833837258791,-0.0125956286238383,0.0615321515562806
"MIR34",-0.0533009386135923,-0.0533009386135923,-0.0133116569706609,0.0125956286238383,0.0125956286238383,0.0119833837258791,0.0119833837258791,0.0119833837258791,0.0119833837258791,0.0200158329899039,-0.0119833837258791,-0.0119833837258791,-0.0125956286238383,0.0615321515562806
"SNAIL1",-0.0505535522775845,-0.0505535522775845,-0.0118512854975289,0.0119833837258791,0.0119833837258791,0.0133116569706609,0.0133116569706609,0.0133116569706609,0.0133116569706609,-0.0796300951840971,-0.0133116569706609,-0.0133116569706609,-0.0119833837258791,0.0643165588752942
"MIR190",0.049128839526239,0.049128839526239,0.0119833837258791,-0.0155929038281979,-0.0155929038281979,-0.0125956286238383,-0.0125956286238383,-0.0125956286238383,-0.0125956286238383,-0.0252932348843558,0.0125956286238383,0.0125956286238383,0.0155929038281979,-0.161532151556281
"MIR1199",-0.0852421234732418,-0.0852421234732418,0.0471467084116038,-0.048356550295228,-0.048356550295228,-0.0495330208834633,-0.0495330208834633,-0.0495330208834633,-0.0495330208834633,-0.0236224275322318,0.0495330208834633,0.0495330208834633,0.048356550295228,0.0721794015727248
"CD44s",-0.0852421234732418,-0.0852421234732418,0.0471467084116038,-0.048356550295228,-0.048356550295228,-0.0495330208834633,-0.0495330208834633,-0.0495330208834633,-0.0495330208834633,-0.0236224275322318,0.0495330208834633,0.0495330208834633,0.048356550295228,0.0721794015727248
"CD24",-0.0852421234732418,-0.0852421234732418,0.0471467084116038,-0.048356550295228,-0.048356550295228,-0.0495330208834633,-0.0495330208834633,-0.0495330208834633,-0.0495330208834633,-0.0236224275322318,0.0495330208834633,0.0495330208834633,0.048356550295228,0.0721794015727248
"HAS2",-0.0828811181419394,-0.0828811181419394,0.0495330208834633,-0.0460463192721257,-0.0460463192721257,-0.048356550295228,-0.048356550295228,-0.048356550295228,-0.048356550295228,-0.0240221077880272,0.048356550295228,0.048356550295228,-0.0539536807278743,0.0729486323419556
