"","ZEB1","MIR200","SNAIL1","MIR340","MIR1199","HAS2","ESRP1","MIR190","GRHL2","HA","CD44s","CD24","MIR34","TGFB"
"GRHL2",-0.151453080499822,0.164762000029093,0.0494758433910008,0.153765031004544,0.153765031004544,0.153765031004544,0.153765031004544,-0.153765031004544,-0.153765031004544,-0.154025221811135,-0.154025221811135,-0.0540252218111354,-0.172906573362022,-0.162508220584344
"MIR34",-0.0990475874312496,0.139694713088754,-0.0730945686373502,0.0977193141864678,0.0977193141864678,0.0977193141864678,0.0977193141864678,-0.0977193141864678,-0.0977193141864678,-0.0999642121456515,-0.0999642121456515,-0.0999642121456515,0.0425241731740766,-0.159001306599456
"ZEB1",-0.0839292331708747,-0.071875284636978,-0.0328911821001872,-0.0141614193278801,-0.0141614193278801,-0.0141614193278801,-0.0141614193278801,0.0141614193278801,0.0141614193278801,0.0179885242355793,0.0179885242355793,0.0179885242355793,0.0343097740675807,0.0542260985808908
"MIR200",-0.0621829025693664,0.194483423877086,-0.0747292674337756,0.0655256079739275,0.0655256079739275,0.0655256079739275,0.0655256079739275,-0.0655256079739275,-0.0655256079739275,-0.0626496835696547,-0.0626496835696547,-0.0626496835696547,0.0213802705080196,-0.288237810905367
"MIR340",-0.0141614193278801,0.0706656072176231,0.0267308950188475,0.0179885242355793,0.0179885242355793,0.0179885242355793,0.0179885242355793,-0.0179885242355793,-0.0179885242355793,-0.0163414654120499,-0.0163414654120499,-0.0163414654120499,-0.0404157648509908,-0.0558442215582371
"HA",-0.0141614193278801,0.0706656072176231,0.0267308950188475,0.0179885242355793,0.0179885242355793,0.0179885242355793,0.0179885242355793,-0.0179885242355793,-0.0179885242355793,-0.0163414654120499,-0.0163414654120499,-0.0163414654120499,-0.0404157648509908,-0.0558442215582371
"CD44s",-0.0141614193278801,0.0706656072176231,0.0267308950188475,0.0179885242355793,0.0179885242355793,0.0179885242355793,0.0179885242355793,-0.0179885242355793,-0.0179885242355793,-0.0163414654120499,-0.0163414654120499,-0.0163414654120499,-0.0404157648509908,-0.0558442215582371
"CD24",-0.0141614193278801,0.0706656072176231,0.0267308950188475,0.0179885242355793,0.0179885242355793,0.0179885242355793,0.0179885242355793,-0.0179885242355793,-0.0179885242355793,-0.0163414654120499,-0.0163414654120499,-0.0163414654120499,-0.0404157648509908,-0.0558442215582371
"MIR1199",0.0141614193278801,-0.0706656072176231,-0.0267308950188475,-0.0179885242355793,-0.0179885242355793,-0.0179885242355793,-0.0179885242355793,0.0179885242355793,0.0179885242355793,0.0163414654120499,0.0163414654120499,0.0163414654120499,0.0404157648509908,0.0558442215582371
"HAS2",0.0179885242355793,-0.0743975188703269,-0.0368827735160498,-0.0163414654120499,-0.0163414654120499,-0.0163414654120499,-0.0163414654120499,0.0163414654120499,0.0163414654120499,-0.0780479735318445,0.0219520264681555,0.0219520264681555,0.034551332253885,0.0561006318146473
"ESRP1",0.0179885242355793,-0.0743975188703269,-0.0368827735160498,-0.0163414654120499,-0.0163414654120499,-0.0163414654120499,-0.0163414654120499,0.0163414654120499,0.0163414654120499,0.0219520264681555,-0.0780479735318445,0.0219520264681555,0.034551332253885,0.0561006318146473
"SNAIL1",0.0975305025028503,-0.13826023703721,-0.0224036610035198,-0.0990475874312496,-0.0990475874312496,-0.0990475874312496,-0.0990475874312496,0.0990475874312496,0.0990475874312496,0.0977193141864678,0.0977193141864678,0.0977193141864678,-0.0393877763834129,0.159239970083943
"MIR190",0.0977193141864678,-0.137869419738037,0.0794545145101513,-0.0999642121456515,-0.0999642121456515,-0.0999642121456515,-0.0999642121456515,0.0999642121456515,0.0999642121456515,0.0942421413009648,0.0942421413009648,0.0942421413009648,-0.0378305617008042,0.257727421249138
"TGFB",0.0990475874312496,-0.139694713088754,0.0730945686373502,-0.0977193141864678,-0.0977193141864678,-0.0977193141864678,-0.0977193141864678,0.0977193141864678,0.0977193141864678,0.0999642121456515,0.0999642121456515,0.0999642121456515,-0.0425241731740766,0.159001306599456
