"","SNAIL1","ZEB1","CD44s","CD24","MIR340","MIR1199","HAS2","ESRP1","MIR34","MIR200","TGFB","MIR190","GRHL2","HA"
"TGFB",-0.108168435615121,-0.172823274495504,0.164799032540658,0.164799032540658,0.169901073356984,0.169901073356984,0.169901073356984,0.169901073356984,0.192935768886512,0.192935768886512,-0.107777066556221,-0.169901073356984,-0.169901073356984,-0.164799032540658
"GRHL2",0.133635906419273,-0.162836289617243,0.160765720945142,0.060765720945142,0.162933977666738,0.162933977666738,0.162933977666738,0.162933977666738,0.145291780517613,0.145291780517613,0.0164676721294659,-0.162933977666738,-0.162933977666738,-0.160765720945142
"ZEB1",-0.110218286500502,-0.0537445609624438,-0.0479768008621034,-0.0479768008621034,-0.0473014294078036,-0.0473014294078036,-0.0473014294078036,-0.0473014294078036,-0.0437038604046145,-0.0437038604046145,-0.0141178443090993,0.0473014294078036,0.0473014294078036,0.0479768008621034
"ESRP1",0.106064480358813,-0.0479768008621034,0.142274607113317,0.0422746071133168,0.0465650361562211,0.0465650361562211,0.0465650361562211,0.0465650361562211,0.0452777177194491,0.0452777177194491,0.0140296477160483,-0.0465650361562211,-0.0465650361562211,-0.0422746071133168
"MIR1199",0.109022114251698,-0.0473014294078036,0.0465650361562211,0.0465650361562211,0.0479768008621034,0.0479768008621034,0.0479768008621034,0.0479768008621034,0.0452015562571491,0.0452015562571491,0.0135168272032278,-0.0479768008621034,-0.0479768008621034,-0.0465650361562211
"HA",0.109022114251698,-0.0473014294078036,0.0465650361562211,0.0465650361562211,0.0479768008621034,0.0479768008621034,0.0479768008621034,0.0479768008621034,0.0452015562571491,0.0452015562571491,0.0135168272032278,-0.0479768008621034,-0.0479768008621034,-0.0465650361562211
"CD44s",0.109022114251698,-0.0473014294078036,0.0465650361562211,0.0465650361562211,0.0479768008621034,0.0479768008621034,0.0479768008621034,0.0479768008621034,0.0452015562571491,0.0452015562571491,0.0135168272032278,-0.0479768008621034,-0.0479768008621034,-0.0465650361562211
"MIR200",0.16974629382328,-0.0208950102594425,0.0226791178860393,0.0226791178860393,0.0229256256921198,0.0229256256921198,0.0229256256921198,0.0229256256921198,-0.0632544383562999,-0.0632544383562999,0.00936454081973122,-0.0229256256921198,-0.0229256256921198,-0.0226791178860393
"MIR340",-0.109022114251698,0.0473014294078036,-0.0465650361562211,-0.0465650361562211,-0.0479768008621034,-0.0479768008621034,-0.0479768008621034,-0.0479768008621034,-0.0452015562571491,-0.0452015562571491,-0.0135168272032278,0.0479768008621034,0.0479768008621034,0.0465650361562211
"CD24",-0.109022114251698,0.0473014294078036,-0.0465650361562211,-0.0465650361562211,-0.0479768008621034,-0.0479768008621034,-0.0479768008621034,-0.0479768008621034,-0.0452015562571491,-0.0452015562571491,-0.0135168272032278,0.0479768008621034,0.0479768008621034,0.0465650361562211
"HAS2",-0.106064480358813,0.0479768008621034,-0.0422746071133168,-0.0422746071133168,-0.0465650361562211,-0.0465650361562211,-0.0465650361562211,-0.0465650361562211,-0.0452777177194491,-0.0452777177194491,-0.0140296477160483,0.0465650361562211,0.0465650361562211,-0.0577253928866832
"MIR190",0.108980343598883,0.169901073356984,-0.162346716464363,-0.162346716464363,-0.164799032540658,-0.164799032540658,-0.164799032540658,-0.164799032540658,-0.187329510737881,-0.187329510737881,0.00459235318042436,0.164799032540658,0.164799032540658,0.162346716464363
"MIR34",0.108168435615121,0.172823274495504,-0.164799032540658,-0.164799032540658,-0.169901073356984,-0.169901073356984,-0.169901073356984,-0.169901073356984,-0.192935768886512,-0.192935768886512,0.107777066556221,0.169901073356984,0.169901073356984,0.164799032540658
"SNAIL1",0.00493120749170194,0.173035949952756,-0.169901073356984,-0.169901073356984,-0.172823274495504,-0.172823274495504,-0.172823274495504,-0.172823274495504,-0.194516123858552,-0.194516123858552,0.109209047463142,0.172823274495504,0.172823274495504,0.169901073356984
