"","ZEB1","MIR34","MIR340","MIR190","GRHL2","ESRP1","HA","CD44s","CD24","MIR1199","HAS2","TGFB","SNAIL1","MIR200"
"GRHL2",-0.12978873250622,0.156363394223958,0.126239400041225,0.126239400041225,0.126239400041225,0.126239400041225,0.126499590847816,0.126499590847816,0.226499590847816,-0.126239400041225,-0.126239400041225,-0.129847938732215,-0.0725104407385065,-0.132316327055413
"SNAIL1",-0.105809300882079,-0.242129520580176,0.104433999591848,0.104433999591848,0.104433999591848,0.104433999591848,0.102650318377427,0.102650318377427,0.102650318377427,-0.104433999591848,-0.104433999591848,-0.292833804774322,0.453509544807854,-0.349052898013003
"MIR190",-0.102650318377427,-0.233596871692226,0.103262563275386,0.103262563275386,0.103262563275386,0.103262563275386,0.104624961095549,0.104624961095549,0.104624961095549,-0.103262563275386,-0.103262563275386,-0.387076998304566,0.535517932196518,-0.339017081282827
"ZEB1",-0.0644040337195147,-0.0566024447335066,-0.0360110418242343,-0.0360110418242343,-0.0360110418242343,-0.0360110418242343,-0.032183936916535,-0.032183936916535,-0.032183936916535,0.0360110418242343,0.0360110418242343,0.0462705011517128,0.0487908547778124,0.0557311474415487
"MIR1199",-0.0360110418242343,0.0545863157012485,0.032183936916535,0.032183936916535,0.032183936916535,0.032183936916535,0.0293604075047703,0.0293604075047703,0.0293604075047703,-0.032183936916535,-0.032183936916535,-0.0431729514522214,-0.0474750653041282,-0.0528509631097515
"CD24",-0.0360110418242343,0.0545863157012485,0.032183936916535,0.032183936916535,0.032183936916535,0.032183936916535,0.0293604075047703,0.0293604075047703,0.0293604075047703,-0.032183936916535,-0.032183936916535,-0.0431729514522214,-0.0474750653041282,-0.0528509631097515
"HAS2",-0.032183936916535,0.0542055083897481,0.0293604075047703,0.0293604075047703,0.0293604075047703,0.0293604075047703,-0.0617287014061208,0.0382712985938792,0.0382712985938792,-0.0293604075047703,-0.0293604075047703,-0.0500960283752983,-0.0486741060715143,-0.0495760202308482
"MIR200",-0.0314793648100701,0.21444915461633,0.0286365032043219,0.0286365032043219,0.0286365032043219,0.0286365032043219,0.0262535944122101,0.0262535944122101,0.0262535944122101,-0.0286365032043219,-0.0286365032043219,0.194053961014595,-0.288129590158943,0.10742119425238
"ESRP1",0.032183936916535,-0.0542055083897481,-0.0293604075047703,-0.0293604075047703,-0.0293604075047703,-0.0293604075047703,-0.0382712985938792,0.0617287014061208,-0.0382712985938792,0.0293604075047703,0.0293604075047703,0.0500960283752983,0.0486741060715143,0.0495760202308482
"MIR340",0.0360110418242343,-0.0545863157012485,-0.032183936916535,-0.032183936916535,-0.032183936916535,-0.032183936916535,-0.0293604075047703,-0.0293604075047703,-0.0293604075047703,0.032183936916535,0.032183936916535,0.0431729514522214,0.0474750653041282,0.0528509631097515
"HA",0.0360110418242343,-0.0545863157012485,-0.032183936916535,-0.032183936916535,-0.032183936916535,-0.032183936916535,-0.0293604075047703,-0.0293604075047703,-0.0293604075047703,0.032183936916535,0.032183936916535,0.0431729514522214,0.0474750653041282,0.0528509631097515
"CD44s",0.0360110418242343,-0.0545863157012485,-0.032183936916535,-0.032183936916535,-0.032183936916535,-0.032183936916535,-0.0293604075047703,-0.0293604075047703,-0.0293604075047703,0.032183936916535,0.032183936916535,0.0431729514522214,0.0474750653041282,0.0528509631097515
"TGFB",0.104433999591848,0.239333507937337,-0.102650318377427,-0.102650318377427,-0.102650318377427,-0.102650318377427,-0.103262563275386,-0.103262563275386,-0.103262563275386,0.102650318377427,0.102650318377427,0.290049397455309,-0.546478689977303,0.343971448949059
"MIR34",0.104433999591848,0.239333507937337,-0.102650318377427,-0.102650318377427,-0.102650318377427,-0.102650318377427,-0.103262563275386,-0.103262563275386,-0.103262563275386,0.102650318377427,0.102650318377427,0.290049397455309,-0.546478689977303,0.343971448949059
