"","MIR200","CD44s","MIR340","MIR190","HAS2","GRHL2","TGFB","ZEB1","SNAIL1","MIR1199","ESRP1","HA","CD24","MIR34"
"TGFB",0.100430593302978,0.10780556848837,0.106172915427146,0.106172915427146,0.106172915427146,0.106172915427146,-0.0642776801021539,-0.107197583358835,-0.00836463685690958,-0.106172915427146,-0.106172915427146,-0.10780556848837,-0.10780556848837,-0.100430593302978
"MIR34",0.100430593302978,0.10780556848837,0.106172915427146,0.106172915427146,0.106172915427146,0.106172915427146,-0.0642776801021539,-0.107197583358835,-0.00836463685690958,-0.106172915427146,-0.106172915427146,-0.10780556848837,-0.10780556848837,-0.100430593302978
"SNAIL1",0.100698037990554,0.106172915427146,0.107197583358835,0.107197583358835,0.107197583358835,0.107197583358835,-0.0646754525762987,-0.106531200259444,-0.107656493204912,-0.107197583358835,-0.107197583358835,-0.106172915427146,-0.106172915427146,-0.100698037990554
"MIR340",0.110024664368353,0.104798008336814,0.109033302454461,0.109033302454461,0.109033302454461,0.109033302454461,0.00297764237947707,-0.106196742346401,-0.0807925626431156,-0.109033302454461,-0.109033302454461,-0.104798008336814,-0.104798008336814,-0.110024664368353
"HA",0.110024664368353,0.104798008336814,0.109033302454461,0.109033302454461,0.109033302454461,0.109033302454461,0.00297764237947707,-0.106196742346401,-0.0807925626431156,-0.109033302454461,-0.109033302454461,-0.104798008336814,-0.104798008336814,-0.110024664368353
"CD44s",0.110024664368353,0.104798008336814,0.109033302454461,0.109033302454461,0.109033302454461,0.109033302454461,0.00297764237947707,-0.106196742346401,-0.0807925626431156,-0.109033302454461,-0.109033302454461,-0.104798008336814,-0.104798008336814,-0.110024664368353
"CD24",0.110024664368353,0.104798008336814,0.109033302454461,0.109033302454461,0.109033302454461,0.109033302454461,0.00297764237947707,-0.106196742346401,-0.0807925626431156,-0.109033302454461,-0.109033302454461,-0.104798008336814,-0.104798008336814,-0.110024664368353
"MIR190",0.100821727592417,0.105353252412076,0.10780556848837,0.10780556848837,0.10780556848837,0.10780556848837,0.0350853772226868,-0.106172915427146,-0.00728209287856046,-0.10780556848837,-0.10780556848837,-0.105353252412076,-0.105353252412076,-0.100821727592417
"MIR200",0.00808410467493806,0.0904957370595438,0.0927143073142686,0.0927143073142686,0.0927143073142686,0.0927143073142686,-0.00539164642282322,-0.0912460161552558,-0.0846954085430471,-0.0927143073142686,-0.0927143073142686,-0.0904957370595438,-0.0904957370595438,-0.00808410467493806
"ZEB1",-0.109275816442086,-0.109033302454461,-0.106196742346401,-0.106196742346401,-0.106196742346401,-0.106196742346401,-0.00394851616588483,0.00800647171714693,0.0827064382412017,0.106196742346401,0.106196742346401,0.109033302454461,0.109033302454461,0.109275816442086
"MIR1199",-0.110024664368353,-0.104798008336814,-0.109033302454461,-0.109033302454461,-0.109033302454461,-0.109033302454461,-0.00297764237947707,0.106196742346401,0.0807925626431156,0.109033302454461,0.109033302454461,0.104798008336814,0.104798008336814,0.110024664368353
"HAS2",-0.108882242433852,-0.111728701406121,-0.104798008336814,-0.104798008336814,-0.104798008336814,-0.104798008336814,-0.00451610391793861,0.109033302454461,0.0837501965360013,0.104798008336814,0.104798008336814,0.0117287014061208,0.111728701406121,0.108882242433852
"ESRP1",-0.108882242433852,-0.211728701406121,-0.104798008336814,-0.104798008336814,-0.104798008336814,-0.104798008336814,-0.00451610391793861,0.109033302454461,0.0837501965360013,0.104798008336814,0.104798008336814,0.111728701406121,0.111728701406121,0.108882242433852
"GRHL2",-0.222291027650414,-0.254208343895962,-0.255509297928919,-0.255509297928919,-0.255509297928919,-0.255509297928919,-0.0117407901417596,0.254630105483462,0.104658864238253,0.255509297928919,0.255509297928919,0.254208343895962,0.154208343895962,0.222291027650414
