"","MIR340","GRHL2","ESRP1","HA","MIR200","SNAIL1","ZEB1","TGFB","CD44s","CD24","MIR190","MIR1199","HAS2","MIR34"
"SNAIL1",0.117501751201003,0.117501751201003,0.117501751201003,0.117463800536866,-0.0388819065060119,-0.000835336092397467,-0.117544286292453,-0.0994023559482723,-0.117463800536866,-0.117463800536866,-0.117501751201003,-0.117501751201003,-0.117501751201003,-0.159609497001148
"MIR340",0.102894135567403,0.102894135567403,0.102894135567403,0.102894135567403,0.0907009302606054,0.0875138249208696,-0.102939160331023,-0.00493430434181333,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.112892960125738
"HA",0.102894135567403,0.102894135567403,0.102894135567403,0.102894135567403,0.0907009302606054,0.0875138249208696,-0.102939160331023,-0.00493430434181333,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.112892960125738
"CD44s",0.102894135567403,0.102894135567403,0.102894135567403,0.102894135567403,0.0907009302606054,0.0875138249208696,-0.102939160331023,-0.00493430434181333,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.112892960125738
"CD24",0.102894135567403,0.102894135567403,0.102894135567403,0.102894135567403,0.0907009302606054,0.0875138249208696,-0.102939160331023,-0.00493430434181333,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.112892960125738
"ZEB1",-0.102939160331023,-0.102939160331023,-0.102939160331023,-0.102894135567403,-0.0907585339472414,-0.0875736335333098,0.00295576335277284,0.00507300059701443,0.102894135567403,0.102894135567403,0.102939160331023,0.102939160331023,0.102939160331023,0.112892960125738
"HAS2",-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.202564102564103,-0.0909294146475057,-0.0875937609720286,0.102894135567403,0.00519071459822358,0.102564102564103,0.102564102564103,0.102894135567403,0.102894135567403,0.102894135567403,0.112664475738838
"ESRP1",-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.102564102564103,-0.0909294146475057,-0.0875937609720286,0.102894135567403,0.00519071459822358,0.00256410256410256,0.102564102564103,0.102894135567403,0.102894135567403,0.102894135567403,0.112664475738838
"MIR1199",-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.102894135567403,-0.0907009302606054,-0.0875138249208696,0.102939160331023,0.00493430434181333,0.102894135567403,0.102894135567403,0.102894135567403,0.102894135567403,0.102894135567403,0.112892960125738
"MIR190",-0.117259718904213,-0.117259718904213,-0.117259718904213,-0.11698723934018,0.0389393451422437,-0.0988940279130152,0.117463800536866,0.199190041723219,0.11698723934018,0.11698723934018,0.117259718904213,0.117259718904213,0.117259718904213,0.159357553137588
"TGFB",-0.117463800536866,-0.117463800536866,-0.117463800536866,-0.117259718904213,0.0388089670457639,-0.0991646639076025,0.117501751201003,0.0994023559482723,0.117259718904213,0.117259718904213,0.117463800536866,0.117463800536866,0.117463800536866,0.159487931234068
"MIR34",-0.117463800536866,-0.117463800536866,-0.117463800536866,-0.117259718904213,0.0388089670457639,-0.0991646639076025,0.117501751201003,0.0994023559482723,0.117259718904213,0.117259718904213,0.117463800536866,0.117463800536866,0.117463800536866,0.159487931234068
"MIR200",-0.126568308513304,-0.126568308513304,-0.126568308513304,-0.126486139244611,-0.00574609434938172,-0.131212612047736,0.126662029225582,0.207963517198288,0.126486139244611,0.126486139244611,0.126568308513304,0.126568308513304,0.126568308513304,0.231406943917719
"GRHL2",-0.202629334493087,-0.202629334493087,-0.202629334493087,-0.202542604224223,-0.178241758241758,-0.110935947292159,0.202661897176252,0.013139816144368,0.202542604224223,0.102542604224223,0.202629334493087,0.202629334493087,0.202629334493087,0.225168980618896
