"","MIR34","MIR340","MIR190","MIR1199","HAS2","ESRP1","HA","CD24","ZEB1","TGFB","SNAIL1","CD44s","GRHL2","MIR200"
"GRHL2",0.142571919059379,0.143756300880628,0.143756300880628,0.143756300880628,0.143756300880628,0.143756300880628,0.142802267923126,0.0428022679231263,-0.144830869425077,-0.00781293963105083,-0.0784903442549061,-0.142802267923126,-0.143756300880628,-0.142571919059379
"SNAIL1",0.0808315876190558,0.068086120309462,0.068086120309462,0.068086120309462,0.068086120309462,0.068086120309462,0.0669096497212267,0.0669096497212267,-0.0684122226772487,0.0656946891789833,-0.101951873706879,-0.0669096497212267,-0.068086120309462,-0.0808315876190558
"HA",0.0690218283454621,0.0663446775855516,0.0663446775855516,0.0663446775855516,0.0663446775855516,0.0663446775855516,0.0644623246443751,0.0644623246443751,-0.0671100985670914,-0.000909216196240973,-0.0536615276823855,-0.0644623246443751,-0.0663446775855516,-0.0690218283454621
"MIR190",0.0795098650051921,0.0675218946191858,0.0675218946191858,0.0675218946191858,0.0675218946191858,0.0675218946191858,0.0716090880796763,0.0716090880796763,-0.0669096497212267,-0.0337742719001202,-0.00286624554595126,-0.0716090880796763,-0.0675218946191858,-0.0795098650051921
"HAS2",0.0669654688633601,0.0644623246443751,0.0644623246443751,0.0644623246443751,0.0644623246443751,0.0644623246443751,0.166112489660877,0.0661124896608768,-0.0663446775855516,-0.00142203670906149,-0.0532618474265901,-0.0661124896608768,-0.0644623246443751,-0.0669654688633601
"ESRP1",0.0669654688633601,0.0644623246443751,0.0644623246443751,0.0644623246443751,0.0644623246443751,0.0644623246443751,0.0661124896608768,0.0661124896608768,-0.0663446775855516,-0.00142203670906149,-0.0532618474265901,-0.166112489660877,-0.0644623246443751,-0.0669654688633601
"ZEB1",-0.0693674504652778,-0.0671100985670914,-0.0671100985670914,-0.0671100985670914,-0.0671100985670914,-0.0671100985670914,-0.0663446775855516,-0.0663446775855516,-0.0334045951071573,0.000400663260503572,0.054439039644108,0.0663446775855516,0.0671100985670914,0.0693674504652778
"MIR200",0.0174079725566921,-0.0602862676352098,-0.0602862676352098,-0.0602862676352098,-0.0602862676352098,-0.0602862676352098,-0.057739020305711,-0.057739020305711,0.0610047930960033,-0.00673318048941958,0.0706828983074207,0.057739020305711,0.0602862676352098,-0.0174079725566921
"MIR340",-0.0690218283454621,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0644623246443751,-0.0644623246443751,0.0671100985670914,0.000909216196240973,0.0536615276823855,0.0644623246443751,0.0663446775855516,0.0690218283454621
"MIR1199",-0.0690218283454621,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0644623246443751,-0.0644623246443751,0.0671100985670914,0.000909216196240973,0.0536615276823855,0.0644623246443751,0.0663446775855516,0.0690218283454621
"CD44s",-0.0690218283454621,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0644623246443751,-0.0644623246443751,0.0671100985670914,0.000909216196240973,0.0536615276823855,0.0644623246443751,0.0663446775855516,0.0690218283454621
"CD24",-0.0690218283454621,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0663446775855516,-0.0644623246443751,-0.0644623246443751,0.0671100985670914,0.000909216196240973,0.0536615276823855,0.0644623246443751,0.0663446775855516,0.0690218283454621
"TGFB",-0.0796402431016719,-0.0669096497212267,-0.0669096497212267,-0.0669096497212267,-0.0669096497212267,-0.0669096497212267,-0.0675218946191858,-0.0675218946191858,0.068086120309462,-0.0653764711996675,0.0016483835703085,0.0675218946191858,0.0669096497212267,0.0796402431016719
"MIR34",-0.0796402431016719,-0.0669096497212267,-0.0669096497212267,-0.0669096497212267,-0.0669096497212267,-0.0669096497212267,-0.0675218946191858,-0.0675218946191858,0.068086120309462,-0.0653764711996675,0.0016483835703085,0.0675218946191858,0.0669096497212267,0.0796402431016719
