"","MIR200","CD44s","MIR1199","HAS2","GRHL2","SNAIL1","MIR34","ZEB1","MIR340","MIR190","ESRP1","HA","CD24","TGFB"
"MIR200",0.293442111129003,0.198537454747981,0.202892425988737,0.202892425988737,0.202892425988737,0.159203278984093,0.0492162234769642,-0.202923666226163,-0.202892425988737,-0.202892425988737,-0.202892425988737,-0.198537454747981,-0.198537454747981,-0.394328694413301
"HAS2",0.211265549101287,0.190339123242349,0.190009090239049,0.190009090239049,0.190009090239049,0.159436565271823,0.125110002834753,-0.19471497259199,-0.190009090239049,-0.190009090239049,-0.190009090239049,-0.290339123242349,-0.190339123242349,-0.202861268252795
"ESRP1",0.211265549101287,0.0903391232423491,0.190009090239049,0.190009090239049,0.190009090239049,0.159436565271823,0.125110002834753,-0.19471497259199,-0.190009090239049,-0.190009090239049,-0.190009090239049,-0.190339123242349,-0.190339123242349,-0.202861268252795
"MIR340",0.215149783678591,0.190009090239049,0.19471497259199,0.19471497259199,0.19471497259199,0.160955350243845,0.127318685241455,-0.19457989830113,-0.19471497259199,-0.19471497259199,-0.19471497259199,-0.190009090239049,-0.190009090239049,-0.203117678509205
"MIR1199",0.215149783678591,0.190009090239049,0.19471497259199,0.19471497259199,0.19471497259199,0.160955350243845,0.127318685241455,-0.19457989830113,-0.19471497259199,-0.19471497259199,-0.19471497259199,-0.190009090239049,-0.190009090239049,-0.203117678509205
"CD24",0.215149783678591,0.190009090239049,0.19471497259199,0.19471497259199,0.19471497259199,0.160955350243845,0.127318685241455,-0.19457989830113,-0.19471497259199,-0.19471497259199,-0.19471497259199,-0.190009090239049,-0.190009090239049,-0.203117678509205
"SNAIL1",0.144857630431426,0.135970316676474,0.136843181951616,0.136843181951616,0.136843181951616,-0.0451277754207386,-0.000353987011276743,-0.137169284319403,-0.136843181951616,-0.136843181951616,-0.136843181951616,-0.135970316676474,-0.135970316676474,-0.174246335433051
"MIR34",0.143666285914042,0.135562153411168,0.135970316676474,0.135970316676474,0.135970316676474,0.0549228062686898,-0.000281047551028748,-0.136843181951616,-0.135970316676474,-0.135970316676474,-0.135970316676474,-0.135562153411168,-0.135562153411168,-0.173848562958906
"GRHL2",0.0609942700139375,0.0445837764360974,0.0481397174595145,0.0481397174595145,0.0481397174595145,0.104247252106315,0.0176340192127094,-0.0467395220834156,-0.0481397174595145,-0.0481397174595145,-0.0481397174595145,-0.0445837764360974,-0.144583776436097,-0.052498523517803
"ZEB1",-0.215610613171679,-0.19471497259199,-0.19457989830113,-0.19457989830113,-0.19457989830113,-0.161314201918486,-0.12668504468846,0.0964228337153753,0.19457989830113,0.19457989830113,0.19457989830113,0.19471497259199,0.19471497259199,0.207324798250305
"MIR190",-0.143275151624603,-0.132019919078743,-0.135562153411168,-0.135562153411168,-0.135562153411168,-0.0531636723038725,0.00041142564750854,0.135970316676474,0.135562153411168,0.135562153411168,0.135562153411168,0.132019919078743,0.132019919078743,0.271513106483322
"TGFB",-0.143666285914042,-0.135562153411168,-0.135970316676474,-0.135970316676474,-0.135970316676474,-0.0549228062686898,0.000281047551028748,0.136843181951616,0.135970316676474,0.135970316676474,0.135970316676474,0.135562153411168,0.135562153411168,0.173848562958906
"HA",-0.215149783678591,-0.190009090239049,-0.19471497259199,-0.19471497259199,-0.19471497259199,-0.160955350243845,-0.127318685241455,0.19457989830113,0.19471497259199,0.19471497259199,0.19471497259199,0.190009090239049,0.190009090239049,0.203117678509205
"CD44s",-0.215149783678591,-0.190009090239049,-0.19471497259199,-0.19471497259199,-0.19471497259199,-0.160955350243845,-0.127318685241455,0.19457989830113,0.19471497259199,0.19471497259199,0.19471497259199,0.190009090239049,0.190009090239049,0.203117678509205
