"","MIR34","CD24","MIR340","MIR190","MIR1199","HAS2","ZEB1","TGFB","SNAIL1","MIR200","GRHL2","ESRP1","HA","CD44s"
"GRHL2",0.220849475031934,0.0986843896408073,0.198944580447399,0.198944580447399,0.198944580447399,0.198944580447399,-0.198781767031573,-0.011557472084931,-0.10397618140939,-0.177786713481712,-0.198944580447399,-0.198944580447399,-0.198684389640807,-0.198684389640807
"SNAIL1",-0.0178057039877647,0.104965025671183,0.106748706885604,0.106748706885604,0.106748706885604,0.106748706885604,-0.105486832505907,0.0854101257456241,-0.0592545302909936,-0.125682489889763,-0.106748706885604,-0.106748706885604,-0.104965025671183,-0.104965025671183
"MIR190",-0.0152857264687144,0.103871770930594,0.10741400526302,0.10741400526302,0.10741400526302,0.10741400526302,-0.104965025671183,-0.0128878134382583,0.0449058307760268,-0.124006150265124,-0.10741400526302,-0.10741400526302,-0.103871770930594,-0.103871770930594
"HAS2",0.106169527845443,0.0990488006617039,0.0980587016518029,0.0980587016518029,0.0980587016518029,0.0980587016518029,-0.0987645840047441,-0.00451610391793861,-0.0838966675769387,-0.0915370447778883,-0.0980587016518029,-0.0980587016518029,-0.199048800661704,-0.0990488006617039
"MIR1199",0.108682856101346,0.0980587016518029,0.0987645840047441,0.0987645840047441,0.0987645840047441,0.0987645840047441,-0.0982693116049242,-0.00272123212306681,-0.079819928967826,-0.0899376540695867,-0.0987645840047441,-0.0987645840047441,-0.0980587016518029,-0.0980587016518029
"ZEB1",-0.106897141815632,-0.0987645840047441,-0.0982693116049242,-0.0982693116049242,-0.0982693116049242,-0.0982693116049242,-0.0013820249383267,0.0039694984198768,0.0827505509773953,0.0910897278023056,0.0982693116049242,0.0982693116049242,0.0987645840047441,0.0987645840047441
"MIR200",-0.187476557549306,-0.0783924956989124,-0.0778173108180579,-0.0778173108180579,-0.0778173108180579,-0.0778173108180579,0.0782234339045933,0.00354556226609266,0.103835667459583,-0.0192275001644553,0.0778173108180579,0.0778173108180579,0.0783924956989124,0.0783924956989124
"MIR340",-0.108682856101346,-0.0980587016518029,-0.0987645840047441,-0.0987645840047441,-0.0987645840047441,-0.0987645840047441,0.0982693116049242,0.00272123212306681,0.079819928967826,0.0899376540695867,0.0987645840047441,0.0987645840047441,0.0980587016518029,0.0980587016518029
"HA",-0.108682856101346,-0.0980587016518029,-0.0987645840047441,-0.0987645840047441,-0.0987645840047441,-0.0987645840047441,0.0982693116049242,0.00272123212306681,0.079819928967826,0.0899376540695867,0.0987645840047441,0.0987645840047441,0.0980587016518029,0.0980587016518029
"CD44s",-0.108682856101346,-0.0980587016518029,-0.0987645840047441,-0.0987645840047441,-0.0987645840047441,-0.0987645840047441,0.0982693116049242,0.00272123212306681,0.079819928967826,0.0899376540695867,0.0987645840047441,0.0987645840047441,0.0980587016518029,0.0980587016518029
"CD24",-0.108682856101346,-0.0980587016518029,-0.0987645840047441,-0.0987645840047441,-0.0987645840047441,-0.0987645840047441,0.0982693116049242,0.00272123212306681,0.079819928967826,0.0899376540695867,0.0987645840047441,0.0987645840047441,0.0980587016518029,0.0980587016518029
"ESRP1",-0.106169527845443,-0.0990488006617039,-0.0980587016518029,-0.0980587016518029,-0.0980587016518029,-0.0980587016518029,0.0987645840047441,0.00451610391793861,0.0838966675769387,0.0915370447778883,0.0980587016518029,0.0980587016518029,0.0990488006617039,0.199048800661704
"TGFB",0.0241514370293402,-0.10741400526302,-0.104965025671183,-0.104965025671183,-0.104965025671183,-0.104965025671183,0.106748706885604,-0.0809550740352024,-0.0304268050656073,0.129742786510234,0.104965025671183,0.104965025671183,0.10741400526302,0.10741400526302
"MIR34",0.0241514370293402,-0.10741400526302,-0.104965025671183,-0.104965025671183,-0.104965025671183,-0.104965025671183,0.106748706885604,-0.0809550740352024,-0.0304268050656073,0.129742786510234,0.104965025671183,0.104965025671183,0.10741400526302,0.10741400526302
